"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.717741592157881E9,"2024-06-07 08:26:32.158 UTC+02:00"
"PAUSE",5.723109926666657E2,1.717742164467196E9,"2024-06-07 08:36:04.467 UTC+02:00"
"START",5.723109926666657E2,1.717742370683476E9,"2024-06-07 08:39:30.683 UTC+02:00"
"PAUSE",1.072080965291665E3,1.717742870452742E9,"2024-06-07 08:47:50.453 UTC+02:00"
