"Frequency (Hz)","Absolute Amplitude (a.u.)"
1.305468750E4,3.807251503E-2
1.307812500E4,4.637531951E-2
1.310156250E4,3.506577094E-2
1.312500000E4,3.811087803E-2
1.314843750E4,4.452369014E-2
1.317187500E4,3.587493804E-2
1.319531250E4,4.410637291E-2
1.321875000E4,4.183516761E-2
1.324218750E4,4.292579874E-2
1.326562500E4,4.588787922E-2
1.328906250E4,4.564697112E-2
1.331250000E4,3.946050804E-2
1.333593750E4,3.993583590E-2
1.335937500E4,5.484514850E-2
1.338281250E4,4.471594096E-2
1.340625000E4,4.916176218E-2
1.342968750E4,4.074474645E-2
1.345312500E4,4.779819992E-2
1.347656250E4,4.065880437E-2
1.350000000E4,4.162401496E-2
1.352343750E4,3.487258318E-2
1.354687500E4,4.538748520E-2
1.357031250E4,3.592336228E-2
1.359375000E4,3.822392541E-2
1.361718750E4,4.944058780E-2
1.364062500E4,5.274131107E-2
1.366406250E4,4.131930595E-2
1.368750000E4,4.706477005E-2
1.371093750E4,4.710058649E-2
1.373437500E4,4.843284252E-2
1.375781250E4,5.488053762E-2
1.378125000E4,4.890495620E-2
1.380468750E4,4.610976230E-2
1.382812500E4,5.506108441E-2
1.385156250E4,5.301977284E-2
1.387500000E4,6.009369041E-2
1.389843750E4,5.283417790E-2
1.392187500E4,4.992993521E-2
1.394531250E4,5.133159640E-2
1.396875000E4,4.658474896E-2
1.399218750E4,4.174242530E-2
1.401562500E4,6.118672132E-2
1.403906250E4,4.716753458E-2
1.406250000E4,5.535066589E-2
1.408593750E4,4.712367130E-2
1.410937500E4,4.311138068E-2
1.413281250E4,4.446087727E-2
1.415625000E4,4.456266758E-2
1.417968750E4,3.765234431E-2
1.420312500E4,4.632642927E-2
1.422656250E4,3.674743443E-2
1.425000000E4,4.434370305E-2
1.427343750E4,3.690282298E-2
1.429687500E4,4.357754313E-2
1.432031250E4,3.470385276E-2
1.434375000E4,4.099272518E-2
1.436718750E4,3.619100946E-2
1.439062500E4,3.658992809E-2
1.441406250E4,4.106536498E-2
1.443750000E4,3.982492463E-2
1.446093750E4,4.215416135E-2
1.448437500E4,4.083327467E-2
1.450781250E4,4.144991857E-2
1.453125000E4,4.214477258E-2
1.455468750E4,4.197789477E-2
1.457812500E4,4.039701379E-2
1.460156250E4,4.335396003E-2
1.462500000E4,4.065550690E-2
1.464843750E4,4.301139262E-2
1.467187500E4,4.184409372E-2
1.469531250E4,4.158746401E-2
1.471875000E4,4.187497375E-2
1.474218750E4,4.085429630E-2
1.476562500E4,4.066997366E-2
1.478906250E4,4.093755123E-2
1.481250000E4,4.131347208E-2
1.483593750E4,4.087533050E-2
1.485937500E4,4.077837120E-2
1.488281250E4,4.077327703E-2
1.490625000E4,4.056568013E-2
1.492968750E4,4.066647721E-2
1.495312500E4,4.055053216E-2
1.497656250E4,4.119847974E-2
1.500000000E4,4.057056183E-2
1.502343750E4,4.082599064E-2
1.504687500E4,4.159574171E-2
1.507031250E4,4.036992470E-2
1.509375000E4,4.247695492E-2
1.511718750E4,4.217839390E-2
1.514062500E4,4.044434301E-2
1.516406250E4,4.292974749E-2
1.518750000E4,4.273155335E-2
1.521093750E4,3.961562698E-2
1.523437500E4,3.685616748E-2
1.525781250E4,4.062112640E-2
1.528125000E4,4.067025613E-2
1.530468750E4,4.172841316E-2
1.532812500E4,3.988023748E-2
1.535156250E4,3.792903688E-2
1.537500000E4,4.000139165E-2
1.539843750E4,3.977438470E-2
1.542187500E4,4.103558710E-2
1.544531250E4,4.219236497E-2
1.546875000E4,3.996896420E-2
1.549218750E4,3.990969414E-2
1.551562500E4,4.070109643E-2
1.553906250E4,3.804607311E-2
1.556250000E4,3.918337614E-2
1.558593750E4,4.123041246E-2
1.560937500E4,4.134273434E-2
1.563281250E4,4.119863610E-2
1.565625000E4,4.073440605E-2
1.567968750E4,4.137107197E-2
1.570312500E4,4.291807788E-2
1.572656250E4,3.747503640E-2
1.575000000E4,3.847034328E-2
1.577343750E4,4.064744455E-2
1.579687500E4,3.822660816E-2
1.582031250E4,4.006693637E-2
1.584375000E4,3.959587533E-2
1.586718750E4,3.893936899E-2
1.589062500E4,3.984071819E-2
1.591406250E4,3.814859571E-2
1.593750000E4,3.837011124E-2
1.596093750E4,3.995918358E-2
1.598437500E4,4.024142649E-2
1.600781250E4,4.267091989E-2
1.603125000E4,3.909363399E-2
1.605468750E4,4.102486705E-2
1.607812500E4,3.899803709E-2
1.610156250E4,3.889375565E-2
1.612500000E4,4.022931518E-2
1.614843750E4,4.137621992E-2
1.617187500E4,3.921123765E-2
1.619531250E4,4.022918117E-2
1.621875000E4,4.059754765E-2
1.624218750E4,4.001053682E-2
1.626562500E4,3.968812532E-2
1.628906250E4,3.737423639E-2
1.631250000E4,3.916852629E-2
1.633593750E4,3.954413144E-2
1.635937500E4,3.948833050E-2
1.638281250E4,3.860699312E-2
1.640625000E4,3.957972239E-2
1.642968750E4,3.980993938E-2
1.645312500E4,4.116368816E-2
1.647656250E4,3.952239027E-2
1.650000000E4,3.871117355E-2
1.652343750E4,3.887823348E-2
1.654687500E4,3.830835547E-2
1.657031250E4,3.803974391E-2
1.659375000E4,3.816074627E-2
1.661718750E4,3.933557627E-2
1.664062500E4,3.958979925E-2
1.666406250E4,3.795171626E-2
1.668750000E4,3.757243908E-2
1.671093750E4,3.874928687E-2
1.673437500E4,3.818717585E-2
1.675781250E4,3.762162344E-2
1.678125000E4,3.821881103E-2
1.680468750E4,3.872192646E-2
1.682812500E4,3.797485094E-2
1.685156250E4,3.903373533E-2
1.687500000E4,3.807893198E-2
1.689843750E4,3.892378116E-2
1.692187500E4,3.884886138E-2
1.694531250E4,3.823459115E-2
1.696875000E4,3.808467945E-2
1.699218750E4,3.765076581E-2
1.701562500E4,3.815732309E-2
1.703906250E4,3.791091425E-2
1.706250000E4,3.920082029E-2
1.708593750E4,3.740663610E-2
1.710937500E4,3.749408461E-2
1.713281250E4,3.834819742E-2
1.715625000E4,3.872431404E-2
1.717968750E4,3.828117773E-2
1.720312500E4,3.864782685E-2
1.722656250E4,3.763133431E-2
1.725000000E4,3.827873597E-2
1.727343750E4,3.689129678E-2
1.729687500E4,3.807963929E-2
1.732031250E4,3.848977284E-2
1.734375000E4,3.743459908E-2
1.736718750E4,3.698252603E-2
1.739062500E4,3.778940272E-2
1.741406250E4,3.745913838E-2
1.743750000E4,3.741071900E-2
1.746093750E4,3.855308636E-2
1.748437500E4,3.757837539E-2
1.750781250E4,3.843945121E-2
1.753125000E4,3.822480245E-2
1.755468750E4,3.816686871E-2
1.757812500E4,3.986537001E-2
1.760156250E4,3.943453683E-2
1.762500000E4,3.826695907E-2
1.764843750E4,3.810224212E-2
1.767187500E4,3.650195313E-2
1.769531250E4,3.651464706E-2
1.771875000E4,3.667847634E-2
1.774218750E4,3.684223555E-2
1.776562500E4,3.851133439E-2
1.778906250E4,3.739946291E-2
1.781250000E4,3.545167138E-2
1.783593750E4,3.652103807E-2
1.785937500E4,3.796585390E-2
1.788281250E4,3.755846710E-2
1.790625000E4,3.755114987E-2
1.792968750E4,3.905216193E-2
1.795312500E4,3.604493307E-2
1.797656250E4,3.732519950E-2
1.800000000E4,3.722207276E-2
1.802343750E4,3.768927003E-2
1.804687500E4,3.873651096E-2
1.807031250E4,3.715362853E-2
1.809375000E4,3.801057216E-2
1.811718750E4,3.722027003E-2
1.814062500E4,3.690830690E-2
1.816406250E4,3.791583849E-2
1.818750000E4,3.661217195E-2
1.821093750E4,3.665818175E-2
1.823437500E4,3.578609794E-2
1.825781250E4,3.707549375E-2
1.828125000E4,3.678020924E-2
1.830468750E4,3.652133060E-2
1.832812500E4,3.676297763E-2
1.835156250E4,3.693049505E-2
1.837500000E4,3.683718550E-2
1.839843750E4,3.700943556E-2
1.842187500E4,3.660867861E-2
1.844531250E4,3.772795234E-2
1.846875000E4,3.750424143E-2
1.849218750E4,3.853817104E-2
1.851562500E4,3.782220917E-2
1.853906250E4,3.867869243E-2
1.856250000E4,3.846553517E-2
1.858593750E4,3.841191913E-2
1.860937500E4,3.552914574E-2
1.863281250E4,3.749805965E-2
1.865625000E4,3.797250561E-2
1.867968750E4,3.623422799E-2
1.870312500E4,3.703879573E-2
1.872656250E4,3.838171419E-2
1.875000000E4,3.686287565E-2
1.877343750E4,3.593741798E-2
1.879687500E4,3.661450293E-2
1.882031250E4,3.564367191E-2
1.884375000E4,3.532561519E-2
1.886718750E4,3.556056713E-2
1.889062500E4,3.528118373E-2
1.891406250E4,3.638696987E-2
1.893750000E4,3.663169112E-2
1.896093750E4,3.756797943E-2
1.898437500E4,3.847327203E-2
1.900781250E4,3.689307775E-2
1.903125000E4,3.677602899E-2
1.905468750E4,3.751793907E-2
1.907812500E4,3.656698576E-2
1.910156250E4,3.619328144E-2
1.912500000E4,3.579249468E-2
1.914843750E4,3.569782988E-2
1.917187500E4,3.528684834E-2
1.919531250E4,3.572343982E-2
1.921875000E4,3.546533353E-2
1.924218750E4,3.603509126E-2
1.926562500E4,3.722989532E-2
1.928906250E4,3.668826332E-2
