,timestamp,BrightnessEV
0,1717739946496,2.606777188231157
1,1717739946551,2.6146823863165034
2,1717739946617,2.6146823863165034
3,1717739946685,2.5988284351156663
4,1717739946751,2.590835644362136
5,1717739946817,2.590835644362136
6,1717739946885,2.5988284351156663
7,1717739946951,2.5988284351156663
8,1717739947019,2.5988284351156663
9,1717739947085,2.5988284351156663
10,1717739947151,2.5988284351156663
11,1717739947217,2.5988284351156663
12,1717739947285,2.5988284351156663
13,1717739947351,2.5988284351156663
14,1717739947419,2.5988284351156663
15,1717739947485,2.606777188231157
16,1717739947551,2.6146823863165034
17,1717739947618,2.6146823863165034
18,1717739947685,2.6146823863165034
19,1717739947751,2.6146823863165034
20,1717739947819,2.6146823863165034
21,1717739947885,2.6146823863165034
22,1717739947951,2.606777188231157
23,1717739948017,2.6146823863165034
24,1717739948084,2.5988284351156663
25,1717739948151,2.5665880981154583
26,1717739948220,2.5665880981154583
27,1717739948285,2.5747159789988587
28,1717739948351,2.6225445040894737
29,1717739948418,2.6225445040894737
30,1717739948485,2.630364008548773
31,1717739948551,2.6381413591404925
32,1717739948619,2.6381413591404925
33,1717739948685,2.6535713997100983
34,1717739948751,2.661224972253534
35,1717739948820,2.6535713997100983
36,1717739948885,2.645877007920098
37,1717739948950,2.645877007920098
38,1717739949020,2.6535713997100983
39,1717739949085,2.645877007920098
40,1717739949151,2.6381413591404925
41,1717739949219,2.630364008548773
42,1717739949285,2.6225445040894737
43,1717739949351,2.6381413591404925
44,1717739949419,2.6381413591404925
45,1717739949485,2.6381413591404925
46,1717739949551,2.6381413591404925
47,1717739949618,2.6381413591404925
48,1717739949685,2.6381413591404925
49,1717739949751,2.6381413591404925
50,1717739949820,2.645877007920098
51,1717739949885,2.6535713997100983
52,1717739949951,2.6535713997100983
53,1717739950017,2.6535713997100983
54,1717739950084,2.6535713997100983
55,1717739950151,2.6535713997100983
56,1717739950220,2.6535713997100983
57,1717739950285,2.6535713997100983
58,1717739950351,2.6535713997100983
59,1717739950417,2.645877007920098
60,1717739950485,2.645877007920098
61,1717739950551,2.645877007920098
62,1717739950617,2.645877007920098
63,1717739950685,2.6381413591404925
64,1717739950751,2.6381413591404925
65,1717739950817,2.645877007920098
66,1717739950885,2.6381413591404925
67,1717739950951,2.645877007920098
68,1717739951019,2.645877007920098
69,1717739951085,2.6535713997100983
70,1717739951151,2.6535713997100983
71,1717739951219,2.645877007920098
72,1717739951284,2.645877007920098
73,1717739951351,2.661224972253534
74,1717739951420,2.668838156363409
75,1717739951485,2.668838156363409
76,1717739951551,2.668838156363409
77,1717739951620,2.67641137606821
78,1717739951685,2.67641137606821
79,1717739951751,2.67641137606821
80,1717739951819,2.67641137606821
81,1717739951884,2.67641137606821
82,1717739951951,2.67641137606821
83,1717739952019,2.67641137606821
84,1717739952085,2.67641137606821
85,1717739952151,2.67641137606821
86,1717739952219,2.67641137606821
87,1717739952285,2.683945048753617
88,1717739952351,2.6988953902195885
89,1717739952417,2.6988953902195885
90,1717739952484,2.7063128617820715
91,1717739952551,2.6988953902195885
92,1717739952618,2.6988953902195885
93,1717739952684,2.713692392147669
94,1717739952751,2.721034367488837
95,1717739952819,2.7063128617820715
96,1717739952884,2.7063128617820715
97,1717739952951,2.7063128617820715
98,1717739953020,2.7063128617820715
99,1717739953084,2.7063128617820715
100,1717739953151,2.6914395853005417
101,1717739953219,2.689910496613797
102,1717739953284,2.689910496613797
103,1717739953351,2.689910496613797
104,1717739953418,2.689910496613797
105,1717739953485,2.697366301532844
106,1717739953551,2.697366301532844
107,1717739953620,2.697366301532844
108,1717739953684,2.689910496613797
109,1717739953751,2.689910496613797
110,1717739953820,2.689910496613797
111,1717739953884,2.695681812299712
112,1717739953951,2.695681812299712
113,1717739954020,2.695681812299712
114,1717739954084,2.695681812299712
115,1717739954151,2.68975767684342
116,1717739954219,2.68975767684342
117,1717739954284,2.68975767684342
118,1717739954351,2.68975767684342
119,1717739954419,2.68975767684342
120,1717739954484,2.697213481762468
121,1717739954551,2.697213481762468
122,1717739954619,2.68975767684342
123,1717739954685,2.68975767684342
124,1717739954750,2.68975767684342
125,1717739954819,2.697213481762468
126,1717739954884,2.7046309533249504
127,1717739954951,2.7046309533249504
128,1717739955018,2.7046309533249504
129,1717739955084,2.712010483690548
130,1717739955151,2.712010483690548
131,1717739955219,2.712010483690548
132,1717739955284,2.712010483690548
133,1717739955351,2.712010483690548
134,1717739955418,2.712010483690548
135,1717739955484,2.712010483690548
136,1717739955551,2.712010483690548
137,1717739955619,2.712010483690548
138,1717739955684,2.712010483690548
139,1717739955751,2.712010483690548
140,1717739955819,2.712010483690548
141,1717739955885,2.719352459031716
142,1717739955951,2.726657259654949
143,1717739956019,2.719352459031716
144,1717739956084,2.712010483690548
145,1717739956151,2.719352459031716
146,1717739956219,2.726657259654949
147,1717739956284,2.719352459031716
148,1717739956351,2.719352459031716
149,1717739956419,2.712010483690548
150,1717739956484,2.719352459031716
151,1717739956551,2.726657259654949
152,1717739956619,2.726657259654949
153,1717739956684,2.712010483690548
154,1717739956751,2.712010483690548
155,1717739956819,2.712010483690548
156,1717739956884,2.712010483690548
157,1717739956951,2.712010483690548
158,1717739957019,2.712010483690548
159,1717739957084,2.712010483690548
160,1717739957151,2.712010483690548
161,1717739957219,2.712010483690548
162,1717739957284,2.712010483690548
163,1717739957351,2.697213481762468
164,1717739957419,2.68975767684342
165,1717739957484,2.697213481762468
166,1717739957551,2.697213481762468
167,1717739957619,2.68975767684342
168,1717739957684,2.68975767684342
169,1717739957751,2.697213481762468
170,1717739957819,2.697213481762468
171,1717739957884,2.697213481762468
172,1717739957951,2.7046309533249504
173,1717739958018,2.7046309533249504
174,1717739958084,2.712010483690548
175,1717739958151,2.7046309533249504
176,1717739958219,2.697213481762468
177,1717739958284,2.7046309533249504
178,1717739958351,2.726657259654949
179,1717739958418,2.7339252601189887
180,1717739958485,2.7411568293500643
181,1717739958551,2.7555121223271346
182,1717739958619,2.762636556760516
183,1717739958684,2.769725981546835
184,1717739958751,2.769725981546835
185,1717739958819,2.776780739080785
186,1717739958884,2.769725981546835
187,1717739958951,2.769725981546835
188,1717739959020,2.769725981546835
189,1717739959085,2.776780739080785
190,1717739959151,2.769725981546835
191,1717739959219,2.776780739080785
192,1717739959284,2.776780739080785
193,1717739959351,2.769725981546835
194,1717739959419,2.769725981546835
195,1717739959484,2.762636556760516
196,1717739959551,2.769725981546835
197,1717739959619,2.769725981546835
