timestamp,BrightnessEV
1717739946496,2.6067771882311574
1717739946551,2.6146823863165034
1717739946617,2.6146823863165034
1717739946685,2.5988284351156663
1717739946751,2.590835644362136
1717739946817,2.590835644362136
1717739946885,2.5988284351156663
1717739946951,2.5988284351156663
1717739947019,2.5988284351156663
1717739947085,2.5988284351156663
1717739947151,2.5988284351156663
1717739947217,2.5988284351156663
1717739947285,2.5988284351156663
1717739947351,2.5988284351156663
1717739947419,2.5988284351156663
1717739947485,2.6067771882311574
1717739947551,2.6146823863165034
1717739947618,2.6146823863165034
1717739947685,2.6146823863165034
1717739947751,2.6146823863165034
1717739947819,2.6146823863165034
1717739947885,2.6146823863165034
1717739947951,2.6067771882311574
1717739948017,2.6146823863165034
1717739948084,2.5988284351156663
1717739948151,2.5665880981154583
1717739948220,2.5665880981154583
1717739948285,2.5747159789988587
1717739948351,2.6225445040894737
1717739948418,2.6225445040894737
1717739948485,2.630364008548773
1717739948551,2.6381413591404925
1717739948619,2.6381413591404925
1717739948685,2.6535713997100983
1717739948751,2.661224972253534
1717739948820,2.6535713997100983
1717739948885,2.645877007920098
1717739948950,2.645877007920098
1717739949020,2.6535713997100983
1717739949085,2.645877007920098
1717739949151,2.6381413591404925
1717739949219,2.630364008548773
1717739949285,2.6225445040894737
1717739949351,2.6381413591404925
1717739949419,2.6381413591404925
1717739949485,2.6381413591404925
1717739949551,2.6381413591404925
1717739949618,2.6381413591404925
1717739949685,2.6381413591404925
1717739949751,2.6381413591404925
1717739949820,2.645877007920098
1717739949885,2.6535713997100983
1717739949951,2.6535713997100983
1717739950017,2.6535713997100983
1717739950084,2.6535713997100983
1717739950151,2.6535713997100983
1717739950220,2.6535713997100983
1717739950285,2.6535713997100983
1717739950351,2.6535713997100983
1717739950417,2.645877007920098
1717739950485,2.645877007920098
1717739950551,2.645877007920098
1717739950617,2.645877007920098
1717739950685,2.6381413591404925
1717739950751,2.6381413591404925
1717739950817,2.645877007920098
1717739950885,2.6381413591404925
1717739950951,2.645877007920098
1717739951019,2.645877007920098
1717739951085,2.6535713997100983
1717739951151,2.6535713997100983
1717739951219,2.645877007920098
1717739951284,2.645877007920098
1717739951351,2.661224972253534
1717739951420,2.668838156363409
1717739951485,2.668838156363409
1717739951551,2.668838156363409
1717739951620,2.67641137606821
1717739951685,2.67641137606821
1717739951751,2.67641137606821
1717739951819,2.67641137606821
1717739951884,2.67641137606821
1717739951951,2.67641137606821
1717739952019,2.67641137606821
1717739952085,2.67641137606821
1717739952151,2.67641137606821
1717739952219,2.67641137606821
1717739952285,2.683945048753617
1717739952351,2.6988953902195885
1717739952417,2.6988953902195885
1717739952484,2.7063128617820715
1717739952551,2.6988953902195885
1717739952618,2.6988953902195885
1717739952684,2.713692392147669
1717739952751,2.721034367488837
1717739952819,2.7063128617820715
1717739952884,2.7063128617820715
1717739952951,2.7063128617820715
1717739953020,2.7063128617820715
1717739953084,2.7063128617820715
1717739953151,2.6914395853005417
1717739953219,2.6899104966137966
1717739953284,2.6899104966137966
1717739953351,2.6899104966137966
1717739953418,2.6899104966137966
1717739953485,2.6973663015328437
1717739953551,2.6973663015328437
1717739953620,2.6973663015328437
1717739953684,2.6899104966137966
1717739953751,2.6899104966137966
1717739953820,2.6899104966137966
1717739953884,2.695681812299712
1717739953951,2.695681812299712
1717739954020,2.695681812299712
1717739954084,2.695681812299712
1717739954151,2.6897576768434197
1717739954219,2.6897576768434197
1717739954284,2.6897576768434197
1717739954351,2.6897576768434197
1717739954419,2.6897576768434197
1717739954484,2.6972134817624673
1717739954551,2.6972134817624673
1717739954619,2.6897576768434197
1717739954685,2.6897576768434197
1717739954750,2.6897576768434197
1717739954819,2.6972134817624673
1717739954884,2.7046309533249504
1717739954951,2.7046309533249504
1717739955018,2.7046309533249504
1717739955084,2.712010483690548
1717739955151,2.712010483690548
1717739955219,2.712010483690548
1717739955284,2.712010483690548
1717739955351,2.712010483690548
1717739955418,2.712010483690548
1717739955484,2.712010483690548
1717739955551,2.712010483690548
1717739955619,2.712010483690548
1717739955684,2.712010483690548
1717739955751,2.712010483690548
1717739955819,2.712010483690548
1717739955885,2.719352459031716
1717739955951,2.726657259654949
1717739956019,2.719352459031716
1717739956084,2.712010483690548
1717739956151,2.719352459031716
1717739956219,2.726657259654949
1717739956284,2.719352459031716
1717739956351,2.719352459031716
1717739956419,2.712010483690548
1717739956484,2.719352459031716
1717739956551,2.726657259654949
1717739956619,2.726657259654949
1717739956684,2.712010483690548
1717739956751,2.712010483690548
1717739956819,2.712010483690548
1717739956884,2.712010483690548
1717739956951,2.712010483690548
1717739957019,2.712010483690548
1717739957084,2.712010483690548
1717739957151,2.712010483690548
1717739957219,2.712010483690548
1717739957284,2.712010483690548
1717739957351,2.6972134817624673
1717739957419,2.6897576768434197
1717739957484,2.6972134817624673
1717739957551,2.6972134817624673
1717739957619,2.6897576768434197
1717739957684,2.6897576768434197
1717739957751,2.6972134817624673
1717739957819,2.6972134817624673
1717739957884,2.6972134817624673
1717739957951,2.7046309533249504
1717739958018,2.7046309533249504
1717739958084,2.712010483690548
1717739958151,2.7046309533249504
1717739958219,2.6972134817624673
1717739958284,2.7046309533249504
1717739958351,2.726657259654949
1717739958418,2.7339252601189887
1717739958485,2.7411568293500643
1717739958551,2.7555121223271346
1717739958619,2.762636556760516
1717739958684,2.769725981546835
1717739958751,2.769725981546835
1717739958819,2.7767807390807855
1717739958884,2.769725981546835
1717739958951,2.769725981546835
1717739959020,2.769725981546835
1717739959085,2.7767807390807855
1717739959151,2.769725981546835
1717739959219,2.7767807390807855
1717739959284,2.7767807390807855
1717739959351,2.769725981546835
1717739959419,2.769725981546835
1717739959484,2.762636556760516
1717739959551,2.769725981546835
1717739959619,2.769725981546835
1717739959684,2.762636556760516
1717739959751,2.7555121223271346
1717739959819,2.7555121223271346
1717739959884,2.7555121223271346
1717739959951,2.762636556760516
1717739960019,2.7767807390807855
1717739960085,2.7767807390807855
1717739960151,2.762636556760516
1717739960219,2.762636556760516
1717739960284,2.748352330754268
1717739960351,2.7555121223271346
1717739960420,2.7555121223271346
1717739960484,2.769725981546835
1717739960551,2.769725981546835
1717739960620,2.769725981546835
1717739960684,2.7767807390807855
1717739960751,2.7767807390807855
1717739960817,2.762636556760516
1717739960884,2.7555121223271346
1717739960951,2.7555121223271346
1717739961019,2.7555121223271346
1717739961085,2.7555121223271346
1717739961151,2.7555121223271346
1717739961219,2.7555121223271346
1717739961284,2.7555121223271346
1717739961351,2.762636556760516
1717739961419,2.762636556760516
1717739961484,2.7555121223271346
1717739961551,2.762636556760516
1717739961619,2.762636556760516
1717739961685,2.769725981546835
1717739961751,2.7767807390807855
1717739961820,2.762636556760516
1717739961885,2.762636556760516
1717739961951,2.762636556760516
1717739962019,2.769725981546835
1717739962084,2.769725981546835
1717739962151,2.762636556760516
1717739962219,2.769725981546835
1717739962285,2.762636556760516
1717739962351,2.769725981546835
1717739962419,2.769725981546835
1717739962485,2.769725981546835
1717739962551,2.7767807390807855
1717739962619,2.7767807390807855
1717739962684,2.7767807390807855
1717739962751,2.7767807390807855
1717739962819,2.7767807390807855
1717739962885,2.7767807390807855
1717739962951,2.7767807390807855
1717739963018,2.7767807390807855
1717739963085,2.7767807390807855
1717739963151,2.7767807390807855
1717739963219,2.7767807390807855
1717739963284,2.7767807390807855
1717739963351,2.7767807390807855
1717739963418,2.7767807390807855
1717739963484,2.783801166758558
1717739963551,2.783801166758558
1717739963619,2.790787597074665
1717739963685,2.7767807390807855
1717739963751,2.7767807390807855
1717739963819,2.7767807390807855
1717739963885,2.7767807390807855
1717739963951,2.7767807390807855
1717739964019,2.783801166758558
1717739964085,2.7767807390807855
1717739964151,2.7767807390807855
1717739964219,2.7767807390807855
1717739964285,2.7767807390807855
1717739964351,2.7767807390807855
1717739964419,2.7767807390807855
1717739964485,2.762636556760516
1717739964551,2.7555121223271346
1717739964619,2.7555121223271346
1717739964684,2.7555121223271346
1717739964751,2.7555121223271346
1717739964819,2.7555121223271346
1717739964885,2.769725981546835
1717739964951,2.762636556760516
1717739965017,2.7555121223271346
1717739965085,2.7555121223271346
1717739965151,2.7555121223271346
1717739965219,2.7555121223271346
1717739965285,2.748352330754268
1717739965351,2.748352330754268
1717739965419,2.748352330754268
1717739965485,2.748352330754268
1717739965551,2.7411568293500643
1717739965619,2.7411568293500643
1717739965684,2.7411568293500643
1717739965751,2.748352330754268
1717739965819,2.748352330754268
1717739965885,2.748352330754268
1717739965951,2.748352330754268
1717739966019,2.748352330754268
1717739966085,2.748352330754268
1717739966151,2.7555121223271346
1717739966219,2.762636556760516
1717739966285,2.762636556760516
1717739966351,2.762636556760516
1717739966419,2.762636556760516
1717739966484,2.762636556760516
1717739966551,2.762636556760516
1717739966619,2.762636556760516
1717739966685,2.762636556760516
1717739966751,2.762636556760516
1717739966819,2.762636556760516
1717739966885,2.762636556760516
1717739966951,2.762636556760516
1717739967019,2.762636556760516
1717739967084,2.762636556760516
1717739967151,2.7555121223271346
1717739967219,2.748352330754268
1717739967285,2.748352330754268
1717739967351,2.748352330754268
1717739967419,2.748352330754268
1717739967485,2.748352330754268
1717739967552,2.7555121223271346
1717739967619,2.748352330754268
1717739967685,2.748352330754268
1717739967751,2.748352330754268
1717739967819,2.7555121223271346
1717739967885,2.762636556760516
1717739967951,2.7555121223271346
1717739968019,2.748352330754268
1717739968085,2.748352330754268
1717739968151,2.7555121223271346
1717739968219,2.762636556760516
1717739968285,2.762636556760516
1717739968351,2.762636556760516
1717739968419,2.762636556760516
1717739968485,2.7555121223271346
1717739968551,2.748352330754268
1717739968619,2.748352330754268
1717739968685,2.7411568293500643
1717739968751,2.7411568293500643
1717739968819,2.7339252601189887
1717739968885,2.726657259654949
1717739968951,2.726657259654949
1717739969019,2.7411568293500643
1717739969085,2.7411568293500643
1717739969150,2.7411568293500643
1717739969219,2.7411568293500643
1717739969285,2.7411568293500643
1717739969351,2.7411568293500643
1717739969419,2.7411568293500643
1717739969485,2.7339252601189887
1717739969551,2.726657259654949
1717739969619,2.726657259654949
1717739969685,2.7411568293500643
1717739969751,2.7339252601189887
1717739969819,2.7411568293500643
1717739969885,2.7411568293500643
