,timestamp,BrightnessEV
0,1717741592172,5.741496002277672
1,1717741592197,5.741496002277672
2,1717741592264,5.753518530526885
3,1717741592331,5.759492431571518
4,1717741592397,5.747519789905442
5,1717741592464,5.741496002277672
6,1717741592530,5.729372443195183
7,1717741592597,5.735446957604867
8,1717741592664,5.729372443195183
9,1717741592731,5.729372443195183
10,1717741592798,5.729372443195183
11,1717741592864,5.729372443195183
12,1717741592931,5.735446957604867
13,1717741592999,5.741496002277672
14,1717741593064,5.747519789905442
15,1717741593131,5.753518530526885
16,1717741593198,5.753518530526885
17,1717741593264,5.759492431571518
18,1717741593331,5.759492431571518
19,1717741593397,5.7654416979027046
20,1717741593464,5.759492431571518
21,1717741593530,5.759492431571518
22,1717741593597,5.759492431571518
23,1717741593663,5.759492431571518
24,1717741593731,5.759492431571518
25,1717741593797,5.77136653185981
26,1717741593864,5.777488728421793
27,1717741593930,5.78219018288041
28,1717741593998,5.783504049902
29,1717741594064,5.783504049902
30,1717741594131,5.7772177870545685
31,1717741594197,5.770904013122366
32,1717741594264,5.783504049902
33,1717741594331,5.795994994085197
34,1717741594398,5.802200143611905
35,1717741594464,5.789763040373682
36,1717741594531,5.802200143611905
37,1717741594597,5.826757247855883
38,1717741594663,5.844904594566143
39,1717741594730,5.856877236232219
40,1717741594797,5.868751336520511
41,1717741594864,5.874651937960195
42,1717741594931,5.886381230542302
43,1717741594998,5.8922103093445
44,1717741595063,5.913775261206506
45,1717741595131,5.933839676169658
46,1717741595197,5.944250810874324
47,1717741595263,5.955744671352645
48,1717741595331,5.961844870889062
49,1717741595398,5.961844870889062
50,1717741595464,5.961844870889062
51,1717741595531,5.973968429971552
52,1717741595598,5.973968429971552
53,1717741595663,5.985990958220765
54,1717741595731,6.00383895955369
55,1717741595798,6.036539620337089
56,1717741595864,6.041925814072027
57,1717741595931,6.065816468964164
58,1717741595997,6.078586729312
59,1717741596064,6.0888309832579655
60,1717741596131,6.094752027634965
61,1717741596197,6.089977977442022
62,1717741596264,6.083442815507436
63,1717741596331,6.077101288633608
64,1717741596397,6.077101288633608
65,1717741596463,6.070731763757881
66,1717741596531,6.025339860943867
67,1717741596598,5.985262421568532
68,1717741596663,5.944039758842019
69,1717741596731,5.9229781433141895
70,1717741596797,5.908764284094488
71,1717741596864,5.887177421886342
72,1717741596930,5.865262645457902
73,1717741596997,5.850465643529821
74,1717741597063,5.879909421422303
75,1717741597141,5.894408991117418
76,1717741597198,5.894408991117418
77,1717741597264,5.894408991117418
78,1717741597331,5.87260462079907
79,1717741597397,5.865262645457902
80,1717741597463,5.857883115092304
81,1717741597531,5.857883115092304
82,1717741597598,5.879909421422303
83,1717741597664,5.9016044925216224
84,1717741597731,5.91588871852787
85,1717741597798,5.93003290084814
86,1717741597864,5.937053328525912
87,1717741597931,5.944039758842019
88,1717741597999,5.93003290084814
89,1717741598064,5.908764284094488
90,1717741598131,5.87260462079907
91,1717741598197,5.887177421886342
92,1717741598264,5.894408991117418
93,1717741598331,5.908764284094488
94,1717741598398,5.93003290084814
95,1717741598464,5.937053328525912
96,1717741598530,5.894408991117418
97,1717741598598,5.879909421422303
98,1717741598663,5.879909421422303
99,1717741598730,5.887177421886342
100,1717741598798,5.9016044925216224
101,1717741598863,5.9229781433141895
102,1717741598930,5.944039758842019
103,1717741598998,5.937053328525912
104,1717741599063,5.93003290084814
105,1717741599130,5.93003290084814
106,1717741599196,5.950992519483786
107,1717741599264,5.964798319008816
108,1717741599330,5.971651990049879
109,1717741599398,5.964798319008816
110,1717741599464,5.957911933423577
111,1717741599530,5.950992519483786
112,1717741599598,5.950992519483786
113,1717741599663,5.93003290084814
114,1717741599730,5.93003290084814
115,1717741599798,5.93003290084814
116,1717741599863,5.91588871852787
117,1717741599930,5.91588871852787
118,1717741599998,5.93003290084814
119,1717741600063,5.93003290084814
120,1717741600130,5.937053328525912
121,1717741600196,5.944039758842019
122,1717741600263,5.944039758842019
123,1717741600330,5.937053328525912
124,1717741600398,5.937053328525912
125,1717741600463,5.937053328525912
126,1717741600530,5.944039758842019
127,1717741600598,5.950992519483786
128,1717741600663,5.957911933423577
129,1717741600730,5.964798319008816
130,1717741600798,5.975907713117575
131,1717741600863,5.9778182906234525
132,1717741600930,5.987484190295015
133,1717741600999,5.994241556470323
134,1717741601064,6.020958894846102
135,1717741601130,6.034134283593835
136,1717741601198,6.034134283593835
137,1717741601263,6.040677129460607
138,1717741601330,6.047190436419282
139,1717741601398,6.098264621013551
140,1717741601463,6.153641378049924
141,1717741601530,6.23222559261072
142,1717741601598,6.313216403258285
143,1717741601663,6.387455033550204
144,1717741601730,6.400682734138607
145,1717741601798,6.409623214348651
146,1717741601863,6.422050731814971
147,1717741601930,6.416054257869476
148,1717741601998,6.4411452388323065
149,1717741602064,6.403343206119922
150,1717741602143,6.371066803096166
151,1717741602197,6.357951303305908
152,1717741602263,6.364523957229394
153,1717741602330,6.377580110054841
154,1717741602398,6.364523957229394
155,1717741602463,6.351348568481661
156,1717741602531,6.344715476149213
157,1717741602598,6.351348568481661
158,1717741602663,6.344715476149213
159,1717741602730,6.20521606316111
160,1717741602798,6.160593071740483
161,1717741602863,6.145406667925808
162,1717741602930,6.122323054812766
163,1717741603000,6.067185163626257
164,1717741603063,5.999432186589839
165,1717741603130,5.984275862146095
166,1717741603198,5.947945713429277
167,1717741603263,5.92585809278996
168,1717741603330,5.874317573177949
169,1717741603398,5.86066239611519
170,1717741603463,5.843318952377924
171,1717741603530,5.843777606026959
172,1717741603599,5.82887872964762
