"Frequency (Hz)","Absolute Amplitude (a.u.)"
4.992187500E3,3.960205579E-1
5.015625000E3,4.727289821E-1
5.039062500E3,4.470932253E-1
5.062500000E3,3.758842560E-1
5.085937500E3,3.829641978E-1
5.109375000E3,2.631377805E-1
5.132812500E3,4.022258575E-1
5.156250000E3,2.227510880E-1
5.179687500E3,4.051638032E-1
5.203125000E3,3.498917640E-1
5.226562500E3,1.662607844E-1
5.250000000E3,3.208107564E-1
5.273437500E3,3.076103024E-1
5.296875000E3,3.548109192E-1
5.320312500E3,3.603203325E-1
5.343750000E3,3.583034186E-1
5.367187500E3,2.110199291E-1
5.390625000E3,4.594240532E-1
5.414062500E3,3.113022055E-1
5.437500000E3,2.882153171E-1
5.460937500E3,3.908575196E-1
5.484375000E3,2.967698543E-1
5.507812500E3,3.327569044E-1
5.531250000E3,3.816520330E-1
5.554687500E3,3.597122687E-1
5.578125000E3,2.724317984E-1
5.601562500E3,2.884144062E-1
5.625000000E3,1.065664870E-1
5.648437500E3,2.682304474E-1
5.671875000E3,2.131952417E-1
5.695312500E3,1.470798956E-1
5.718750000E3,3.661193448E-1
5.742187500E3,2.614451489E-1
5.765625000E3,3.182034935E-1
5.789062500E3,2.128533917E-1
5.812500000E3,3.022791633E-1
5.835937500E3,3.122972638E-1
5.859375000E3,3.643636408E-1
5.882812500E3,3.275737003E-1
5.906250000E3,3.734737520E-1
5.929687500E3,7.770969604E-1
5.953125000E3,4.065209098E-1
5.976562500E3,2.059012319E-1
6.000000000E3,2.247473263E-1
6.023437500E3,2.861999494E-1
6.046875000E3,1.970988284E-1
6.070312500E3,2.198077443E-1
6.093750000E3,2.740228299E-1
6.117187500E3,3.351863421E-1
6.140625000E3,1.653402921E-1
6.164062500E3,3.938162941E-1
6.187500000E3,2.935121485E-1
6.210937500E3,2.407251176E-1
6.234375000E3,2.484961577E-1
6.257812500E3,3.367213785E-1
6.281250000E3,3.266935215E-1
6.304687500E3,3.544117201E-1
6.328125000E3,2.922002114E-1
6.351562500E3,2.467252505E-1
6.375000000E3,2.889280880E-1
6.398437500E3,2.716671186E-1
6.421875000E3,1.976063335E-1
6.445312500E3,2.212585291E-1
6.468750000E3,2.989064055E-1
6.492187500E3,2.743560447E-1
6.515625000E3,2.572363386E-1
6.539062500E3,2.071024195E-1
6.562500000E3,2.722480872E-1
6.585937500E3,2.574997402E-1
6.609375000E3,2.752199615E-1
6.632812500E3,1.913496339E-1
6.656250000E3,1.768311978E-1
6.679687500E3,4.108054540E-1
6.703125000E3,3.368758632E-1
6.726562500E3,2.994318096E-1
6.750000000E3,2.741346731E-1
6.773437500E3,3.626493532E-1
6.796875000E3,1.716046868E-1
6.820312500E3,2.954571531E-1
6.843750000E3,1.957714254E-1
6.867187500E3,2.779335927E-1
6.890625000E3,4.089463039E-1
6.914062500E3,2.307778603E-1
6.937500000E3,2.214365201E-1
6.960937500E3,2.888250705E-1
6.984375000E3,2.978083610E-1
7.007812500E3,2.788799349E-1
7.031250000E3,2.672307245E-2
7.054687500E3,1.910873591E-1
7.078125000E3,1.785917141E-1
7.101562500E3,1.489074671E-1
7.125000000E3,2.280938285E-1
7.148437500E3,2.263942307E-1
7.171875000E3,2.691234684E-1
7.195312500E3,3.325590512E-1
7.218750000E3,1.521729239E-1
7.242187500E3,1.631530074E-1
7.265625000E3,2.126821641E-1
7.289062500E3,3.380123084E-1
7.312500000E3,2.919872994E-1
7.335937500E3,2.751173277E-1
7.359375000E3,2.221998031E-1
7.382812500E3,2.348911183E-1
7.406250000E3,2.025175590E-1
7.429687500E3,2.315120521E-1
7.453125000E3,1.723484263E-1
7.476562500E3,3.041600664E-1
7.500000000E3,2.448023166E-1
7.523437500E3,3.197303649E-1
7.546875000E3,2.196159170E-1
7.570312500E3,2.504795675E-1
7.593750000E3,4.208418363E-1
7.617187500E3,2.220990417E-1
7.640625000E3,3.360074377E-1
7.664062500E3,1.736573616E-1
7.687500000E3,1.527358835E-1
7.710937500E3,2.561737669E-1
7.734375000E3,2.390188067E-1
7.757812500E3,1.684952791E-1
7.781250000E3,2.718993313E-1
7.804687500E3,2.649162059E-1
7.828125000E3,1.314092491E-1
7.851562500E3,2.205375873E-1
7.875000000E3,3.101707119E-1
7.898437500E3,1.573072331E-1
7.921875000E3,2.684795790E-1
7.945312500E3,2.168134224E-1
7.968750000E3,1.517288813E-1
7.992187500E3,4.069626757E-1
8.015625000E3,1.249560248E-1
8.039062500E3,1.963227224E-1
8.062500000E3,2.044929512E-1
8.085937500E3,2.228922964E-1
8.109375000E3,2.161980222E-1
8.132812500E3,2.146487724E-1
8.156250000E3,2.505321342E-1
8.179687500E3,2.000798305E-1
8.203125000E3,2.184757877E-1
8.226562500E3,2.317699246E-1
8.250000000E3,2.246609745E-1
8.273437500E3,1.928486949E-1
8.296875000E3,2.229736982E-1
8.320312500E3,2.515004770E-1
8.343750000E3,2.189167306E-1
8.367187500E3,2.076583742E-1
8.390625000E3,2.661561904E-1
8.414062500E3,5.559568420E-2
8.437500000E3,1.976168899E-1
8.460937500E3,1.195047996E-1
8.484375000E3,5.208056672E-2
8.507812500E3,2.505041315E-1
8.531250000E3,3.462674380E-1
8.554687500E3,2.284754905E-1
8.578125000E3,2.286924386E-1
8.601562500E3,1.796947097E-1
8.625000000E3,1.798293597E-1
8.648437500E3,1.682546231E-1
8.671875000E3,1.598055082E-1
8.695312500E3,1.855073317E-1
8.718750000E3,1.997086291E-1
8.742187500E3,1.918505953E-1
8.765625000E3,2.085524760E-1
8.789062500E3,2.640209261E-1
8.812500000E3,1.494403578E-1
8.835937500E3,2.278697088E-1
8.859375000E3,1.233266134E-1
8.882812500E3,2.297847039E-1
8.906250000E3,1.740428487E-1
8.929687500E3,1.928337290E-1
8.953125000E3,2.463937179E-1
8.976562500E3,1.869407950E-1
9.000000000E3,1.956889435E-1
9.023437500E3,1.968361860E-1
9.046875000E3,2.104266476E-1
9.070312500E3,2.170230198E-1
9.093750000E3,1.781377203E-1
9.117187500E3,1.763853201E-1
9.140625000E3,2.188079328E-1
9.164062500E3,1.826343927E-1
9.187500000E3,2.037791665E-1
9.210937500E3,2.000364360E-1
9.234375000E3,1.767706919E-1
9.257812500E3,2.132436418E-1
9.281250000E3,2.331257158E-1
9.304687500E3,2.104167247E-1
9.328125000E3,2.242735586E-1
9.351562500E3,1.532602330E-1
9.375000000E3,1.355557508E-1
9.398437500E3,1.617485812E-1
9.421875000E3,1.660213434E-1
9.445312500E3,1.725184791E-1
9.468750000E3,1.387176659E-1
9.492187500E3,1.702712754E-1
9.515625000E3,1.712676516E-1
9.539062500E3,1.284232361E-1
9.562500000E3,1.471013718E-1
9.585937500E3,1.524093814E-1
9.609375000E3,2.017861521E-1
9.632812500E3,1.884312317E-1
9.656250000E3,1.925467530E-1
9.679687500E3,1.942380581E-1
9.703125000E3,2.598942625E-1
9.726562500E3,2.041422152E-1
9.750000000E3,2.184414575E-1
9.773437500E3,2.342463580E-1
9.796875000E3,2.329151075E-1
9.820312500E3,1.814387353E-1
9.843750000E3,1.628308481E-1
9.867187500E3,1.407530515E-1
9.890625000E3,1.853401606E-1
9.914062500E3,2.005541441E-1
9.937500000E3,1.837932448E-1
9.960937500E3,2.888209003E-1
9.984375000E3,2.301454375E-1
1.000781250E4,2.149052772E-1
1.003125000E4,2.223425234E-1
1.005468750E4,1.978408396E-1
1.007812500E4,2.004569100E-1
1.010156250E4,1.535488013E-1
1.012500000E4,2.017718112E-1
1.014843750E4,1.379442278E-1
1.017187500E4,1.959715726E-1
1.019531250E4,1.774426753E-1
1.021875000E4,1.770099447E-1
1.024218750E4,1.841950474E-1
1.026562500E4,1.799591488E-1
1.028906250E4,1.965535247E-1
1.031250000E4,2.174525211E-1
1.033593750E4,1.337004503E-1
1.035937500E4,2.055975385E-1
1.038281250E4,1.934161062E-1
1.040625000E4,1.873976238E-1
1.042968750E4,1.528688387E-1
1.045312500E4,1.767801128E-1
1.047656250E4,1.430013141E-1
1.050000000E4,1.512913296E-1
1.052343750E4,1.700293806E-1
1.054687500E4,1.985600951E-1
1.057031250E4,1.565873575E-1
1.059375000E4,1.719034304E-1
1.061718750E4,1.553612232E-1
1.064062500E4,1.862882659E-1
1.066406250E4,2.087924400E-1
1.068750000E4,1.803688447E-1
1.071093750E4,1.241548452E-1
1.073437500E4,1.989666922E-1
1.075781250E4,1.867751395E-1
1.078125000E4,1.835420415E-1
1.080468750E4,1.833377932E-1
1.082812500E4,1.164076595E-1
1.085156250E4,1.633599427E-1
1.087500000E4,1.694273069E-1
1.089843750E4,1.276184450E-1
1.092187500E4,1.795280081E-1
1.094531250E4,1.923844061E-1
1.096875000E4,2.077722819E-1
1.099218750E4,1.786268997E-1
1.101562500E4,1.994143898E-1
1.103906250E4,1.812051151E-1
1.106250000E4,1.576354758E-1
1.108593750E4,1.598094523E-1
1.110937500E4,1.521491915E-1
1.113281250E4,1.560477812E-1
1.115625000E4,1.958710268E-1
1.117968750E4,1.606405791E-1
1.120312500E4,1.512235284E-1
1.122656250E4,1.467016199E-1
1.125000000E4,1.713831670E-1
1.127343750E4,2.097599181E-1
1.129687500E4,1.817344191E-1
1.132031250E4,1.758988618E-1
1.134375000E4,1.925929017E-1
1.136718750E4,1.662507225E-1
1.139062500E4,1.652590393E-1
1.141406250E4,1.676951707E-1
1.143750000E4,1.560705444E-1
1.146093750E4,1.407383038E-1
1.148437500E4,1.694513800E-1
1.150781250E4,1.520440819E-1
1.153125000E4,1.880997049E-1
1.155468750E4,1.622765511E-1
1.157812500E4,1.851296300E-1
1.160156250E4,1.605253302E-1
1.162500000E4,1.302515249E-1
1.164843750E4,1.903233530E-1
1.167187500E4,1.543999144E-1
1.169531250E4,1.530894436E-1
1.171875000E4,1.580630783E-1
1.174218750E4,1.687337139E-1
1.176562500E4,1.484063354E-1
1.178906250E4,1.604553011E-1
1.181250000E4,1.460044744E-1
1.183593750E4,1.711113960E-1
1.185937500E4,1.452667326E-1
1.188281250E4,1.395867203E-1
1.190625000E4,1.501212563E-1
1.192968750E4,1.591129342E-1
1.195312500E4,1.611507756E-1
1.197656250E4,1.631348892E-1
1.200000000E4,1.476905093E-1
1.202343750E4,1.320346617E-1
1.204687500E4,1.428594191E-1
1.207031250E4,1.399719061E-1
1.209375000E4,1.331315606E-1
1.211718750E4,1.430085490E-1
1.214062500E4,1.491313396E-1
1.216406250E4,1.521179195E-1
1.218750000E4,1.562427940E-1
1.221093750E4,1.354293644E-1
1.223437500E4,1.735330458E-1
1.225781250E4,1.508456280E-1
1.228125000E4,1.553710061E-1
1.230468750E4,1.347305570E-1
1.232812500E4,1.300901011E-1
1.235156250E4,1.387936492E-1
1.237500000E4,1.632876296E-1
1.239843750E4,1.633058027E-1
1.242187500E4,1.421116021E-1
1.244531250E4,1.548322267E-1
1.246875000E4,1.509320818E-1
1.249218750E4,1.678843822E-1
1.251562500E4,1.555172118E-1
1.253906250E4,1.711721661E-1
1.256250000E4,1.665386111E-1
1.258593750E4,1.371082018E-1
1.260937500E4,1.556588272E-1
1.263281250E4,1.650917025E-1
1.265625000E4,1.584694860E-1
1.267968750E4,1.594798061E-1
1.270312500E4,1.433001981E-1
1.272656250E4,1.526041892E-1
1.275000000E4,1.398739605E-1
1.277343750E4,1.450514455E-1
1.279687500E4,1.418005424E-1
1.282031250E4,1.395606466E-1
1.284375000E4,1.388778665E-1
1.286718750E4,1.487493275E-1
1.289062500E4,1.483708353E-1
1.291406250E4,1.379050950E-1
1.293750000E4,1.514387248E-1
1.296093750E4,1.507769496E-1
1.298437500E4,1.324971249E-1
1.300781250E4,1.493634837E-1
1.303125000E4,1.401549496E-1
1.305468750E4,1.527123970E-1
1.307812500E4,1.545105953E-1
1.310156250E4,1.276720694E-1
1.312500000E4,1.364135254E-1
1.314843750E4,1.467308024E-1
1.317187500E4,1.546951940E-1
1.319531250E4,1.420186879E-1
1.321875000E4,1.466562015E-1
1.324218750E4,1.309546173E-1
1.326562500E4,1.455157536E-1
1.328906250E4,1.434833008E-1
1.331250000E4,1.501545971E-1
1.333593750E4,1.450415647E-1
1.335937500E4,1.566865804E-1
1.338281250E4,1.481411267E-1
1.340625000E4,1.453284943E-1
1.342968750E4,1.398958518E-1
1.345312500E4,1.290901910E-1
1.347656250E4,1.348419442E-1
1.350000000E4,1.403658916E-1
1.352343750E4,1.247187765E-1
1.354687500E4,1.416011323E-1
1.357031250E4,1.350224613E-1
1.359375000E4,1.449448764E-1
1.361718750E4,1.260875415E-1
1.364062500E4,1.339695352E-1
1.366406250E4,1.429836743E-1
1.368750000E4,1.429107933E-1
1.371093750E4,1.422695149E-1
1.373437500E4,1.432444591E-1
1.375781250E4,1.403585093E-1
1.378125000E4,1.378284673E-1
1.380468750E4,1.532165565E-1
1.382812500E4,1.427208094E-1
1.385156250E4,1.434431009E-1
1.387500000E4,1.343086043E-1
1.389843750E4,1.349707466E-1
1.392187500E4,1.479639084E-1
1.394531250E4,1.212411124E-1
1.396875000E4,1.362215964E-1
1.399218750E4,1.427715004E-1
1.401562500E4,1.380032802E-1
1.403906250E4,1.485137186E-1
1.406250000E4,1.339524705E-1
1.408593750E4,1.322489553E-1
1.410937500E4,1.422819639E-1
1.413281250E4,1.272538677E-1
1.415625000E4,1.417428232E-1
1.417968750E4,1.355122644E-1
1.420312500E4,1.404959813E-1
1.422656250E4,1.379018466E-1
1.425000000E4,1.333670208E-1
1.427343750E4,1.325202306E-1
1.429687500E4,1.331979274E-1
1.432031250E4,1.329369588E-1
1.434375000E4,1.330353223E-1
1.436718750E4,1.336796715E-1
1.439062500E4,1.350993686E-1
1.441406250E4,1.315949701E-1
1.443750000E4,1.314102164E-1
1.446093750E4,1.322536688E-1
1.448437500E4,1.342081915E-1
1.450781250E4,1.317712002E-1
1.453125000E4,1.323438577E-1
1.455468750E4,1.322510794E-1
1.457812500E4,1.371177572E-1
1.460156250E4,1.340587038E-1
1.462500000E4,1.299441435E-1
1.464843750E4,1.349717483E-1
1.467187500E4,1.331274267E-1
1.469531250E4,1.356642355E-1
1.471875000E4,1.286289490E-1
1.474218750E4,1.366476329E-1
1.476562500E4,1.316073160E-1
1.478906250E4,1.312398702E-1
1.481250000E4,1.317953636E-1
1.483593750E4,1.311513355E-1
1.485937500E4,1.314067026E-1
1.488281250E4,1.314127617E-1
1.490625000E4,1.311024657E-1
1.492968750E4,1.304876884E-1
1.495312500E4,1.336573026E-1
1.497656250E4,1.315467943E-1
1.500000000E4,1.297502590E-1
1.502343750E4,1.280636323E-1
1.504687500E4,1.324040310E-1
1.507031250E4,1.298559580E-1
1.509375000E4,1.315362715E-1
1.511718750E4,1.324193130E-1
1.514062500E4,1.363861525E-1
1.516406250E4,1.286307865E-1
1.518750000E4,1.187244806E-1
1.521093750E4,1.317409854E-1
1.523437500E4,1.308117239E-1
1.525781250E4,1.251138627E-1
1.528125000E4,1.328959092E-1
1.530468750E4,1.294232688E-1
1.532812500E4,1.356881415E-1
1.535156250E4,1.273459264E-1
1.537500000E4,1.186878117E-1
1.539843750E4,1.248320315E-1
1.542187500E4,1.197211482E-1
1.544531250E4,1.276703489E-1
1.546875000E4,1.230583134E-1
1.549218750E4,1.416641986E-1
1.551562500E4,1.275080189E-1
1.553906250E4,1.267961772E-1
1.556250000E4,1.331099207E-1
1.558593750E4,1.320301215E-1
1.560937500E4,1.261257839E-1
1.563281250E4,1.258539436E-1
1.565625000E4,1.208357729E-1
1.567968750E4,1.266339788E-1
1.570312500E4,1.238545726E-1
1.572656250E4,1.350541652E-1
1.575000000E4,1.258450009E-1
1.577343750E4,1.295349337E-1
1.579687500E4,1.233684147E-1
1.582031250E4,1.246944166E-1
1.584375000E4,1.214240874E-1
1.586718750E4,1.189134671E-1
1.589062500E4,1.331329790E-1
1.591406250E4,1.253368765E-1
1.593750000E4,1.226395119E-1
1.596093750E4,1.212748317E-1
1.598437500E4,1.276858910E-1
1.600781250E4,1.247443135E-1
1.603125000E4,1.225888011E-1
1.605468750E4,1.210759471E-1
1.607812500E4,1.203653158E-1
1.610156250E4,1.253466182E-1
1.612500000E4,1.249986512E-1
1.614843750E4,1.259980228E-1
1.617187500E4,1.235356360E-1
1.619531250E4,1.237910361E-1
1.621875000E4,1.255436511E-1
1.624218750E4,1.231260037E-1
1.626562500E4,1.232671884E-1
1.628906250E4,1.242356753E-1
1.631250000E4,1.268822951E-1
1.633593750E4,1.241343539E-1
1.635937500E4,1.231641636E-1
1.638281250E4,1.237443421E-1
1.640625000E4,1.218568544E-1
1.642968750E4,1.246359364E-1
1.645312500E4,1.227124162E-1
1.647656250E4,1.271837098E-1
1.650000000E4,1.193422970E-1
1.652343750E4,1.225629632E-1
1.654687500E4,1.237873700E-1
1.657031250E4,1.250805805E-1
1.659375000E4,1.240349403E-1
1.661718750E4,1.222443842E-1
1.664062500E4,1.213238632E-1
1.666406250E4,1.148513131E-1
1.668750000E4,1.214908889E-1
1.671093750E4,1.189666097E-1
1.673437500E4,1.232776865E-1
1.675781250E4,1.244164769E-1
1.678125000E4,1.220242343E-1
1.680468750E4,1.165278112E-1
1.682812500E4,1.219657792E-1
1.685156250E4,1.199937858E-1
1.687500000E4,1.205337597E-1
1.689843750E4,1.264243594E-1
1.692187500E4,1.277810035E-1
1.694531250E4,1.151720715E-1
1.696875000E4,1.256505583E-1
1.699218750E4,1.173992350E-1
1.701562500E4,1.216720561E-1
1.703906250E4,1.103642641E-1
1.706250000E4,1.202961409E-1
1.708593750E4,1.221788147E-1
1.710937500E4,1.158859486E-1
1.713281250E4,1.219451060E-1
1.715625000E4,1.178528810E-1
1.717968750E4,1.216979468E-1
1.720312500E4,1.195473597E-1
1.722656250E4,1.196534578E-1
1.725000000E4,1.189294175E-1
1.727343750E4,1.179906201E-1
1.729687500E4,1.192910572E-1
1.732031250E4,1.217447195E-1
1.734375000E4,1.222334655E-1
1.736718750E4,1.194809648E-1
1.739062500E4,1.174806068E-1
1.741406250E4,1.180913197E-1
1.743750000E4,1.169515326E-1
1.746093750E4,1.170295844E-1
1.748437500E4,1.177857027E-1
1.750781250E4,1.181413362E-1
1.753125000E4,1.174067577E-1
1.755468750E4,1.181442735E-1
1.757812500E4,1.193178939E-1
1.760156250E4,1.190768001E-1
1.762500000E4,1.158534548E-1
1.764843750E4,1.197663289E-1
1.767187500E4,1.197337406E-1
1.769531250E4,1.192287374E-1
1.771875000E4,1.172917311E-1
1.774218750E4,1.184123728E-1
1.776562500E4,1.206506979E-1
1.778906250E4,1.165423440E-1
1.781250000E4,1.181911265E-1
1.783593750E4,1.177312968E-1
1.785937500E4,1.145397765E-1
1.788281250E4,1.185940859E-1
1.790625000E4,1.179142114E-1
1.792968750E4,1.161009708E-1
1.795312500E4,1.190401828E-1
1.797656250E4,1.168004885E-1
1.800000000E4,1.180336353E-1
1.802343750E4,1.188947326E-1
1.804687500E4,1.174224906E-1
1.807031250E4,1.156236852E-1
1.809375000E4,1.165697168E-1
1.811718750E4,1.169188603E-1
1.814062500E4,1.171146755E-1
1.816406250E4,1.152882354E-1
1.818750000E4,1.160608868E-1
1.821093750E4,1.169490069E-1
1.823437500E4,1.172752398E-1
1.825781250E4,1.164064930E-1
1.828125000E4,1.174585703E-1
1.830468750E4,1.157648292E-1
1.832812500E4,1.174848771E-1
1.835156250E4,1.163295268E-1
1.837500000E4,1.171053961E-1
1.839843750E4,1.161051496E-1
1.842187500E4,1.158503538E-1
1.844531250E4,1.141846619E-1
1.846875000E4,1.154909372E-1
1.849218750E4,1.152879151E-1
1.851562500E4,1.140914426E-1
1.853906250E4,1.179804637E-1
1.856250000E4,1.141024966E-1
1.858593750E4,1.164170597E-1
1.860937500E4,1.126465137E-1
1.863281250E4,1.160869402E-1
1.865625000E4,1.146721569E-1
1.867968750E4,1.148023211E-1
1.870312500E4,1.153639972E-1
1.872656250E4,1.164168662E-1
1.875000000E4,1.149679567E-1
1.877343750E4,1.155382440E-1
1.879687500E4,1.150321323E-1
1.882031250E4,1.152402788E-1
1.884375000E4,1.156680432E-1
1.886718750E4,1.179714621E-1
1.889062500E4,1.138913293E-1
1.891406250E4,1.162505474E-1
1.893750000E4,1.150040516E-1
1.896093750E4,1.138664166E-1
1.898437500E4,1.157787445E-1
1.900781250E4,1.136548915E-1
1.903125000E4,1.151635517E-1
1.905468750E4,1.145301190E-1
1.907812500E4,1.140314061E-1
1.910156250E4,1.155336842E-1
1.912500000E4,1.154883412E-1
1.914843750E4,1.144310790E-1
1.917187500E4,1.131647629E-1
1.919531250E4,1.145088250E-1
1.921875000E4,1.142865768E-1
1.924218750E4,1.151091202E-1
1.926562500E4,1.142045171E-1
1.928906250E4,1.132704959E-1
1.931250000E4,1.151377363E-1
