"Frequency (Hz)","Absolute Amplitude (a.u.)"
2.343750000E1,2.431980770E1
4.687500000E1,7.287871268E1
7.031250000E1,1.372993768E2
9.375000000E1,3.788663367E1
1.171875000E2,2.352287271E1
1.406250000E2,1.282691865E1
1.640625000E2,4.662816412E1
1.875000000E2,1.766345407E1
2.109375000E2,3.630235750E1
2.343750000E2,2.614224232E1
2.578125000E2,8.391729326E0
2.812500000E2,4.115530130E0
3.046875000E2,3.952744021E0
3.281250000E2,4.526207208E1
3.515625000E2,1.625649858E1
3.750000000E2,1.630683267E1
3.984375000E2,7.792262051E0
4.218750000E2,6.092758435E0
4.453125000E2,1.020048090E1
4.687500000E2,1.889096057E0
4.921875000E2,7.263623151E0
5.156250000E2,1.423888049E0
5.390625000E2,6.416822806E0
5.625000000E2,6.284596070E0
5.859375000E2,2.521239208E0
6.093750000E2,4.357855702E0
6.328125000E2,2.915829292E0
6.562500000E2,2.840673349E0
6.796875000E2,2.875116881E0
7.031250000E2,3.205763650E0
7.265625000E2,2.346288792E0
7.500000000E2,1.276134665E0
7.734375000E2,2.989436136E0
7.968750000E2,2.047224548E0
8.203125000E2,1.703424385E0
8.437500000E2,2.208613013E0
8.671875000E2,4.455769095E0
8.906250000E2,1.555255238E0
9.140625000E2,1.184834093E-1
9.375000000E2,2.245027011E0
9.609375000E2,1.693514122E0
9.843750000E2,1.469924662E0
1.007812500E3,2.166443117E0
1.031250000E3,2.877959513E0
1.054687500E3,1.052856027E0
1.078125000E3,2.120138278E0
1.101562500E3,1.085644049E0
1.125000000E3,1.732636980E0
1.148437500E3,1.426886390E0
1.171875000E3,4.898401460E-1
1.195312500E3,1.049643615E0
1.218750000E3,1.403283531E0
1.242187500E3,1.534625241E0
1.265625000E3,2.096704163E0
1.289062500E3,2.397984102E0
1.312500000E3,4.210598287E0
1.335937500E3,5.660595590E-1
1.359375000E3,9.432623295E-1
1.382812500E3,7.158673859E-1
1.406250000E3,7.832744026E-1
1.429687500E3,8.050789370E-1
1.453125000E3,5.650549949E-1
1.476562500E3,1.060191681E0
1.500000000E3,1.059118814E0
1.523437500E3,7.249721379E-1
1.546875000E3,1.353923422E0
1.570312500E3,1.281827973E0
1.593750000E3,1.540901433E0
1.617187500E3,7.092628493E-1
1.640625000E3,9.558946166E-1
1.664062500E3,8.269333032E-1
1.687500000E3,6.000666769E-1
1.710937500E3,1.189104012E0
1.734375000E3,9.980313307E-1
1.757812500E3,9.564619151E-1
1.781250000E3,1.192687339E0
1.804687500E3,8.035973863E-1
1.828125000E3,8.874435890E-1
1.851562500E3,1.042386436E0
1.875000000E3,5.459016319E-1
1.898437500E3,5.410367494E-1
1.921875000E3,1.165727532E0
1.945312500E3,7.501781668E-1
1.968750000E3,1.242642975E0
1.992187500E3,1.043124748E0
2.015625000E3,9.734737140E-1
2.039062500E3,9.104180180E-1
2.062500000E3,4.990798782E-1
2.085937500E3,1.189414104E0
2.109375000E3,1.277577294E0
2.132812500E3,5.524145653E-1
2.156250000E3,8.133244513E-1
2.179687500E3,9.234171116E-1
2.203125000E3,7.530144813E-1
2.226562500E3,5.386979358E-1
2.250000000E3,4.857751087E-1
2.273437500E3,4.386102175E-1
2.296875000E3,3.427859447E-1
2.320312500E3,2.264403396E-1
2.343750000E3,1.733971960E0
2.367187500E3,2.442399119E0
2.390625000E3,1.445586676E0
2.414062500E3,7.518545865E-1
2.437500000E3,6.733726029E-1
2.460937500E3,1.000585927E0
2.484375000E3,9.559738818E-1
2.507812500E3,7.626844414E-1
2.531250000E3,7.656660753E-1
2.554687500E3,8.550525384E-1
2.578125000E3,8.197287206E-1
2.601562500E3,5.955075246E-1
2.625000000E3,2.312520447E-1
2.648437500E3,1.000901792E0
2.671875000E3,7.846975249E-1
2.695312500E3,6.119675274E-1
2.718750000E3,8.482290070E-1
2.742187500E3,8.611002313E-1
2.765625000E3,7.685113445E-1
2.789062500E3,6.264864270E-1
2.812500000E3,8.202969162E-1
2.835937500E3,9.236380908E-1
2.859375000E3,7.197362340E-1
2.882812500E3,6.421823603E-1
2.906250000E3,7.122124571E-1
2.929687500E3,9.797264302E-1
2.953125000E3,4.885676507E-1
2.976562500E3,4.663836983E-1
3.000000000E3,5.221285683E-1
3.023437500E3,7.310734248E-1
3.046875000E3,4.865103817E-1
3.070312500E3,8.798197164E-1
3.093750000E3,6.011380954E-1
3.117187500E3,7.001758478E-1
3.140625000E3,8.946203908E-1
3.164062500E3,7.399338344E-1
3.187500000E3,1.000284940E0
3.210937500E3,6.680192200E-1
3.234375000E3,5.509566081E-1
3.257812500E3,4.810572571E-1
3.281250000E3,4.886946458E-1
3.304687500E3,6.773866462E-1
3.328125000E3,4.128977713E-1
3.351562500E3,5.093888959E-1
3.375000000E3,5.405938208E-1
3.398437500E3,3.547979931E-1
3.421875000E3,5.013124305E-1
3.445312500E3,4.306461504E-1
3.468750000E3,8.569556859E-1
3.492187500E3,5.257594150E-1
3.515625000E3,6.068892178E-1
3.539062500E3,2.032905746E0
3.562500000E3,8.048263501E-1
3.585937500E3,4.448699114E-1
3.609375000E3,4.415331752E-1
3.632812500E3,7.262183976E-1
3.656250000E3,4.874040907E-1
3.679687500E3,5.766632548E-1
3.703125000E3,4.178267800E-1
3.726562500E3,3.496717545E-1
3.750000000E3,3.901356205E-1
3.773437500E3,5.445741727E-1
3.796875000E3,5.708349597E-1
3.820312500E3,3.887729715E-1
3.843750000E3,3.481714428E-1
3.867187500E3,5.270382791E-1
3.890625000E3,7.088704779E-1
3.914062500E3,4.242047565E-1
3.937500000E3,4.090914082E-1
3.960937500E3,1.454611850E0
3.984375000E3,6.986795556E-1
4.007812500E3,3.959150628E-1
4.031250000E3,7.319248254E-1
4.054687500E3,4.120363255E-1
4.078125000E3,4.660174274E-1
4.101562500E3,4.810200854E-1
4.125000000E3,4.244710838E-1
4.148437500E3,4.435078328E-1
4.171875000E3,4.958921604E-1
4.195312500E3,4.453674257E-1
4.218750000E3,4.915973284E-1
4.242187500E3,2.262840539E-1
4.265625000E3,4.501846035E-1
4.289062500E3,3.872213853E-1
4.312500000E3,4.087001164E-1
4.335937500E3,3.621750721E-1
4.359375000E3,3.203463016E-1
4.382812500E3,4.080005144E-1
4.406250000E3,4.335445975E-1
4.429687500E3,5.405942738E-1
4.453125000E3,3.144999821E-1
4.476562500E3,3.146832424E-1
4.500000000E3,4.087064812E-1
4.523437500E3,3.580727150E-1
4.546875000E3,4.990525304E-1
4.570312500E3,3.010927821E-1
4.593750000E3,3.131699143E-1
4.617187500E3,5.479026122E-1
4.640625000E3,3.563666452E-1
4.664062500E3,4.884392403E-1
4.687500000E3,3.009072313E-1
4.710937500E3,3.718999740E-1
4.734375000E3,3.182468998E-1
4.757812500E3,2.308209931E-1
4.781250000E3,3.767167402E-1
4.804687500E3,3.294915352E-1
4.828125000E3,2.601737539E-1
4.851562500E3,2.454189470E-1
4.875000000E3,2.883705691E-1
4.898437500E3,2.220728331E-1
4.921875000E3,4.680888784E-1
4.945312500E3,2.224117613E-1
4.968750000E3,2.994545713E-1
