"Frequency (Hz)","Absolute Amplitude (a.u.)"
3.375000000E3,7.667550361E-2
3.398437500E3,2.794895490E-1
3.421875000E3,1.816302360E-1
3.445312500E3,3.338079343E-1
3.468750000E3,2.958231088E-1
3.492187500E3,4.548393370E-1
3.515625000E3,3.109541738E-1
3.539062500E3,2.308963431E-1
3.562500000E3,6.487427441E-2
3.585937500E3,3.580595892E-1
3.609375000E3,7.170473933E-1
3.632812500E3,1.420981142E-1
3.656250000E3,7.146706257E-2
3.679687500E3,1.321770418E-1
3.703125000E3,2.589856076E-1
3.726562500E3,3.772909883E-1
3.750000000E3,3.585604981E-1
3.773437500E3,3.030531230E-1
3.796875000E3,1.949703666E-1
3.820312500E3,1.260179061E-1
3.843750000E3,2.745174017E-1
3.867187500E3,3.269123785E-1
3.890625000E3,2.101570935E-1
3.914062500E3,2.482223640E-1
3.937500000E3,3.068090015E-1
3.960937500E3,2.603928122E-1
3.984375000E3,2.472031493E-1
4.007812500E3,1.844812238E-1
4.031250000E3,1.259439594E-1
4.054687500E3,8.067097023E-2
4.078125000E3,1.580262921E-1
4.101562500E3,1.043118666E-1
4.125000000E3,2.751104252E-1
4.148437500E3,3.208105768E-1
4.171875000E3,1.908999764E-1
4.195312500E3,3.995398809E-2
4.218750000E3,1.382152075E-1
4.242187500E3,2.050873391E-1
4.265625000E3,1.352782952E-1
4.289062500E3,3.105870208E-1
4.312500000E3,1.966530071E-1
4.335937500E3,2.798810263E-1
4.359375000E3,2.594793917E-1
4.382812500E3,1.765617062E-1
4.406250000E3,2.552698478E-1
4.429687500E3,1.266171862E-1
4.453125000E3,1.140064941E-1
4.476562500E3,2.791360437E-1
4.500000000E3,1.660216434E-1
4.523437500E3,2.490037803E-2
4.546875000E3,7.832797362E-2
4.570312500E3,1.053770349E-1
4.593750000E3,1.300348970E-1
4.617187500E3,1.572990364E-1
4.640625000E3,1.722880496E-1
4.664062500E3,2.090273888E-1
4.687500000E3,1.742201868E-1
4.710937500E3,5.066396470E-2
4.734375000E3,1.032903994E-1
4.757812500E3,1.514469019E-1
4.781250000E3,6.036556517E-2
4.804687500E3,1.180627468E-1
4.828125000E3,8.689925983E-2
4.851562500E3,3.151643196E-2
4.875000000E3,3.785651202E-2
4.898437500E3,1.117563234E-1
4.921875000E3,1.500111563E-1
4.945312500E3,5.866478169E-2
4.968750000E3,1.264481272E-1
4.992187500E3,7.744191690E-2
5.015625000E3,1.254444521E-1
5.039062500E3,1.367499141E-1
5.062500000E3,2.720350952E-1
5.085937500E3,2.429427815E-1
5.109375000E3,1.302582608E-1
5.132812500E3,2.048369519E-2
5.156250000E3,3.822591403E-2
5.179687500E3,1.058565584E-1
5.203125000E3,1.943152081E-1
5.226562500E3,8.963226366E-2
5.250000000E3,2.577864971E-1
5.273437500E3,1.286146754E-1
5.296875000E3,1.329781904E-1
5.320312500E3,1.918932439E-1
5.343750000E3,1.883549570E-1
5.367187500E3,1.031971944E-1
5.390625000E3,1.766227424E-1
5.414062500E3,2.031537721E-1
5.437500000E3,9.694776402E-2
5.460937500E3,1.915209680E-1
5.484375000E3,1.204140853E-1
5.507812500E3,8.918504669E-2
5.531250000E3,7.108591811E-2
5.554687500E3,6.902253340E-2
5.578125000E3,1.610175186E-1
5.601562500E3,2.984609543E-1
5.625000000E3,1.548187537E-1
5.648437500E3,2.435511561E-2
5.671875000E3,1.975566558E-1
5.695312500E3,5.659091505E-2
5.718750000E3,1.152558014E-1
5.742187500E3,1.082021095E-1
5.765625000E3,1.850641581E-1
5.789062500E3,8.062922697E-2
5.812500000E3,3.820133750E-2
5.835937500E3,3.737256419E-2
5.859375000E3,2.393755040E-1
5.882812500E3,4.247512584E-2
5.906250000E3,1.405315706E-1
5.929687500E3,6.883528615E-2
5.953125000E3,1.529153613E-1
5.976562500E3,1.801874081E-1
6.000000000E3,4.424420712E-2
6.023437500E3,2.628667298E-1
6.046875000E3,2.516038557E-1
6.070312500E3,1.549508353E-1
6.093750000E3,1.267437420E-1
6.117187500E3,7.398668940E-2
6.140625000E3,3.421987674E-2
6.164062500E3,2.150285364E-1
6.187500000E3,1.198698571E-1
6.210937500E3,1.051221541E-1
6.234375000E3,1.093568156E-1
6.257812500E3,2.316353774E-1
6.281250000E3,4.547591965E-1
6.304687500E3,3.361828992E-1
6.328125000E3,1.201012678E-1
6.351562500E3,1.644411361E-1
6.375000000E3,1.332944320E-1
6.398437500E3,9.680591611E-2
6.421875000E3,1.624277664E-1
6.445312500E3,7.898429379E-2
6.468750000E3,2.600340028E-1
6.492187500E3,1.657717170E-1
6.515625000E3,8.094320274E-2
6.539062500E3,2.337884325E-1
6.562500000E3,7.328438613E-2
6.585937500E3,2.392495360E-1
6.609375000E3,1.856882328E-1
6.632812500E3,2.172679591E-1
6.656250000E3,9.086339766E-2
6.679687500E3,1.976430596E-1
6.703125000E3,1.626862292E-1
6.726562500E3,2.016307824E-1
6.750000000E3,2.265583971E-1
6.773437500E3,1.769754834E-1
6.796875000E3,4.764584184E-2
6.820312500E3,6.937609583E-2
6.843750000E3,1.764633211E-1
6.867187500E3,2.477957616E-1
6.890625000E3,5.798384965E-1
6.914062500E3,1.357278942E-1
6.937500000E3,7.069059926E-2
6.960937500E3,1.660645968E-1
6.984375000E3,5.339021329E-2
7.007812500E3,1.988832055E-1
7.031250000E3,2.474801586E-1
7.054687500E3,1.879286963E-1
7.078125000E3,2.421658002E-1
7.101562500E3,2.763944925E-1
7.125000000E3,2.191963212E-1
7.148437500E3,3.084672411E-1
7.171875000E3,1.608134633E-1
7.195312500E3,3.246966333E-1
7.218750000E3,7.433328261E-2
7.242187500E3,1.804672968E-1
7.265625000E3,2.375463107E-1
7.289062500E3,2.559024551E-1
7.312500000E3,4.235694894E-1
7.335937500E3,2.449084427E-1
7.359375000E3,2.730421338E-1
7.382812500E3,3.989732898E-1
7.406250000E3,1.576318929E-1
7.429687500E3,5.167679146E-2
7.453125000E3,2.399612901E-1
7.476562500E3,1.582461832E-1
7.500000000E3,3.771651808E-1
7.523437500E3,2.908330572E-1
7.546875000E3,1.701379884E-1
7.570312500E3,2.072751547E-1
7.593750000E3,1.684919761E-1
7.617187500E3,1.997737907E-1
7.640625000E3,2.401698899E-1
7.664062500E3,2.713423553E-1
7.687500000E3,1.398939794E-1
7.710937500E3,8.808508158E-2
7.734375000E3,1.895983907E-1
7.757812500E3,2.047061291E-1
7.781250000E3,1.679142527E-1
7.804687500E3,5.989701940E-2
7.828125000E3,7.096798422E-2
7.851562500E3,1.547033908E-1
7.875000000E3,2.655212092E-1
7.898437500E3,7.706441307E-2
7.921875000E3,5.572932315E-2
7.945312500E3,7.498965928E-2
7.968750000E3,2.713599021E-1
7.992187500E3,2.426149523E-1
8.015625000E3,5.640799874E-2
8.039062500E3,1.483032069E-1
8.062500000E3,8.838012087E-2
8.085937500E3,4.701644901E-2
8.109375000E3,1.067162933E-1
8.132812500E3,1.706153960E-1
8.156250000E3,1.018423081E-1
8.179687500E3,1.161248797E-1
8.203125000E3,3.604113688E-2
8.226562500E3,1.469011342E-1
8.250000000E3,1.217243581E-1
8.273437500E3,2.661491167E-1
8.296875000E3,1.343268604E-1
8.320312500E3,8.076253889E-2
8.343750000E3,2.504093571E-1
8.367187500E3,1.278768485E-1
8.390625000E3,1.884861019E-1
8.414062500E3,1.948205580E-1
8.437500000E3,6.713843455E-2
8.460937500E3,8.690391857E-2
8.484375000E3,1.172816141E-1
8.507812500E3,6.520274384E-2
8.531250000E3,1.511366644E-1
8.554687500E3,1.074409325E-1
8.578125000E3,1.463042901E-1
8.601562500E3,3.743595069E-2
8.625000000E3,1.790715071E-1
8.648437500E3,2.226961052E-1
8.671875000E3,7.972790280E-2
8.695312500E3,1.137270603E-1
8.718750000E3,1.087112188E-1
8.742187500E3,8.090373321E-2
8.765625000E3,4.294267362E-2
8.789062500E3,1.219840312E-1
8.812500000E3,1.987631334E-2
8.835937500E3,7.188926244E-2
8.859375000E3,1.446132895E-2
8.882812500E3,1.671897766E-1
8.906250000E3,3.537066352E-2
8.929687500E3,6.855412415E-2
8.953125000E3,5.505263530E-2
8.976562500E3,4.598551934E-2
9.000000000E3,1.330640315E-1
9.023437500E3,7.683371597E-2
9.046875000E3,1.984958719E-1
9.070312500E3,1.293108688E-1
9.093750000E3,6.582609324E-2
9.117187500E3,7.796902692E-2
9.140625000E3,1.744237210E-1
9.164062500E3,5.417151319E-2
9.187500000E3,1.208100138E-1
9.210937500E3,1.441576014E-1
9.234375000E3,3.231044844E-1
9.257812500E3,2.769539597E-1
9.281250000E3,3.439263824E-1
9.304687500E3,1.394818872E-1
9.328125000E3,1.212520756E-1
9.351562500E3,8.806956629E-2
9.375000000E3,3.659600498E-2
9.398437500E3,2.559855930E-1
9.421875000E3,1.456512057E-1
9.445312500E3,1.666104266E-1
9.468750000E3,6.794894454E-2
9.492187500E3,9.257964223E-2
9.515625000E3,1.438499761E-1
9.539062500E3,6.227039199E-2
9.562500000E3,1.295764659E-1
9.585937500E3,1.468270137E-1
9.609375000E3,7.873106954E-2
9.632812500E3,3.032379403E-2
9.656250000E3,1.284524751E-1
9.679687500E3,1.068362204E-1
9.703125000E3,1.129251909E-1
9.726562500E3,4.325452368E-2
9.750000000E3,2.469960389E-1
9.773437500E3,6.509506741E-2
9.796875000E3,1.825663359E-1
9.820312500E3,1.302135895E-1
9.843750000E3,6.242096763E-2
9.867187500E3,3.145212403E-2
9.890625000E3,1.375629781E-1
9.914062500E3,1.180640268E-1
9.937500000E3,6.022164615E-2
9.960937500E3,5.444462429E-2
9.984375000E3,1.661353448E-1
1.000781250E4,4.102991957E-2
1.003125000E4,8.438420575E-2
1.005468750E4,1.131896715E-1
1.007812500E4,2.088459404E-1
1.010156250E4,1.012692028E-1
1.012500000E4,1.018360024E-1
1.014843750E4,1.828796907E-1
1.017187500E4,5.100499439E-2
1.019531250E4,3.300613660E-2
1.021875000E4,7.627923658E-2
1.024218750E4,1.697719715E-1
1.026562500E4,1.045071654E-1
1.028906250E4,3.242103118E-2
1.031250000E4,6.345292783E-2
1.033593750E4,1.152407768E-1
1.035937500E4,1.103644194E-1
1.038281250E4,8.298116441E-2
1.040625000E4,3.953452136E-3
1.042968750E4,3.965296854E-2
1.045312500E4,9.892989264E-2
1.047656250E4,1.827202589E-1
1.050000000E4,5.945068510E-2
1.052343750E4,9.853873904E-2
1.054687500E4,7.364148738E-2
1.057031250E4,1.366461194E-1
1.059375000E4,1.135449587E-1
1.061718750E4,1.357720538E-1
1.064062500E4,2.814906219E-2
1.066406250E4,1.301519287E-1
1.068750000E4,1.649530459E-1
1.071093750E4,9.188744051E-2
1.073437500E4,1.221036404E-1
1.075781250E4,3.756688277E-2
1.078125000E4,2.187835705E-1
1.080468750E4,1.896550393E-1
1.082812500E4,4.282980774E-2
1.085156250E4,9.645310282E-2
1.087500000E4,3.721079183E-2
1.089843750E4,1.029937969E-1
1.092187500E4,1.788177781E-1
1.094531250E4,6.914788029E-2
1.096875000E4,6.647770724E-2
1.099218750E4,1.425833356E-1
1.101562500E4,2.082405024E-1
1.103906250E4,5.394050494E-2
1.106250000E4,5.366970469E-2
1.108593750E4,5.061329901E-2
1.110937500E4,9.144147845E-2
1.113281250E4,1.299612377E-1
1.115625000E4,9.935661933E-2
1.117968750E4,1.376903074E-1
1.120312500E4,8.247227332E-2
1.122656250E4,1.510507791E-1
1.125000000E4,7.817306600E-2
1.127343750E4,8.043425525E-2
1.129687500E4,8.157703711E-2
1.132031250E4,6.509819939E-2
1.134375000E4,1.377153766E-1
1.136718750E4,9.585676160E-2
1.139062500E4,5.860543210E-2
1.141406250E4,5.929531582E-2
1.143750000E4,6.734387641E-2
1.146093750E4,5.598122855E-2
1.148437500E4,7.760610063E-2
1.150781250E4,2.650567661E-2
1.153125000E4,3.504911566E-2
1.155468750E4,1.832110115E-1
1.157812500E4,2.432700801E-1
1.160156250E4,7.001616938E-2
1.162500000E4,1.136255315E-1
1.164843750E4,8.660903643E-2
1.167187500E4,1.306024235E-1
1.169531250E4,5.644658826E-2
1.171875000E4,7.093234474E-2
1.174218750E4,9.881929094E-2
1.176562500E4,5.696003849E-2
1.178906250E4,1.040190276E-1
1.181250000E4,1.002890698E-1
1.183593750E4,1.410046242E-1
1.185937500E4,4.908617938E-2
1.188281250E4,1.771127323E-1
1.190625000E4,1.604850748E-1
1.192968750E4,4.034980884E-2
1.195312500E4,1.821285399E-2
1.197656250E4,9.505340263E-2
1.200000000E4,9.169246592E-2
1.202343750E4,6.205468464E-2
1.204687500E4,1.047972665E-1
1.207031250E4,3.417774172E-2
1.209375000E4,7.772936320E-2
1.211718750E4,3.731790394E-2
1.214062500E4,5.924710728E-2
1.216406250E4,1.220882386E-1
1.218750000E4,1.189725600E-1
1.221093750E4,7.702902699E-2
1.223437500E4,5.006956326E-2
1.225781250E4,4.575747557E-2
1.228125000E4,7.036186012E-2
1.230468750E4,9.322351344E-2
1.232812500E4,5.967459922E-2
1.235156250E4,8.311710880E-2
1.237500000E4,8.477591839E-2
1.239843750E4,9.436865352E-2
1.242187500E4,4.391765482E-2
1.244531250E4,1.176789351E-1
1.246875000E4,5.833562369E-2
1.249218750E4,7.147650706E-2
1.251562500E4,2.232949230E-2
1.253906250E4,1.479261506E-1
1.256250000E4,7.831459110E-2
1.258593750E4,9.599839258E-2
1.260937500E4,3.949412006E-2
1.263281250E4,8.286607586E-2
1.265625000E4,6.109545254E-2
1.267968750E4,1.571201751E-1
1.270312500E4,5.500212763E-2
1.272656250E4,1.915705977E-2
1.275000000E4,5.442747559E-2
1.277343750E4,1.012134037E-1
1.279687500E4,1.206188183E-1
1.282031250E4,5.804866313E-2
1.284375000E4,2.243688610E-2
1.286718750E4,6.075633084E-2
1.289062500E4,6.085232993E-2
1.291406250E4,3.524528464E-2
1.293750000E4,5.137877533E-2
1.296093750E4,2.989893395E-2
1.298437500E4,4.615384521E-2
1.300781250E4,7.881391628E-3
1.303125000E4,1.547470485E-2
1.305468750E4,4.843931126E-2
1.307812500E4,9.319772921E-3
1.310156250E4,8.935283678E-2
1.312500000E4,2.516108533E-2
1.314843750E4,8.543536961E-2
1.317187500E4,9.404124405E-2
1.319531250E4,5.221966546E-2
1.321875000E4,8.252234856E-2
1.324218750E4,1.234684352E-2
1.326562500E4,6.210789061E-2
1.328906250E4,2.667489353E-2
1.331250000E4,2.876347894E-2
1.333593750E4,3.374946080E-2
1.335937500E4,3.646657671E-2
1.338281250E4,3.516801321E-2
1.340625000E4,2.207870993E-2
1.342968750E4,3.764979346E-2
1.345312500E4,5.186150466E-2
1.347656250E4,5.131700253E-2
1.350000000E4,7.438744714E-2
1.352343750E4,4.934420935E-2
1.354687500E4,2.711533138E-2
1.357031250E4,7.826714310E-2
1.359375000E4,7.803529006E-2
1.361718750E4,4.755713059E-2
1.364062500E4,2.834262308E-2
1.366406250E4,3.658866621E-2
1.368750000E4,8.248536815E-2
1.371093750E4,2.356548342E-2
1.373437500E4,1.756996922E-2
1.375781250E4,5.307723198E-2
1.378125000E4,6.664718506E-2
1.380468750E4,4.868579179E-2
1.382812500E4,1.478271853E-2
1.385156250E4,2.888034006E-2
1.387500000E4,2.412281626E-2
1.389843750E4,1.937464940E-2
1.392187500E4,6.598585854E-2
1.394531250E4,5.562138555E-2
1.396875000E4,5.201844792E-2
1.399218750E4,4.709204396E-2
1.401562500E4,8.978858909E-2
1.403906250E4,5.235836584E-2
1.406250000E4,3.756963606E-2
1.408593750E4,4.644352653E-2
1.410937500E4,4.032235049E-2
1.413281250E4,1.798123552E-2
1.415625000E4,2.985032058E-2
1.417968750E4,3.945606612E-2
1.420312500E4,1.941412501E-2
1.422656250E4,7.145999447E-2
1.425000000E4,3.638820111E-3
1.427343750E4,5.043610391E-2
1.429687500E4,1.028809923E-2
1.432031250E4,1.668726022E-2
1.434375000E4,2.259852041E-2
1.436718750E4,3.802717265E-2
1.439062500E4,5.634242543E-2
1.441406250E4,4.816194242E-2
1.443750000E4,3.509598808E-2
1.446093750E4,6.488250276E-3
1.448437500E4,8.080701059E-3
1.450781250E4,1.928345596E-2
1.453125000E4,9.688442590E-3
1.455468750E4,4.657415758E-2
1.457812500E4,1.647393111E-2
1.460156250E4,3.646134153E-2
1.462500000E4,8.109240713E-3
1.464843750E4,3.163195915E-2
1.467187500E4,1.265995788E-2
1.469531250E4,3.759970209E-2
1.471875000E4,1.576861307E-2
1.474218750E4,1.277565849E-2
1.476562500E4,2.470245823E-2
1.478906250E4,1.405919585E-2
1.481250000E4,1.830261327E-2
1.483593750E4,1.043483599E-2
1.485937500E4,7.278117497E-3
1.488281250E4,1.124063240E-2
1.490625000E4,1.196293113E-2
1.492968750E4,1.474881776E-2
1.495312500E4,1.331190140E-2
1.497656250E4,6.034739696E-3
1.500000000E4,2.547857262E-2
1.502343750E4,2.508204718E-2
1.504687500E4,2.566119283E-2
1.507031250E4,1.284777660E-3
1.509375000E4,1.466701612E-2
1.511718750E4,2.678979635E-2
1.514062500E4,4.930744550E-3
1.516406250E4,2.557397391E-2
1.518750000E4,2.134994893E-2
1.521093750E4,2.793810011E-2
1.523437500E4,4.498611250E-2
1.525781250E4,3.606893853E-2
1.528125000E4,1.417793661E-2
1.530468750E4,5.455037921E-2
1.532812500E4,5.037090657E-2
1.535156250E4,2.331017840E-2
1.537500000E4,1.072874806E-2
1.539843750E4,1.049923182E-2
1.542187500E4,3.403514414E-2
1.544531250E4,3.802635039E-2
1.546875000E4,5.459566165E-2
1.549218750E4,4.237822069E-2
1.551562500E4,4.581561163E-2
1.553906250E4,8.371595526E-3
1.556250000E4,5.346498235E-2
1.558593750E4,3.086438205E-2
1.560937500E4,1.028919157E-2
1.563281250E4,2.278507884E-2
1.565625000E4,1.785679267E-2
1.567968750E4,5.232201249E-2
1.570312500E4,3.202364598E-3
1.572656250E4,1.590676316E-2
1.575000000E4,1.604418357E-2
1.577343750E4,2.213249868E-2
1.579687500E4,1.484462944E-2
1.582031250E4,1.588886152E-2
1.584375000E4,4.349124749E-3
1.586718750E4,3.040786741E-2
1.589062500E4,3.122287552E-2
1.591406250E4,2.726247355E-2
1.593750000E4,2.253634117E-2
1.596093750E4,1.801509137E-2
1.598437500E4,2.914790419E-2
1.600781250E4,2.054091847E-2
1.603125000E4,3.299147136E-2
1.605468750E4,3.210648976E-2
1.607812500E4,1.469185828E-2
1.610156250E4,1.380729787E-2
1.612500000E4,3.644895712E-2
1.614843750E4,3.501860522E-2
1.617187500E4,2.676624051E-2
1.619531250E4,1.716790975E-2
1.621875000E4,4.958004514E-2
1.624218750E4,1.819631983E-2
1.626562500E4,1.502620204E-2
1.628906250E4,9.822074220E-3
1.631250000E4,1.649712426E-2
1.633593750E4,4.083601454E-3
1.635937500E4,4.825379415E-3
1.638281250E4,8.892961886E-3
1.640625000E4,1.374661030E-2
1.642968750E4,9.123126548E-3
1.645312500E4,9.134740353E-3
1.647656250E4,2.472759749E-2
1.650000000E4,2.207170458E-2
1.652343750E4,2.408408792E-2
1.654687500E4,1.741014317E-2
1.657031250E4,1.288550194E-2
1.659375000E4,1.491470845E-2
1.661718750E4,3.817594685E-2
1.664062500E4,2.262524848E-2
1.666406250E4,1.269016942E-2
1.668750000E4,1.165290642E-2
1.671093750E4,1.862329149E-2
1.673437500E4,6.014469040E-3
1.675781250E4,1.770370224E-2
1.678125000E4,2.420624569E-2
1.680468750E4,1.782958834E-2
1.682812500E4,3.151990753E-2
1.685156250E4,2.505151525E-2
1.687500000E4,1.743291781E-2
1.689843750E4,2.090876321E-2
1.692187500E4,1.731930443E-2
1.694531250E4,2.416133387E-2
1.696875000E4,2.374106687E-3
1.699218750E4,1.144382016E-2
1.701562500E4,1.254704274E-2
1.703906250E4,2.001349775E-2
1.706250000E4,1.606489494E-2
1.708593750E4,1.660951711E-2
1.710937500E4,2.222520960E-2
1.713281250E4,1.269282560E-2
1.715625000E4,6.623287258E-3
1.717968750E4,2.286032012E-2
1.720312500E4,1.392957617E-2
1.722656250E4,1.820921019E-2
1.725000000E4,5.459929242E-3
1.727343750E4,1.978587873E-2
1.729687500E4,5.528375080E-3
1.732031250E4,1.354386996E-2
1.734375000E4,4.579212298E-3
1.736718750E4,2.651579114E-2
1.739062500E4,5.507419228E-3
1.741406250E4,1.873561577E-2
1.743750000E4,7.689346183E-3
1.746093750E4,1.616752596E-2
1.748437500E4,7.947141793E-3
1.750781250E4,1.167263463E-2
1.753125000E4,1.528919180E-2
1.755468750E4,1.361542293E-2
1.757812500E4,1.030723337E-2
1.760156250E4,1.681793946E-2
1.762500000E4,7.279117643E-3
1.764843750E4,1.135271940E-2
1.767187500E4,7.594236035E-3
1.769531250E4,1.134296130E-2
1.771875000E4,3.811458341E-3
1.774218750E4,7.316055426E-3
1.776562500E4,1.508851316E-2
1.778906250E4,9.148988304E-3
1.781250000E4,5.844065312E-3
1.783593750E4,1.134581141E-2
1.785937500E4,9.587911724E-3
1.788281250E4,2.140010394E-2
1.790625000E4,5.695660442E-3
1.792968750E4,5.860401431E-3
1.795312500E4,1.794038494E-2
1.797656250E4,1.318118938E-2
1.800000000E4,4.492145136E-3
1.802343750E4,1.458703557E-2
1.804687500E4,1.451992315E-2
1.807031250E4,3.305424062E-3
1.809375000E4,1.346271887E-2
1.811718750E4,8.445706311E-3
1.814062500E4,2.772248472E-3
1.816406250E4,9.499207606E-3
1.818750000E4,1.290547782E-2
1.821093750E4,1.597741782E-2
1.823437500E4,1.051620622E-2
1.825781250E4,1.024293852E-2
1.828125000E4,1.439362631E-2
1.830468750E4,1.525131466E-2
1.832812500E4,9.371240757E-3
1.835156250E4,8.695869545E-3
1.837500000E4,1.130193274E-2
1.839843750E4,1.719155865E-2
1.842187500E4,4.137313283E-3
1.844531250E4,3.569763631E-3
1.846875000E4,8.416639190E-4
1.849218750E4,1.401178890E-2
1.851562500E4,1.016961191E-2
1.853906250E4,6.207811139E-3
1.856250000E4,1.737129152E-2
1.858593750E4,7.914166539E-3
1.860937500E4,2.796772496E-3
1.863281250E4,1.171447983E-2
1.865625000E4,1.110414081E-2
1.867968750E4,1.051655083E-2
1.870312500E4,5.551639021E-3
1.872656250E4,6.166796501E-3
1.875000000E4,7.050266505E-3
1.877343750E4,1.258516910E-2
1.879687500E4,7.945097665E-3
1.882031250E4,9.455819079E-3
1.884375000E4,4.726307836E-3
1.886718750E4,6.418913315E-3
1.889062500E4,9.961370011E-3
1.891406250E4,9.054292095E-3
1.893750000E4,7.999448941E-3
1.896093750E4,6.590212334E-3
1.898437500E4,8.016945805E-3
1.900781250E4,1.019324441E-3
1.903125000E4,9.277954276E-3
1.905468750E4,1.058082102E-2
1.907812500E4,9.128766525E-3
1.910156250E4,2.818957105E-3
1.912500000E4,1.673935343E-3
1.914843750E4,8.154029831E-3
1.917187500E4,6.416142054E-3
1.919531250E4,6.774936315E-3
1.921875000E4,8.667204168E-3
1.924218750E4,8.936218502E-3
