BrightnessEV_mean,trial,experimenter,Peak-Frequency_mean,timestamp,Sound pressure level (dB)_mean,Linear Acceleration x (m/s^2)_mean,Linear Acceleration y (m/s^2)_mean,Linear Acceleration z (m/s^2)_mean,Absolute acceleration (m/s^2)_mean,Inclination (deg)_mean,Rotation (deg)_mean,Peak-Frequency_norm,Sound-pressure-level_norm,Linear-Acceleration-norm,heart_rate
2.600804674311016,1,Esmee,1757.8125,0.0,-26.551764164285714,-0.1272846576689293,-0.0004533718408585,0.0483438576338585,0.3883777735984848,7.939695619,175.8023316,0.8763144717075614,0.15681818860911825,0.10106489247558016,80.2166268372653
2.6061151679679897,1,Esmee,1188.616071428571,1.0,-21.59458394511111,-0.0484967270170643,0.0015671174795643,0.0294911037035346,0.1364706787513861,52.390604805,72.74223587,0.5844481007225122,0.40110967619628496,0.030804766577012088,76.74871626142176
2.642755124175022,1,Esmee,1496.484375,2.0,-22.0945595449,-0.35038863409548,0.19221326311871,0.003258711749525,0.5520806427787001,34.900273625,10.957885224999998,0.7423134702053079,0.376470712586031,0.3343077688454494,82.03838010590212
2.6479178438668702,1,Esmee,1712.053571428571,3.0,-24.271340297777776,0.3007763059573337,-0.8157245499361385,-0.1240664185415841,2.178927782046535,3.256083792,44.822367925,0.852850704628371,0.2691982341284762,0.7579064068670096,86.35064415704521
2.6494404811508474,1,Esmee,1042.4592391304348,4.0,-26.12209622111111,-0.50681549837136,0.20070471540448,0.27352447436328,2.0879173929598,14.200187622,106.09256483,0.5095033855130522,0.17799236755073422,0.5203898685000905,76.48909506887058
2.681400040534692,1,Esmee,79.1015625,5.0,-22.989164867777777,-0.1547921049222673,0.1010485270376881,0.0698542423056336,0.3606863585758416,15.581623035,84.239102245,0.015523284927391086,0.3323842651569322,0.15546354197047338,65.5427852161948
2.7008353148183075,1,Esmee,300.61141304347825,6.0,-26.68388979222222,-0.072360758585468,0.048763403110028,0.05156084117834,0.2320228894205,16.766331185,73.76588470499999,0.1291067035335612,0.15030699378264248,0.07025800995174064,64.94788207567686
2.6928795472056994,1,Esmee,541.015625,7.0,-27.090951673,-0.0374794881131603,0.0178809461149029,0.0777691607762376,0.1835699579066336,16.27520598,79.25549355,0.25237856785177765,0.1302468491039019,0.05858142559224759,67.07918495102035
2.704111082657592,1,Esmee,894.7010869565217,8.0,-28.392793301111112,-0.0308492609222277,0.0161678306164059,0.0674838100278604,0.1744086308975247,13.118741085,87.71449351999999,0.4337375628660382,0.06609166130096253,0.04776478334940183,69.84996945972753
2.7169001772889354,1,Esmee,92.73097826086956,9.0,-25.985347061111117,-0.016228420976702,0.010603332094257,0.06398023366734,0.0806543390028999,12.700599335,91.314275365,0.022512028912934617,0.18473141157287315,0.039719440871838804,62.98477304410788
2.710506933105582,1,Esmee,98.6328125,10.0,-26.933708166666666,-0.0113119090620792,-0.0066909732131831,0.0645758796863366,0.086205820500198,10.4565184705,83.66183091,0.02553830746119179,0.13799586131996133,0.0388760370721826,62.47772478164083
2.7065237605742354,1,Esmee,114.1304347826087,11.0,-27.52169326,-0.008595092355985,0.0015744490611509,0.06133638587664,0.0744904924303,10.892862025,95.383629915,0.03348501012388148,0.10901976063799018,0.035384939536557476,62.261016846425974
2.7697144029697327,1,Esmee,112.3046875,12.0,-27.87570267222222,-0.0029968470959544,-0.0023439909962633,0.063716257932693,0.1087442130638614,10.692577335,87.67623595,0.03254882323485228,0.09157405922953407,0.037043786337426374,62.04621546615086
2.762613239482272,1,Esmee,100.88315217391305,13.0,-26.38067447888889,-0.019070312504473,0.00770731581513,0.059362781025248,0.13139956804,11.605672985,87.041794245,0.026692212231390566,0.16524954512804063,0.03615469552113766,62.8060763503334
2.761668006010258,1,Esmee,94.7265625,14.0,-25.553677631,0.0025732022110099,-0.018158552816,0.0686516784610396,0.2022941294317821,11.09307917,92.34472446,0.023535302954431646,0.2060042244554574,0.04344298609866058,63.29030064134341
2.7668879004821494,1,Esmee,102.9211956521739,15.0,-27.16166281375,0.0053166539240099,-0.0153299622375643,0.0655434259883096,0.2704653898093069,11.898591605,84.45211392499999,0.027737258061004546,0.12676218060305022,0.040311981994772754,62.39838718441487
2.7772487675926367,1,Esmee,125.0,16.0,-27.80530126888889,-0.0068939016038489,-0.0070550435602599,0.0559912180098699,0.2288205413762,7.5019660275,107.7092717,0.03905858788182273,0.09504346376762192,0.030868659491666898,62.168642598781254
2.777707641149396,1,Esmee,91.71195652173913,17.0,-26.237795003,0.0096242332872469,0.0057029703417198,0.064399322721,0.1112223300480495,5.6795817185,115.22489755,0.021989505998127625,0.1722906931531942,0.038401639463606904,62.81449155350974
2.7550253974845758,1,Esmee,108.0163043478261,18.0,-26.734526047777777,-0.0016597146218962,-0.0077657558110889,0.06458077779871,0.1057615253224,6.624030718,116.97085135,0.030349872635039517,0.14781162229147438,0.038139113385069257,62.685849827279036
2.752151958580368,1,Esmee,104.4921875,19.0,-26.911224546666663,0.0018051932310544,-0.0069874487568445,0.0610973942508613,0.0646539911133663,6.737647637,93.30705618,0.028542814221331998,0.13910386158085558,0.03500119180356543,62.52011215782543
2.757400185796208,1,Esmee,118.20652173913044,20.0,-26.99437544,-0.0041278079035649,-0.0088128167196422,0.06536067357729,0.0918001769326,5.6672006150000005,95.095250445,0.03557510178310945,0.13500615794118748,0.0390366600103293,62.643869211039075
2.7555003366139728,1,Esmee,117.1875,21.0,-25.985337466666667,0.0188347746212564,-0.0028716587889554,0.0649446074234653,0.2138601680049504,6.852601782,99.45570595,0.03505257886830245,0.18473188439028215,0.04045327610704023,63.24146039890576
