BrightnessEV_mean,trial,experimenter,Peak-Frequency_mean,timestamp,Sound pressure level (dB)_mean,Linear Acceleration x (m/s^2)_mean,Linear Acceleration y (m/s^2)_mean,Linear Acceleration z (m/s^2)_mean,Absolute acceleration (m/s^2)_mean,Inclination (deg)_mean,Rotation (deg)_mean
4.5051611365427355,2,Kiara,49.8046875,0.0,-17.1827492125,0.32656141740898,-0.066182849107488,0.02652246148915,0.378477249491,39.52811879,-10.04400869
4.639183672538795,2,Kiara,46.875,1.0,-16.110023702,0.268741800652,-0.0637234086085527,0.10893073323343,0.32767351266,25.10324535,62.079718873
4.6027716571551265,2,Kiara,80.50271739130434,2.0,-13.881960586666667,0.18406374276317822,-0.008085175212455447,0.06886962329466337,0.31117359029544556,32.28352620333333,104.83446889666668
4.477671376583086,2,Kiara,49.932065217391305,3.0,-14.61227650111111,0.0868390494387901,-0.05246247222250495,0.09136000043078564,0.3039780759282178,4.173761667,-118.79714
4.073640909038086,2,Kiara,46.875,4.0,-18.092309625555558,0.012103165934306001,-0.04891674268421,0.09022464251862701,0.3000102200496,4.3643934479999995,-109.84140145
4.935688808142265,2,Kiara,46.875,5.0,-16.117163123,-0.0532409757980198,-0.007661938826145545,0.08640084368268316,0.277788364159901,4.456975298,-116.6865525
4.677006760920835,2,Kiara,57.291666666666664,6.0,-13.74567920111111,-0.10585195528996999,-0.01376227280523,0.1090749314184,0.293182643752,10.5556934835,19.97577583
4.305411766217574,2,Kiara,60.9375,7.0,-16.785231505555558,-0.07578132961948515,0.006387904353851486,0.04182003896155743,0.28066713198455445,4.9370871065,-32.033053831000004
4.128721465608281,2,Kiara,49.3421052631579,8.0,-14.363316334999999,-0.07995646952897001,0.020323418142924,0.11342717775601001,0.416018371655,3.385100459,-10.70180553
4.079466047895684,2,Kiara,58.59375,9.0,-13.968837466666667,-0.15536750904336633,0.00014433866377227796,0.05971246096080198,0.34417069077623763,3.806402643,37.975425115
4.132331009776706,2,Kiara,53.90625,10.0,-14.887034647777776,-0.1991427820150495,-0.0376263608899901,0.1056451708880891,0.33244405928316834,3.4633210965,-5.3502359035
4.1517688755656,2,Kiara,49.00568181818182,11.0,-16.462332765,-0.15999225654812,0.03941814916736,0.110822822049437,0.486060955178,2.614808051,-12.674374111
4.1794819353469865,2,Kiara,51.339285714285715,12.0,-13.865584875555555,-0.10946378697678219,0.147638327230198,0.02952707854690099,0.5767617559366336,3.3162988795,-157.40209199999998
4.143495064353917,2,Kiara,75.0,13.0,-14.100860596666667,-0.632885523142,0.441996580176,0.14510959655971,0.8096638486090001,3.2907635615,-128.5226041
4.063846610319301,2,Kiara,54.6875,14.0,-14.3831578592,-0.6665198831264356,0.5899498632480298,0.1521880232970099,0.9519090674603959,2.6419172404999998,-118.57620854999999
4.013938877976838,2,Kiara,53.04276315789474,15.0,-13.488802280222224,-0.455512430852,0.669203481853,0.215999578515167,0.8654489885540001,3.78081942,-74.43737295
3.5254285722918235,2,Kiara,58.59375,16.0,-13.141237651111112,-0.1235593998690693,0.701406166400396,0.25009082646544556,0.857834364140594,2.62842135,-66.859092565
1.7323884891408146,2,Kiara,61.197916666666664,17.0,-11.632945068555555,-0.034318963677288,0.658934948189,0.24814083418323002,0.776389593053,2.319797011,-92.453213885
0.6797063040715455,2,Kiara,51.0110294117647,18.0,-12.59031848,-0.05246877832985149,0.5778429615372198,0.2463905926273099,0.7229437963059406,13.941405455000002,-155.53528795
0.6142534481950911,2,Kiara,50.223214285714285,19.0,-12.601987274444445,-0.14039326014187128,0.5196241457683168,0.27462830222732676,0.7416214665346534,6.207768720500001,-75.07158869
0.9679487305006725,2,Kiara,71.69117647058823,20.0,-12.185154231111111,-0.16976403636600998,0.6010932749671,0.10601667975616999,0.784261711371,2.7300945665,-80.87818720499999
2.0847369909247164,2,Kiara,64.453125,21.0,-13.834675282222223,-0.12219929105948416,0.45832478520926734,0.19308648896935643,0.6140803918039603,1.6072401874,-7.890912969999995
4.159256142349273,2,Kiara,60.12228260869565,22.0,-13.549928888599998,-0.12146787649906,0.40531264605525,0.18527469389812,0.5608695833959,1.6986301393999998,-50.4038198545
4.247748939656817,2,Kiara,60.72443181818182,23.0,-10.102262825666667,-0.16415612103631685,0.4043224226977228,0.11628318980871287,0.6759788376970297,2.03619252245,29.700559749999996
4.344748825053804,2,Kiara,66.796875,24.0,-9.996182341555556,-0.17482815206299102,0.386457647225,0.03550769067615,0.5770688914000001,1.998197438,-95.35765979499999
4.157002109931977,2,Kiara,50.07102272727273,25.0,-15.795249202222221,-0.14784065735459406,0.32400880983623764,0.15783282108183763,0.47675060243069306,1.941730438,-94.05285918499999
4.17895369876292,2,Kiara,53.57142857142857,26.0,-15.766721755,-0.125716459647262,0.2908149045137,0.03490155660731,0.402936847192,3.1374765704999996,-102.39841815
4.289631539817592,2,Kiara,73.3695652173913,27.0,-12.751961403333333,-0.16382087376309903,0.2567078020120594,0.08054251253170297,0.41473158936435645,2.914640089,-123.7891436
4.3322081223109965,2,Kiara,57.12890625,28.0,-14.530954128888888,-0.21513383060874258,0.22097475217960397,0.1285468735959604,0.4073656384623763,2.270522969,-127.2718577
4.355729125112375,2,Kiara,60.9375,29.0,-14.914323695000002,-0.24617787473939998,0.2118026152309,0.13882134881607,0.41599754720199994,2.588302468,-121.2048199
4.493142811954408,2,Kiara,67.70833333333333,30.0,-13.324865036666667,-0.24764550496653467,0.21135760068153467,0.17490124882413863,0.4250181793821782,1.40245489295,-140.66468685
