BrightnessEV_mean,trial,experimenter,Peak-Frequency_mean,Sound pressure level (dB)_mean,Linear Acceleration x (m/s^2)_mean,Linear Acceleration y (m/s^2)_mean,Linear Acceleration z (m/s^2)_mean,Absolute acceleration (m/s^2)_mean,timestamp,Inclination (deg)_mean,Rotation (deg)_mean,Peak-Frequency_norm,Sound-pressure-level_norm,Linear-Acceleration-norm,heart_rate
4.574294452369078,2,Esmee,90.6929347826087,-21.30087421777777,-0.0033424712907499,0.0230388438971399,0.10453846271013,0.2814324877531,518.0,1.6181187515,-93.7032885,0.022661396574440055,0.49785264660806733,0.07859746185720047,67.05623938564321
4.60697549568918,2,Esmee,62.16032608695652,-23.34690247111111,0.075950789601152,0.019692546684594,-0.0148438690213267,0.2409409130511881,519.0,1.574402397,-50.32412924,0.00790513833992095,0.37409431160439405,0.05589006056109573,65.09435499053991
4.574199803432069,2,Esmee,54.6875,-20.399215619,0.0663295776169009,-0.0138150036624574,0.0013683931955445,0.2067889494087128,520.0,1.5251735515,-61.305242275000005,0.00404040404040404,0.5523913690058083,0.045816071954002835,67.0760330845098
4.648920230632865,2,Esmee,101.90217391304348,-16.589327536666666,-0.0228579686858,0.0823227883687999,0.0268417779388999,0.431253323646,521.0,0.7495902707,-40.31297138,0.028458498023715417,0.7828404866324813,0.06397489679079563,70.47505497439045
4.458407399725951,2,Esmee,123.046875,-20.03533855111111,-0.0761930278776336,-0.0546360284578752,0.1118583527888118,0.6844588504643564,522.0,2.9487014195,-88.119178095,0.03939393939393939,0.5744012410564906,0.11098126295193897,68.56854378417219
4.618686683254045,2,Esmee,99.8641304347826,-17.186805182222223,-0.08303338221494,-0.00056913288953,-0.066597763143,0.3266030176463,523.0,0.8563734894,-10.69696355,0.027404479578392614,0.7467007908607319,0.07805057310682019,70.13290366675119
4.735297978757814,2,Esmee,81.0546875,-20.844463394,-0.063937155683792,-0.0042741554385445,0.1622553018452574,0.6423030072732674,524.0,1.2584563882,139.4145773,0.017676767676767676,0.5254596180838367,0.13473102311122317,67.73689895543117
4.4578025432605815,2,Esmee,82.54076086956522,-20.199021586666667,-0.04320115735787,-0.01878537604261,-0.04090236691517,0.3532109156263,525.0,1.36138652005,-76.43200658500001,0.01844532279314888,0.5645005273612127,0.04133295023430046,67.47357638607193
4.475226966410958,2,Esmee,82.54076086956522,-22.782278185555555,-0.0556451287071405,0.0229761461571089,-0.018959996213297,0.2208329465973267,526.0,1.655667895,-80.29334759,0.01844532279314888,0.4082468025923129,0.041940783775244274,65.60339435717269
4.533348339554711,2,Esmee,65.4296875,-21.470386467,-0.030191311205902,0.024507857423682,0.0225591602501399,0.1851172671404,527.0,1.367890046,-93.15748753,0.009595959595959595,0.48759934062742255,0.02680477173027389,66.25754945329045
4.852896113875395,2,Esmee,66.23641304347827,-19.83187514,-0.2600894042186139,-0.0150782743432871,0.0204351445174257,0.3365325283128713,528.0,1.729249937,-114.47773531,0.010013175230566537,0.5867081546840299,0.20713706140650343,68.89785785207172
4.5309200264219305,2,Esmee,59.5703125,-16.773802373333336,-0.2785672970219,-0.01156733476596,0.02751328387395,0.4337069696209999,529.0,2.294025549,-145.0069022,0.0065656565656565654,0.7716821369866506,0.2228352073303983,71.17418043379612
4.506645745801176,2,Esmee,66.23641304347827,-17.189757537777776,-0.5068371115564356,-0.0159267067820396,-0.2022261964888089,0.6323952262732674,530.0,3.3222203895,-153.41390105,0.010013175230566537,0.7465222114069542,0.4443331935704623,72.71319559005848
4.768314090935167,2,Esmee,57.6171875,-20.772188851000003,-0.3664089839018,-0.07024979809577,0.08935063580321,0.472648114676,531.0,4.6674005765,-160.67884575,0.005555555555555556,0.5298312962804886,0.3090726275453769,68.94166768683999
5.056409867769906,2,Esmee,59.10326086956522,-19.942570006666667,-0.407094265600198,-0.0235712581073663,0.0396715056117623,0.6082058498564357,532.0,3.172798706,-150.0839711,0.00632411067193676,0.5800125421626479,0.33079928946518516,69.73302703511199
5.003149996332484,2,Esmee,81.0546875,-18.120167650000003,-0.2066902699246534,-0.0252800258287524,0.0597001181289514,0.2704918366663366,533.0,2.968621141,-153.5467039,0.017676767676767676,0.6902443930671486,0.16987651843733734,69.99548021783984
4.933254455225693,2,Esmee,74.38858695652173,-16.033918212222222,-0.13048163324021,-0.04531582190402,0.016173065202804,0.2537431920532,534.0,2.3653666405,-140.5436883,0.014229249011857705,0.8164355912586151,0.10524353156305853,70.923760327845
4.960411950206106,2,Esmee,121.26358695652172,-15.021222518111111,-0.2262353944077534,-0.0189977425987495,0.0456191660156287,0.3273103830976238,535.0,2.5383465655000004,-161.56550950000002,0.03847167325428194,0.877690626600574,0.18233649689250506,72.76041295943257
