"Frequency (Hz)","Absolute Amplitude (a.u.)"
1.917187500E4,1.951011054E-2
1.919531250E4,2.401228638E-2
1.921875000E4,2.070055059E-2
1.924218750E4,2.697744515E-2
1.926562500E4,2.428519131E-2
1.928906250E4,2.178300722E-2
1.931250000E4,1.828425510E-2
1.933593750E4,1.091410670E-2
1.935937500E4,1.330180240E-2
1.938281250E4,1.972761239E-2
1.940625000E4,1.443013031E-2
1.942968750E4,2.505403745E-2
1.945312500E4,1.561736308E-2
1.947656250E4,1.757596973E-2
1.950000000E4,1.285801446E-2
1.952343750E4,2.148685402E-2
1.954687500E4,1.898205826E-2
1.957031250E4,2.380541291E-2
1.959375000E4,2.781761881E-2
1.961718750E4,2.455810355E-2
1.964062500E4,1.801662457E-2
1.966406250E4,2.156294755E-2
1.968750000E4,2.043450081E-2
1.971093750E4,1.585723824E-2
1.973437500E4,1.801516274E-2
1.975781250E4,1.374262284E-2
1.978125000E4,1.535305264E-2
1.980468750E4,2.128741992E-2
1.982812500E4,2.033359667E-2
1.985156250E4,2.107000565E-2
1.987500000E4,1.846645479E-2
1.989843750E4,2.007089171E-2
1.992187500E4,1.412121316E-2
1.994531250E4,1.500796141E-2
1.996875000E4,2.348880536E-2
1.999218750E4,2.183731816E-2
2.001562500E4,2.216457574E-2
2.003906250E4,1.964475226E-2
2.006250000E4,2.129162739E-2
2.008593750E4,2.045078986E-2
2.010937500E4,2.058773142E-2
2.013281250E4,1.922081772E-2
2.015625000E4,2.021716028E-2
2.017968750E4,1.950176466E-2
2.020312500E4,1.973919292E-2
2.022656250E4,1.975056308E-2
2.025000000E4,1.978321292E-2
2.027343750E4,1.974275801E-2
2.029687500E4,1.961619594E-2
2.032031250E4,1.960193884E-2
2.034375000E4,1.958557413E-2
2.036718750E4,1.956525603E-2
2.039062500E4,1.953342457E-2
2.041406250E4,1.952450027E-2
2.043750000E4,1.950327593E-2
2.046093750E4,1.948549786E-2
2.048437500E4,1.947192054E-2
2.050781250E4,1.944743463E-2
2.053125000E4,1.943552945E-2
2.055468750E4,1.941648066E-2
2.057812500E4,1.940425275E-2
2.060156250E4,1.939025765E-2
2.062500000E4,1.937758184E-2
2.064843750E4,1.936213284E-2
2.067187500E4,1.935276626E-2
2.069531250E4,1.934055075E-2
2.071875000E4,1.933024836E-2
2.074218750E4,1.931765740E-2
2.076562500E4,1.930572490E-2
2.078906250E4,1.929578178E-2
2.081250000E4,1.928549076E-2
2.083593750E4,1.927619316E-2
2.085937500E4,1.926555909E-2
2.088281250E4,1.925689055E-2
2.090625000E4,1.924679370E-2
2.092968750E4,1.923833888E-2
2.095312500E4,1.922855173E-2
2.097656250E4,1.922023352E-2
2.100000000E4,1.921138905E-2
2.102343750E4,1.920230986E-2
2.104687500E4,1.919648685E-2
2.107031250E4,1.918764279E-2
2.109375000E4,1.917803252E-2
2.111718750E4,1.917029757E-2
2.114062500E4,1.916141961E-2
2.116406250E4,1.915595535E-2
2.118750000E4,1.914766617E-2
2.121093750E4,1.914040470E-2
2.123437500E4,1.913392960E-2
2.125781250E4,1.912606713E-2
2.128125000E4,1.911804071E-2
2.130468750E4,1.911166404E-2
2.132812500E4,1.910560970E-2
2.135156250E4,1.909753318E-2
2.137500000E4,1.909150904E-2
2.139843750E4,1.908500066E-2
2.142187500E4,1.907825184E-2
2.144531250E4,1.907205449E-2
2.146875000E4,1.906572923E-2
2.149218750E4,1.905930604E-2
2.151562500E4,1.905388974E-2
2.153906250E4,1.904785037E-2
2.156250000E4,1.904211431E-2
2.158593750E4,1.903580992E-2
2.160937500E4,1.903062964E-2
2.163281250E4,1.902352240E-2
2.165625000E4,1.901976229E-2
2.167968750E4,1.901339771E-2
2.170312500E4,1.900604650E-2
2.172656250E4,1.900349489E-2
2.175000000E4,1.899741927E-2
2.177343750E4,1.899124584E-2
2.179687500E4,1.898826141E-2
2.182031250E4,1.898078260E-2
2.184375000E4,1.897622146E-2
2.186718750E4,1.897155811E-2
2.189062500E4,1.896738932E-2
2.191406250E4,1.896266400E-2
2.193750000E4,1.895730046E-2
2.196093750E4,1.895287638E-2
2.198437500E4,1.894888416E-2
2.200781250E4,1.894335367E-2
2.203125000E4,1.893946047E-2
2.205468750E4,1.893490118E-2
2.207812500E4,1.893029224E-2
2.210156250E4,1.892574437E-2
2.212500000E4,1.892123929E-2
2.214843750E4,1.891547199E-2
2.217187500E4,1.891263173E-2
2.219531250E4,1.890956562E-2
2.221875000E4,1.890648504E-2
2.224218750E4,1.890216456E-2
2.226562500E4,1.889797567E-2
2.228906250E4,1.889256198E-2
2.231250000E4,1.889067280E-2
2.233593750E4,1.888552262E-2
2.235937500E4,1.888374913E-2
2.238281250E4,1.887848423E-2
2.240625000E4,1.887694352E-2
2.242968750E4,1.887221198E-2
2.245312500E4,1.886808076E-2
2.247656250E4,1.886523379E-2
2.250000000E4,1.886246446E-2
2.252343750E4,1.886028179E-2
2.254687500E4,1.885753405E-2
2.257031250E4,1.885251882E-2
2.259375000E4,1.885044505E-2
2.261718750E4,1.884682018E-2
2.264062500E4,1.884303993E-2
2.266406250E4,1.883914302E-2
2.268750000E4,1.883639647E-2
2.271093750E4,1.883458836E-2
2.273437500E4,1.883040284E-2
2.275781250E4,1.882942253E-2
2.278125000E4,1.882695872E-2
2.280468750E4,1.882529219E-2
2.282812500E4,1.882126976E-2
2.285156250E4,1.881928574E-2
2.287500000E4,1.881575473E-2
2.289843750E4,1.881240403E-2
2.292187500E4,1.881186439E-2
2.294531250E4,1.880897538E-2
2.296875000E4,1.880651985E-2
2.299218750E4,1.880439388E-2
2.301562500E4,1.880334487E-2
2.303906250E4,1.879995603E-2
2.306250000E4,1.879994327E-2
2.308593750E4,1.879538815E-2
2.310937500E4,1.879575292E-2
2.313281250E4,1.879260165E-2
2.315625000E4,1.879177561E-2
2.317968750E4,1.878749475E-2
2.320312500E4,1.878854511E-2
2.322656250E4,1.878548539E-2
2.325000000E4,1.878448082E-2
2.327343750E4,1.878266745E-2
2.329687500E4,1.878157805E-2
2.332031250E4,1.878136074E-2
2.334375000E4,1.877925100E-2
2.336718750E4,1.877860723E-2
2.339062500E4,1.877588182E-2
2.341406250E4,1.877400117E-2
2.343750000E4,1.877225687E-2
2.346093750E4,1.877220230E-2
2.348437500E4,1.877089931E-2
2.350781250E4,1.876985004E-2
2.353125000E4,1.876865208E-2
2.355468750E4,1.876752641E-2
2.357812500E4,1.876756311E-2
2.360156250E4,1.876648575E-2
2.362500000E4,1.876522697E-2
2.364843750E4,1.876471080E-2
2.367187500E4,1.876422153E-2
2.369531250E4,1.876319024E-2
2.371875000E4,1.876289996E-2
2.374218750E4,1.876135834E-2
2.376562500E4,1.876232586E-2
2.378906250E4,1.876071186E-2
2.381250000E4,1.876031248E-2
2.383593750E4,1.876048964E-2
2.385937500E4,1.876033503E-2
2.388281250E4,1.875979949E-2
2.390625000E4,1.875903174E-2
2.392968750E4,1.876085438E-2
2.395312500E4,1.875903198E-2
2.397656250E4,1.875946727E-2
