"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.717746992119352E9,"2024-06-07 09:56:32.119 UTC+02:00"
"PAUSE",6.067986353333399E2,1.717747598917473E9,"2024-06-07 10:06:38.917 UTC+02:00"
"START",6.067986353333399E2,1.717747808819887E9,"2024-06-07 10:10:08.820 UTC+02:00"
"PAUSE",6.108155247500108E2,1.717747812836773E9,"2024-06-07 10:10:12.837 UTC+02:00"
