"Time (s)","Sound pressure level (dB)"
0.000000000E0,-2.178936287E1
1.663184166E-1,NaN
2.738220834E-1,-2.502288878E1
3.817407500E-1,-2.170946164E1
4.905047084E-1,-2.262216326E1
5.988315416E-1,-2.521538536E1
7.071664166E-1,-2.322668030E1
8.150677916E-1,-2.421852641E1
9.234454583E-1,-2.305020009E1
1.031787750E0,-2.267343992E1
1.134780167E0,-2.409578113E1
1.243493042E0,-2.484497671E1
1.351727542E0,-2.340375611E1
1.456781875E0,-2.283655269E1
1.565509458E0,-2.042309335E1
1.673900167E0,-1.963642398E1
1.776893125E0,-2.028935113E1
1.887654042E0,-1.749819997E1
1.998379375E0,-1.869421140E1
2.107180750E0,-2.218657395E1
2.210226500E0,-1.922263645E1
2.315110167E0,-1.876988016E1
2.423421375E0,-2.108270791E1
2.531648458E0,-2.184402621E1
2.640528125E0,-1.923178114E1
2.748398125E0,-2.057458058E1
2.857215417E0,-2.022712233E1
2.965508375E0,-1.949785852E1
3.073890958E0,-1.925055361E1
3.182254375E0,-1.658495251E1
3.290595792E0,-1.968109902E1
3.398449833E0,-1.923828839E1
3.507260792E0,-1.947744471E1
3.615109500E0,-2.110070747E1
3.723807375E0,-2.248465191E1
3.831859708E0,-2.258581871E1
3.940100625E0,-2.251140376E1
4.048396292E0,-2.350074931E1
4.156770458E0,-2.218881771E1
4.265208500E0,-2.277962527E1
4.366945792E0,-2.212975010E1
4.476791667E0,-2.282343158E1
4.581739042E0,-2.309074427E1
4.690079083E0,-2.168318215E1
4.798797000E0,-2.284475496E1
4.900892750E0,-2.195049084E1
5.010119042E0,-2.176156910E1
5.115120542E0,-2.246321916E1
5.216938292E0,-2.273770155E1
5.324419458E0,-2.139997941E1
5.431736833E0,-2.044562318E1
5.542233625E0,-2.073650112E1
5.648333208E0,-2.267822369E1
5.758679792E0,-2.363050609E1
5.865059083E0,-2.193655615E1
5.976189375E0,-2.339396550E1
6.081654333E0,-2.475436150E1
6.190977333E0,-2.370762302E1
6.298417250E0,-2.441517287E1
6.407428750E0,-2.299247146E1
6.515056833E0,-2.098975436E1
6.624031333E0,-2.155113229E1
6.731775083E0,-2.315421957E1
6.842650417E0,-2.061473563E1
6.951025750E0,-2.478073600E1
7.059232417E0,-2.353635851E1
7.165100333E0,-2.394441475E1
7.275928833E0,-2.412947292E1
7.381757792E0,-2.189380078E1
7.492613958E0,-2.307420491E1
7.598441458E0,-2.525064613E1
7.709309417E0,-2.104320147E1
7.815145750E0,-2.452105771E1
7.925940042E0,-2.130415347E1
8.031788000E0,-2.164321827E1
8.142570375E0,-1.932589845E1
8.248416875E0,-2.301276627E1
8.359295708E0,-2.073758153E1
8.465116875E0,-2.118707278E1
8.575921750E0,-2.467799052E1
8.686165250E0,-2.535675204E1
8.792625042E0,-2.246710422E1
8.898412417E0,-2.226748883E1
9.007260708E0,-2.170025521E1
9.115124667E0,-2.091272622E1
9.223961042E0,-2.027992116E1
9.331783667E0,-2.111791789E1
9.440554708E0,-1.548394945E1
9.548424542E0,-1.701885160E1
9.657149333E0,-1.860052391E1
9.765071708E0,-1.965027976E1
9.873946750E0,-2.275068284E1
9.981766417E0,-2.459165322E1
1.009060804E1,-2.343299693E1
1.020008704E1,-1.896082608E1
1.030728108E1,-1.310509181E1
1.041511496E1,-1.704680012E1
1.052394625E1,-1.936999980E1
1.063175600E1,-2.050970160E1
1.074056483E1,-2.401197379E1
1.084839375E1,-2.519665355E1
1.095952825E1,-2.274392705E1
1.106797625E1,-2.078960188E1
1.117394812E1,-2.424041787E1
1.128170758E1,-2.345093065E1
1.139060204E1,-2.227879302E1
1.149843925E1,-2.227248370E1
1.160725883E1,-2.300351544E1
1.171513196E1,-2.418056716E1
1.182389246E1,-2.190836308E1
1.193179146E1,-2.011399349E1
1.204054846E1,-2.349137498E1
1.214843712E1,-2.186183788E1
1.225724217E1,-2.359936670E1
1.236512733E1,-2.434347134E1
1.247587442E1,-2.462079357E1
1.258224629E1,-2.224956001E1
1.269057804E1,-2.328517101E1
1.279844867E1,-2.195665860E1
1.290727412E1,-2.229949028E1
1.301510425E1,-2.106582457E1
1.312392929E1,-2.172484574E1
1.323181504E1,-2.019077680E1
1.334060046E1,-2.152222438E1
1.344842471E1,-2.100686130E1
1.355678583E1,-2.195814815E1
1.366507604E1,-2.063189729E1
1.377591208E1,-2.079475822E1
1.388168892E1,-2.069753136E1
1.399258363E1,-2.038320848E1
1.409846975E1,-2.189530857E1
1.420925304E1,-2.009619478E1
1.431844246E1,-1.843099931E1
1.442874875E1,-1.909403090E1
1.453520267E1,-1.870538932E1
1.464579458E1,-1.992870586E1
1.475679492E1,-1.922939667E1
1.486503983E1,-2.010702638E1
1.497382792E1,-1.872994551E1
1.508182779E1,-1.689673969E1
1.519177233E1,-1.992531660E1
1.530109062E1,-1.921412560E1
1.540724987E1,-1.800410195E1
1.551510329E1,-2.004740075E1
1.562396379E1,-2.051331572E1
1.573178317E1,-2.007937447E1
1.584055358E1,-2.049120264E1
1.594839796E1,-1.965723918E1
1.605724308E1,-2.028056604E1
1.616747642E1,-2.048079767E1
1.627390558E1,-2.052119633E1
1.638176937E1,-1.865069987E1
1.649058658E1,-1.766969826E1
1.659844392E1,-1.512608057E1
1.670727562E1,-1.659184577E1
1.681563750E1,-1.877348446E1
1.692394671E1,-1.902294433E1
1.703177379E1,-1.668327273E1
1.714056038E1,-1.370665014E1
1.724842104E1,-1.474979306E1
1.735724308E1,-1.687053684E1
1.746509204E1,-1.825325173E1
1.757392421E1,-1.899086738E1
1.768173554E1,-2.113773224E1
1.779061358E1,-1.962792739E1
1.789842596E1,-1.962502566E1
1.800724154E1,-1.577094751E1
1.811514987E1,-1.229466192E1
1.822394342E1,-1.760402962E1
1.833178367E1,-1.844602288E1
1.844058112E1,-1.388251683E1
1.854839512E1,-1.056176388E1
1.865912771E1,-1.086280239E1
1.876508354E1,-1.551269862E1
1.887392838E1,-1.689625415E1
1.898175833E1,-1.868828358E1
1.909010346E1,-1.812524019E1
1.920014521E1,-1.710304166E1
1.930682154E1,-1.841044360E1
1.941515767E1,-1.675643504E1
1.951928446E1,-1.781856005E1
1.962887562E1,-1.847135571E1
1.973181350E1,-1.814414414E1
1.983681454E1,-1.705169549E1
1.994524192E1,-1.634348302E1
2.004839938E1,-1.724081102E1
2.015682058E1,-1.627127600E1
2.026509075E1,-1.617608723E1
2.037511004E1,-1.729850871E1
2.048174667E1,-1.749487935E1
2.059160908E1,-1.683187979E1
2.069887333E1,-1.754318212E1
2.080978558E1,-1.439135316E1
2.091506250E1,-1.451455172E1
2.102391762E1,-1.466280889E1
2.113176479E1,-1.741088399E1
2.124056133E1,-1.757431323E1
2.134959854E1,-1.525934558E1
2.146057054E1,-1.560030538E1
2.156745542E1,-1.745371917E1
2.167340450E1,-1.631066199E1
2.178173717E1,-1.622489608E1
2.189165237E1,-1.125418537E1
2.199652388E1,-1.312687205E1
2.210679421E1,-1.526358055E1
2.221510054E1,-1.356398860E1
2.232343246E1,-1.365667268E1
2.242881946E1,-1.585302818E1
2.253699946E1,-1.630255783E1
2.264012112E1,NaN
2.274841125E1,-1.593477964E1
2.285680946E1,-1.680214915E1
2.296208462E1,-1.536712445E1
2.306511242E1,-1.572039723E1
2.317340821E1,-1.535931710E1
2.328177304E1,-1.474086438E1
2.339012071E1,-1.271548026E1
2.349844204E1,-1.406158194E1
2.360683446E1,-1.448637967E1
2.371513887E1,-1.475437367E1
2.382340504E1,-1.518518067E1
2.393182688E1,-1.487736060E1
2.403946912E1,-1.700035196E1
2.414837575E1,-1.705777589E1
2.425675592E1,-1.975817974E1
2.436514738E1,-1.879274276E1
2.447635354E1,-1.788764368E1
2.458182654E1,-1.610807681E1
2.469003362E1,-1.634250914E1
2.479837492E1,-1.696045769E1
2.490431912E1,-1.716436660E1
2.501508121E1,-1.766999277E1
2.512012083E1,-1.699992378E1
2.522888008E1,-1.947662066E1
2.533505075E1,-1.983265904E1
2.544135646E1,-2.074900890E1
2.554837900E1,-1.977250955E1
2.565236433E1,-1.941471030E1
2.575676146E1,-1.920745577E1
2.586506692E1,-2.141153031E1
2.597586733E1,-1.928792598E1
2.608174983E1,-2.053317472E1
2.619263496E1,-1.962345611E1
2.629843050E1,-1.945733103E1
2.640723233E1,-2.026405843E1
2.651510737E1,-2.027850539E1
2.662395558E1,-1.958346637E1
2.673180321E1,-2.051152014E1
2.684060062E1,-2.006185834E1
2.694943350E1,-1.676297394E1
2.705724237E1,-1.802799860E1
2.716509425E1,-1.907929469E1
2.727391892E1,-1.918490861E1
2.738173379E1,-1.799970590E1
2.749263625E1,-1.815374012E1
2.759844554E1,-1.855773625E1
2.770924925E1,-1.871094651E1
2.781515713E1,-1.867617580E1
2.792595629E1,-1.869459663E1
2.803178900E1,-1.829603959E1
2.814056350E1,-1.689635351E1
2.824842304E1,-1.771622701E1
2.835724400E1,-1.805740785E1
2.846510762E1,-1.833419442E1
2.857384337E1,-1.932642786E1
2.868183450E1,-1.908651092E1
2.879057908E1,-1.809279322E1
2.889842162E1,-1.929196318E1
2.900724683E1,-1.917428702E1
2.911512788E1,-1.932699445E1
2.922393696E1,-2.217729749E1
2.933179646E1,-2.134602550E1
2.944056979E1,-2.283513030E1
2.954839775E1,-2.197303330E1
2.965724167E1,-2.059412651E1
2.976508104E1,-2.112868717E1
2.987395817E1,-2.126441365E1
2.998175683E1,-2.386496842E1
3.009260583E1,-2.136086786E1
3.020012508E1,-2.034252053E1
3.030924142E1,-2.039992542E1
3.041509425E1,-2.101693559E1
3.052392492E1,-1.992371190E1
3.063177600E1,-1.958446000E1
3.074056283E1,-2.080267384E1
3.084839221E1,-2.005169497E1
3.095722933E1,-2.050802146E1
3.106508075E1,-2.083920119E1
3.117341542E1,-1.613911561E1
3.128180108E1,-2.060331508E1
3.139117737E1,-2.073029246E1
3.149890462E1,-2.186149158E1
3.160119167E1,-1.969472060E1
3.171224046E1,-1.637618004E1
3.181512208E1,-1.949929573E1
3.192341746E1,-1.807604478E1
3.203179496E1,-2.228744059E1
3.214007779E1,-2.106470122E1
3.224841425E1,-2.102903520E1
3.235832663E1,-1.994263082E1
3.246502125E1,-2.039557161E1
3.257339129E1,-2.003389795E1
3.268177829E1,-2.055998594E1
3.279016342E1,-1.934691419E1
3.289839496E1,-2.179585485E1
3.300583942E1,-2.253890031E1
3.311509662E1,-2.178894742E1
3.322344792E1,-2.298235920E1
3.333178137E1,-2.203876953E1
3.344115496E1,-2.214483736E1
3.354343987E1,NaN
3.364842429E1,-2.178679901E1
3.375671896E1,-1.439872775E1
3.386763942E1,-1.218005571E1
3.397384400E1,-1.996171802E1
3.408176833E1,-2.031049503E1
3.419100008E1,-1.549882844E1
3.429852233E1,-2.061973458E1
3.440738392E1,-1.855562862E1
3.451503717E1,-1.914636503E1
3.462348267E1,-2.019782713E1
3.472883487E1,-1.641738806E1
3.483181037E1,-2.106813981E1
3.493864217E1,-1.878718655E1
3.504841754E1,-2.018933397E1
3.515407029E1,-1.258964224E1
3.526502504E1,-1.517139751E1
3.536697267E1,-1.894348790E1
3.547084554E1,-1.210806363E1
3.558174271E1,-1.259452787E1
3.568665983E1,-1.382960892E1
3.579010083E1,-1.289990356E1
3.589841154E1,-1.519152345E1
3.600678283E1,-2.082662617E1
3.611506704E1,-1.628903617E1
3.622076304E1,-1.718986042E1
3.633177146E1,-1.246042671E1
3.643780450E1,-1.873256514E1
3.654833617E1,-1.829014187E1
3.665946650E1,-2.293894852E1
3.676504292E1,-2.273165814E1
3.687392950E1,-1.456426284E1
3.698180575E1,-1.288485346E1
3.709010787E1,-1.976565960E1
3.720011604E1,-1.955311242E1
3.730675642E1,-1.430136937E1
3.741507775E1,-1.793660096E1
3.751863700E1,-1.928905937E1
3.762882162E1,-1.827401209E1
3.773177225E1,-2.288798353E1
3.784291429E1,-2.085577216E1
3.795228658E1,-1.588912629E1
