"Time (s)","Peak-Frequency"
7.155905833E-1,1.757812500E3
7.582572500E-1,1.757812500E3
8.190954167E-1,1.757812500E3
9.214681667E-1,1.757812500E3
9.641348333E-1,1.757812500E3
1.006801500E0,4.687500000E1
1.049468167E0,1.875000000E2
1.092134833E0,1.875000000E2
1.134801500E0,4.687500000E1
1.177468167E0,2.203125000E3
1.220134833E0,2.203125000E3
1.262801500E0,2.203125000E3
1.305468167E0,7.031250000E1
1.348134833E0,1.757812500E3
1.390801500E0,1.757812500E3
1.433468167E0,1.757812500E3
1.476134833E0,1.757812500E3
1.518801500E0,1.757812500E3
1.561468167E0,2.203125000E3
1.604134833E0,2.203125000E3
1.646801500E0,2.203125000E3
1.689468167E0,1.640625000E2
1.732134833E0,1.640625000E2
1.826161000E0,1.640625000E2
1.933655833E0,1.640625000E2
1.976322500E0,1.757812500E3
2.018989167E0,1.757812500E3
2.061655833E0,1.757812500E3
2.104322500E0,1.757812500E3
2.146989167E0,1.757812500E3
2.189655833E0,2.203125000E3
2.232322500E0,2.203125000E3
2.274989167E0,4.687500000E1
2.340499708E0,4.687500000E1
2.383166375E0,2.203125000E3
2.425833042E0,1.171875000E2
2.468499708E0,1.171875000E2
2.511166375E0,1.171875000E2
2.553833042E0,1.757812500E3
2.596499708E0,1.757812500E3
2.680157625E0,1.757812500E3
2.722824292E0,1.757812500E3
2.765490958E0,2.203125000E3
2.846584875E0,2.203125000E3
2.947022500E0,2.203125000E3
2.989689167E0,2.203125000E3
3.032355833E0,2.203125000E3
3.075022500E0,2.203125000E3
3.117689167E0,1.757812500E3
3.160355833E0,1.757812500E3
3.203022500E0,1.757812500E3
3.245689167E0,1.757812500E3
3.292874042E0,1.757812500E3
3.430206042E0,1.757812500E3
3.472872708E0,2.203125000E3
3.515539375E0,2.203125000E3
3.558206042E0,2.203125000E3
3.600872708E0,2.203125000E3
3.643539375E0,2.203125000E3
3.686206042E0,7.031250000E1
3.728872708E0,9.375000000E1
3.771539375E0,1.757812500E3
3.814206042E0,1.757812500E3
3.856872708E0,1.406250000E2
3.899539375E0,1.757812500E3
3.942206042E0,2.203125000E3
3.984872708E0,2.203125000E3
4.027539375E0,2.203125000E3
4.070206042E0,2.203125000E3
4.112872708E0,2.203125000E3
4.155539375E0,2.203125000E3
4.198206042E0,1.757812500E3
4.240872708E0,7.031250000E1
4.283539375E0,1.757812500E3
4.326206042E0,1.171875000E2
4.368872708E0,1.171875000E2
4.411539375E0,1.757812500E3
4.454206042E0,1.406250000E2
4.496872708E0,2.203125000E3
4.539539375E0,2.203125000E3
4.582206042E0,2.203125000E3
4.624872708E0,2.203125000E3
4.667539375E0,4.687500000E1
4.710206042E0,4.687500000E1
4.752872708E0,4.687500000E1
4.795539375E0,7.031250000E1
4.838206042E0,1.640625000E2
4.880872708E0,4.687500000E1
4.923539375E0,1.171875000E2
4.966206042E0,9.375000000E1
5.008872708E0,4.687500000E1
5.051539375E0,7.031250000E1
5.094206042E0,4.687500000E1
5.136872708E0,9.375000000E1
5.179539375E0,1.406250000E2
5.222206042E0,7.031250000E1
5.264872708E0,7.031250000E1
5.307539375E0,7.031250000E1
5.350206042E0,4.687500000E1
5.392872708E0,4.687500000E1
5.435539375E0,7.031250000E1
5.478206042E0,4.687500000E1
5.520872708E0,1.640625000E2
5.563539375E0,4.687500000E1
5.606206042E0,4.687500000E1
5.648872708E0,1.406250000E2
5.691539375E0,4.687500000E1
5.734206042E0,4.687500000E1
5.776872708E0,4.687500000E1
5.819539375E0,9.375000000E1
5.862206042E0,1.171875000E2
5.904872708E0,1.640625000E2
5.947539375E0,7.031250000E1
5.990206042E0,9.375000000E1
6.032872708E0,9.375000000E1
6.075539375E0,1.406250000E2
6.118206042E0,4.687500000E1
6.160872708E0,2.203125000E3
6.203539375E0,1.171875000E2
6.246206042E0,1.875000000E2
6.288872708E0,1.640625000E2
6.331539375E0,4.687500000E1
6.374206042E0,7.031250000E1
6.416872708E0,3.515625000E2
6.459539375E0,4.687500000E1
6.502206042E0,4.687500000E1
6.544872708E0,4.687500000E1
6.587539375E0,3.515625000E2
6.630206042E0,4.687500000E1
6.672872708E0,9.375000000E1
6.715539375E0,7.031250000E1
6.758206042E0,7.031250000E1
6.800872708E0,2.203125000E3
6.843539375E0,4.687500000E1
6.886206042E0,7.031250000E1
6.928872708E0,4.687500000E1
6.971539375E0,3.515625000E2
7.014206042E0,3.515625000E2
7.056872708E0,1.875000000E2
7.099539375E0,4.687500000E1
7.142206042E0,4.687500000E1
7.184872708E0,1.406250000E2
7.227539375E0,3.515625000E2
7.270206042E0,1.406250000E2
7.312872708E0,2.203125000E3
7.355539375E0,9.375000000E1
7.398206042E0,4.687500000E1
7.440872708E0,4.687500000E1
7.483539375E0,9.375000000E1
7.526206042E0,7.031250000E1
7.568872708E0,4.687500000E1
7.611539375E0,4.687500000E1
7.654206042E0,2.203125000E3
7.696872708E0,2.203125000E3
7.739539375E0,2.203125000E3
7.782206042E0,1.406250000E2
7.824872708E0,1.406250000E2
7.867539375E0,1.757812500E3
7.910206042E0,1.406250000E2
7.952872708E0,1.406250000E2
7.995539375E0,1.406250000E2
8.038206042E0,1.757812500E3
8.080872708E0,1.757812500E3
8.123539375E0,1.171875000E2
8.166206042E0,7.031250000E1
8.208872708E0,2.203125000E3
8.251539375E0,2.203125000E3
8.294206042E0,2.203125000E3
8.336872708E0,2.203125000E3
8.379539375E0,1.757812500E3
8.422206042E0,1.757812500E3
8.464872708E0,7.031250000E1
8.507539375E0,1.757812500E3
8.550206042E0,7.031250000E1
8.592872708E0,1.757812500E3
8.635539375E0,1.171875000E2
8.678206042E0,1.406250000E2
8.720872708E0,4.687500000E1
8.763539375E0,9.375000000E1
8.806206042E0,4.687500000E1
8.848872708E0,1.406250000E2
8.891539375E0,1.875000000E2
8.934206042E0,4.687500000E1
8.976872708E0,7.031250000E1
9.019539375E0,4.687500000E1
9.062206042E0,7.031250000E1
9.104872708E0,9.375000000E1
9.147539375E0,1.171875000E2
9.190206042E0,7.031250000E1
9.232872708E0,1.875000000E2
9.275539375E0,4.687500000E1
9.318206042E0,1.875000000E2
9.360872708E0,9.375000000E1
9.403539375E0,4.687500000E1
9.446206042E0,1.406250000E2
9.488872708E0,1.171875000E2
9.531539375E0,7.031250000E1
9.574206042E0,1.640625000E2
9.616872708E0,4.687500000E1
9.659539375E0,7.031250000E1
9.702206042E0,9.375000000E1
9.744872708E0,7.031250000E1
9.787539375E0,7.031250000E1
9.830206042E0,1.406250000E2
9.872872708E0,7.031250000E1
9.915539375E0,7.031250000E1
9.958206042E0,4.687500000E1
1.000087271E1,1.406250000E2
1.004353938E1,9.375000000E1
1.008620604E1,9.375000000E1
1.012887271E1,4.687500000E1
1.017153938E1,1.406250000E2
1.021420604E1,1.406250000E2
1.025687271E1,7.031250000E1
1.029953938E1,7.031250000E1
1.034220604E1,4.687500000E1
1.038487271E1,1.875000000E2
1.042753938E1,4.687500000E1
1.047020604E1,4.687500000E1
1.051287271E1,7.031250000E1
1.055553938E1,9.375000000E1
1.059820604E1,7.031250000E1
1.064087271E1,7.031250000E1
1.068353938E1,7.031250000E1
1.072620604E1,4.687500000E1
1.076887271E1,1.875000000E2
1.081153938E1,7.031250000E1
1.085420604E1,9.375000000E1
1.089687271E1,7.031250000E1
1.093953938E1,3.515625000E2
1.098220604E1,4.687500000E1
1.102487271E1,4.687500000E1
1.106753938E1,9.375000000E1
1.111020604E1,1.406250000E2
1.115287271E1,4.687500000E1
1.119553938E1,9.375000000E1
1.123820604E1,4.687500000E1
1.128087271E1,1.171875000E2
1.132353938E1,1.171875000E2
1.136620604E1,1.406250000E2
1.140887271E1,9.375000000E1
1.145153938E1,4.687500000E1
1.149420604E1,2.343750000E2
1.153687271E1,4.687500000E1
1.157953938E1,4.687500000E1
1.162220604E1,1.875000000E2
1.166487271E1,1.406250000E2
1.170753938E1,1.875000000E2
1.175020604E1,1.406250000E2
1.179287271E1,9.375000000E1
1.183553938E1,1.406250000E2
1.187820604E1,1.875000000E2
1.192087271E1,1.875000000E2
1.196353938E1,4.687500000E1
1.200620604E1,4.687500000E1
1.204887271E1,7.031250000E1
1.209153938E1,4.687500000E1
1.213420604E1,4.687500000E1
1.217687271E1,4.687500000E1
1.221953938E1,1.406250000E2
1.226220604E1,7.031250000E1
1.230487271E1,4.687500000E1
1.234753938E1,1.875000000E2
1.239020604E1,1.406250000E2
1.243287271E1,1.875000000E2
1.247553938E1,7.031250000E1
1.251820604E1,1.406250000E2
1.256087271E1,1.406250000E2
1.260353938E1,1.406250000E2
1.264620604E1,1.406250000E2
1.268887271E1,1.875000000E2
1.273153938E1,1.875000000E2
1.277420604E1,1.875000000E2
1.281687271E1,1.406250000E2
1.285953938E1,1.171875000E2
1.290220604E1,4.687500000E1
1.294487271E1,9.375000000E1
1.298753938E1,7.031250000E1
1.303020604E1,9.375000000E1
1.307287271E1,1.640625000E2
1.311553938E1,4.687500000E1
1.315820604E1,1.171875000E2
1.320087271E1,1.171875000E2
1.324353938E1,7.031250000E1
1.328620604E1,4.687500000E1
1.332887271E1,9.375000000E1
1.337153938E1,4.687500000E1
1.341420604E1,4.687500000E1
1.345687271E1,9.375000000E1
1.349953938E1,4.687500000E1
1.354220604E1,1.171875000E2
1.358487271E1,7.031250000E1
1.362753938E1,4.687500000E1
1.367020604E1,7.031250000E1
1.371287271E1,1.640625000E2
1.375553938E1,7.031250000E1
1.379820604E1,1.640625000E2
1.384087271E1,4.687500000E1
1.388353938E1,3.515625000E2
1.392620604E1,4.687500000E1
1.396887271E1,1.875000000E2
1.401153938E1,1.875000000E2
1.405420604E1,7.031250000E1
1.409687271E1,4.687500000E1
1.413953938E1,7.031250000E1
1.418220604E1,1.875000000E2
1.422487271E1,1.171875000E2
1.426753938E1,7.031250000E1
1.431020604E1,4.687500000E1
1.435287271E1,1.406250000E2
1.439553938E1,4.687500000E1
1.443820604E1,7.031250000E1
1.448087271E1,9.375000000E1
1.452353938E1,1.171875000E2
1.456620604E1,7.031250000E1
1.460887271E1,7.031250000E1
1.465153938E1,4.687500000E1
1.469420604E1,1.171875000E2
1.473687271E1,7.031250000E1
1.477953938E1,9.375000000E1
1.482220604E1,7.031250000E1
1.486487271E1,1.171875000E2
1.490753938E1,1.640625000E2
1.495020604E1,1.171875000E2
1.499287271E1,7.031250000E1
1.503553938E1,9.375000000E1
1.507820604E1,7.031250000E1
1.512087271E1,4.687500000E1
1.516353938E1,4.687500000E1
1.520620604E1,9.375000000E1
1.524887271E1,1.875000000E2
1.529153938E1,1.171875000E2
1.533420604E1,4.687500000E1
1.537687271E1,9.375000000E1
1.541953938E1,1.171875000E2
1.546220604E1,1.875000000E2
1.550487271E1,1.171875000E2
1.554753938E1,9.375000000E1
1.559020604E1,9.375000000E1
1.563287271E1,7.031250000E1
1.567553938E1,9.375000000E1
1.571820604E1,1.875000000E2
1.576087271E1,1.406250000E2
1.580353938E1,1.406250000E2
1.584620604E1,7.031250000E1
1.588887271E1,1.171875000E2
1.593153938E1,7.031250000E1
1.597420604E1,7.031250000E1
1.601687271E1,9.375000000E1
1.605953938E1,1.406250000E2
1.610220604E1,7.031250000E1
1.614487271E1,4.687500000E1
1.618753938E1,7.031250000E1
1.623020604E1,1.875000000E2
1.627287271E1,1.875000000E2
1.631553938E1,1.406250000E2
1.635820604E1,1.406250000E2
1.640087271E1,1.406250000E2
1.644353938E1,1.171875000E2
1.648620604E1,1.406250000E2
1.652887271E1,1.406250000E2
1.657153938E1,1.406250000E2
1.661420604E1,1.406250000E2
1.665687271E1,1.406250000E2
1.669953938E1,1.406250000E2
1.674220604E1,1.406250000E2
1.678487271E1,1.406250000E2
1.682753938E1,4.687500000E1
1.687020604E1,1.875000000E2
1.691287271E1,1.875000000E2
1.695553938E1,7.031250000E1
1.699820604E1,4.687500000E1
1.704087271E1,1.171875000E2
1.708353938E1,7.031250000E1
1.712620604E1,4.687500000E1
1.716887271E1,7.031250000E1
1.721153938E1,7.031250000E1
1.725420604E1,1.875000000E2
1.729687271E1,1.875000000E2
1.733953938E1,1.171875000E2
1.738220604E1,4.687500000E1
1.742487271E1,1.875000000E2
1.746753938E1,1.875000000E2
1.751020604E1,7.031250000E1
1.755287271E1,4.687500000E1
1.759553938E1,7.031250000E1
1.763820604E1,4.687500000E1
1.768087271E1,4.687500000E1
1.772353938E1,7.031250000E1
1.776620604E1,1.406250000E2
1.780887271E1,4.687500000E1
1.785153938E1,7.031250000E1
1.789420604E1,7.031250000E1
1.793687271E1,7.031250000E1
1.797953938E1,7.031250000E1
1.802220604E1,4.687500000E1
1.806487271E1,1.640625000E2
1.810753938E1,4.687500000E1
1.815020604E1,7.031250000E1
1.819287271E1,4.687500000E1
1.823553938E1,7.031250000E1
1.827820604E1,4.687500000E1
1.832087271E1,1.406250000E2
1.836353938E1,1.875000000E2
1.840620604E1,9.375000000E1
1.844887271E1,1.171875000E2
1.849153938E1,7.031250000E1
1.853420604E1,3.515625000E2
1.857687271E1,1.171875000E2
1.861953938E1,7.031250000E1
1.866220604E1,9.375000000E1
1.870487271E1,4.687500000E1
1.874753938E1,4.687500000E1
1.879020604E1,9.375000000E1
1.883287271E1,1.406250000E2
1.887553938E1,1.406250000E2
1.891820604E1,1.406250000E2
1.896087271E1,1.406250000E2
1.900353938E1,1.406250000E2
1.904620604E1,4.687500000E1
1.908887271E1,1.406250000E2
1.913153938E1,1.640625000E2
1.917420604E1,4.687500000E1
1.921687271E1,1.875000000E2
1.925953938E1,1.640625000E2
1.930220604E1,9.375000000E1
1.934487271E1,7.031250000E1
1.938753938E1,9.375000000E1
1.943020604E1,4.687500000E1
1.947287271E1,9.375000000E1
1.951553938E1,7.031250000E1
1.955820604E1,1.171875000E2
1.960087271E1,7.031250000E1
1.964353938E1,1.875000000E2
1.968620604E1,1.875000000E2
1.972887271E1,1.406250000E2
1.977153938E1,7.031250000E1
1.981420604E1,1.875000000E2
1.985687271E1,4.687500000E1
1.989953938E1,4.687500000E1
1.994220604E1,4.687500000E1
1.998487271E1,4.687500000E1
2.002753938E1,4.687500000E1
2.007020604E1,1.875000000E2
2.011287271E1,9.375000000E1
2.015553937E1,7.031250000E1
2.019820604E1,4.687500000E1
2.024087271E1,1.406250000E2
2.028353937E1,1.171875000E2
2.032620604E1,7.031250000E1
2.036887271E1,4.687500000E1
2.041153937E1,1.406250000E2
2.045420604E1,4.687500000E1
2.049687271E1,1.406250000E2
2.053953937E1,1.406250000E2
2.058220604E1,1.875000000E2
2.062487271E1,1.875000000E2
2.066753937E1,1.406250000E2
2.071020604E1,1.640625000E2
2.075287271E1,7.031250000E1
2.079553937E1,4.687500000E1
2.083820604E1,1.875000000E2
2.088087271E1,1.875000000E2
2.092353937E1,1.875000000E2
2.096620604E1,7.031250000E1
2.100887271E1,1.406250000E2
2.105153937E1,1.640625000E2
2.109420604E1,1.406250000E2
2.113687271E1,7.031250000E1
2.117953937E1,7.031250000E1
2.122220604E1,7.031250000E1
2.126487271E1,1.875000000E2
2.130753937E1,9.375000000E1
2.135020604E1,7.031250000E1
2.139287271E1,4.687500000E1
2.143553937E1,9.375000000E1
2.147820604E1,7.031250000E1
2.152087271E1,4.687500000E1
2.156353937E1,1.875000000E2
2.160620604E1,7.031250000E1
2.164887271E1,9.375000000E1
2.169153937E1,4.687500000E1
2.173420604E1,1.406250000E2
2.177687271E1,7.031250000E1
2.181953937E1,3.515625000E2
2.186220604E1,1.406250000E2
2.190487271E1,7.031250000E1
2.194753937E1,1.875000000E2
2.199020604E1,1.875000000E2
2.203287271E1,4.687500000E1
2.207553937E1,4.687500000E1
2.211820604E1,1.406250000E2
2.216087271E1,7.031250000E1
2.220353937E1,4.687500000E1
2.224620604E1,1.640625000E2
2.228887271E1,9.375000000E1
2.233153937E1,4.687500000E1
2.237420604E1,1.406250000E2
2.241687271E1,7.031250000E1
2.245953937E1,9.375000000E1
2.250220604E1,7.031250000E1
2.254487271E1,4.687500000E1
2.258753937E1,1.875000000E2
2.263020604E1,1.875000000E2
2.267287271E1,7.031250000E1
2.271553937E1,9.375000000E1
2.275820604E1,1.875000000E2
2.280087271E1,1.875000000E2
2.284353937E1,1.171875000E2
2.288620604E1,4.687500000E1
2.292887271E1,7.031250000E1
2.297153937E1,4.687500000E1
2.301420604E1,4.687500000E1
2.305687271E1,4.687500000E1
2.309953937E1,1.875000000E2
2.314220604E1,1.875000000E2
2.318487271E1,4.687500000E1
2.322753937E1,4.687500000E1
2.327020604E1,1.171875000E2
2.331287271E1,4.687500000E1
2.335553937E1,9.375000000E1
2.339820604E1,7.031250000E1
2.344087271E1,1.406250000E2
2.348353937E1,4.687500000E1
2.352620604E1,7.031250000E1
2.356887271E1,7.031250000E1
2.361153937E1,9.375000000E1
2.365420604E1,7.031250000E1
2.369687271E1,7.031250000E1
2.373953937E1,7.031250000E1
2.378220604E1,4.687500000E1
2.382487271E1,7.031250000E1
2.386753937E1,7.031250000E1
2.391020604E1,7.031250000E1
2.395287271E1,9.375000000E1
2.399553937E1,1.406250000E2
2.403820604E1,4.687500000E1
2.408087271E1,1.171875000E2
2.412353937E1,4.687500000E1
2.416620604E1,4.687500000E1
2.420887271E1,1.875000000E2
2.425153937E1,7.031250000E1
2.429420604E1,7.031250000E1
2.433687271E1,4.687500000E1
2.437953937E1,7.031250000E1
2.442220604E1,7.031250000E1
2.446487271E1,7.031250000E1
2.450753937E1,4.687500000E1
2.455020604E1,4.687500000E1
2.459287271E1,9.375000000E1
2.463553937E1,7.031250000E1
2.467820604E1,9.375000000E1
2.472087271E1,7.031250000E1
2.476353937E1,4.687500000E1
2.480620604E1,4.687500000E1
2.484887271E1,7.031250000E1
2.489153937E1,1.171875000E2
2.493420604E1,1.171875000E2
2.497687271E1,4.687500000E1
2.501953937E1,9.375000000E1
2.506220604E1,7.031250000E1
2.510487271E1,7.031250000E1
2.514753937E1,1.406250000E2
2.519020604E1,9.375000000E1
2.523287271E1,4.687500000E1
2.527553937E1,1.406250000E2
2.531820604E1,1.875000000E2
2.536087271E1,9.375000000E1
2.540353937E1,1.875000000E2
2.544620604E1,4.687500000E1
2.548887271E1,4.687500000E1
2.553153937E1,1.171875000E2
2.557420604E1,4.687500000E1
2.561687271E1,1.171875000E2
2.565953937E1,2.343750000E1
2.570220604E1,1.171875000E2
2.574487271E1,4.687500000E1
2.578753937E1,1.171875000E2
2.583020604E1,4.687500000E1
2.587287271E1,4.687500000E1
2.591553937E1,4.687500000E1
2.595820604E1,4.687500000E1
2.600087271E1,2.343750000E1
2.604353937E1,7.031250000E1
2.608620604E1,9.375000000E1
2.612887271E1,4.687500000E1
2.617153937E1,4.687500000E1
2.621420604E1,4.687500000E1
2.625687271E1,4.687500000E1
2.629953937E1,4.687500000E1
2.634220604E1,4.687500000E1
2.638487271E1,7.031250000E1
2.642753937E1,9.375000000E1
2.647020604E1,1.406250000E2
2.651287271E1,4.687500000E1
2.655553937E1,1.406250000E2
2.659820604E1,1.406250000E2
2.664087271E1,4.687500000E1
2.668353937E1,1.406250000E2
2.672620604E1,1.171875000E2
2.676887271E1,7.031250000E1
2.681153937E1,7.031250000E1
2.685420604E1,7.031250000E1
2.689687271E1,7.031250000E1
2.693953937E1,7.031250000E1
2.698220604E1,4.687500000E1
2.702487271E1,9.375000000E1
2.706753937E1,1.171875000E2
2.711020604E1,2.343750000E1
2.715287271E1,7.031250000E1
2.719553937E1,7.031250000E1
2.723820604E1,7.031250000E1
2.728087271E1,7.031250000E1
