"Frequency (Hz)","Absolute Amplitude (a.u.)"
1.924218750E4,4.910249527E-2
1.926562500E4,4.014105465E-2
1.928906250E4,3.770615551E-2
1.931250000E4,4.159633402E-2
1.933593750E4,5.031781511E-2
1.935937500E4,4.731499341E-2
1.938281250E4,3.865921871E-2
1.940625000E4,4.354014412E-2
1.942968750E4,3.812352082E-2
1.945312500E4,4.848426618E-2
1.947656250E4,4.193463688E-2
1.950000000E4,4.953724147E-2
1.952343750E4,5.714976917E-2
1.954687500E4,4.522902881E-2
1.957031250E4,5.219238358E-2
1.959375000E4,5.168318935E-2
1.961718750E4,5.072387167E-2
1.964062500E4,4.734908761E-2
1.966406250E4,4.958652197E-2
1.968750000E4,4.745953187E-2
1.971093750E4,5.148923562E-2
1.973437500E4,5.715143980E-2
1.975781250E4,4.721468348E-2
1.978125000E4,5.389934903E-2
1.980468750E4,4.747277824E-2
1.982812500E4,4.766763112E-2
1.985156250E4,4.792381191E-2
1.987500000E4,4.987900861E-2
1.989843750E4,4.816945049E-2
1.992187500E4,5.036318203E-2
1.994531250E4,4.993153753E-2
1.996875000E4,5.155753373E-2
1.999218750E4,4.719046724E-2
2.001562500E4,5.263567801E-2
2.003906250E4,5.211597110E-2
2.006250000E4,4.662193385E-2
2.008593750E4,4.773943699E-2
2.010937500E4,4.685964922E-2
2.013281250E4,4.732153216E-2
2.015625000E4,4.783793468E-2
2.017968750E4,4.738997160E-2
2.020312500E4,4.770742609E-2
2.022656250E4,4.767474252E-2
2.025000000E4,4.778708964E-2
2.027343750E4,4.755944023E-2
2.029687500E4,4.765048152E-2
2.032031250E4,4.761260719E-2
2.034375000E4,4.761078268E-2
2.036718750E4,4.758608098E-2
2.039062500E4,4.758519020E-2
2.041406250E4,4.757044059E-2
2.043750000E4,4.758209062E-2
2.046093750E4,4.756715943E-2
2.048437500E4,4.754598669E-2
2.050781250E4,4.753056523E-2
2.053125000E4,4.751927295E-2
2.055468750E4,4.749844003E-2
2.057812500E4,4.748634073E-2
2.060156250E4,4.747416953E-2
2.062500000E4,4.745845031E-2
2.064843750E4,4.744345176E-2
2.067187500E4,4.742693214E-2
2.069531250E4,4.741268957E-2
2.071875000E4,4.739614409E-2
2.074218750E4,4.738190232E-2
2.076562500E4,4.736527164E-2
2.078906250E4,4.735176884E-2
2.081250000E4,4.733908115E-2
2.083593750E4,4.732302995E-2
2.085937500E4,4.730987626E-2
2.088281250E4,4.729295252E-2
2.090625000E4,4.727829074E-2
2.092968750E4,4.726294488E-2
2.095312500E4,4.724845737E-2
2.097656250E4,4.723603088E-2
2.100000000E4,4.721844485E-2
2.102343750E4,4.720566756E-2
2.104687500E4,4.719326612E-2
2.107031250E4,4.717908727E-2
2.109375000E4,4.716462387E-2
2.111718750E4,4.715032271E-2
2.114062500E4,4.713788260E-2
2.116406250E4,4.712360417E-2
2.118750000E4,4.711005653E-2
2.121093750E4,4.709718551E-2
2.123437500E4,4.708440839E-2
2.125781250E4,4.707341716E-2
2.128125000E4,4.705875395E-2
2.130468750E4,4.704500879E-2
2.132812500E4,4.703242706E-2
2.135156250E4,4.702034323E-2
2.137500000E4,4.700734787E-2
2.139843750E4,4.699565647E-2
2.142187500E4,4.698338192E-2
2.144531250E4,4.697046256E-2
2.146875000E4,4.695875900E-2
2.149218750E4,4.694659680E-2
2.151562500E4,4.693517640E-2
2.153906250E4,4.692349527E-2
2.156250000E4,4.691161085E-2
2.158593750E4,4.690201752E-2
2.160937500E4,4.688893599E-2
2.163281250E4,4.687719810E-2
2.165625000E4,4.686696857E-2
2.167968750E4,4.685576639E-2
2.170312500E4,4.684680609E-2
2.172656250E4,4.683401679E-2
2.175000000E4,4.682433083E-2
2.177343750E4,4.681470350E-2
2.179687500E4,4.680360894E-2
2.182031250E4,4.679240044E-2
2.184375000E4,4.678312808E-2
2.186718750E4,4.677310080E-2
2.189062500E4,4.676256213E-2
2.191406250E4,4.675444468E-2
2.193750000E4,4.674462674E-2
2.196093750E4,4.673304786E-2
2.198437500E4,4.672371571E-2
2.200781250E4,4.671334821E-2
2.203125000E4,4.670552435E-2
2.205468750E4,4.669561707E-2
2.207812500E4,4.668793813E-2
2.210156250E4,4.667814972E-2
2.212500000E4,4.667069617E-2
2.214843750E4,4.665896220E-2
2.217187500E4,4.665144547E-2
2.219531250E4,4.664224246E-2
2.221875000E4,4.663514286E-2
2.224218750E4,4.662674143E-2
2.226562500E4,4.661782269E-2
2.228906250E4,4.661078581E-2
2.231250000E4,4.660181452E-2
2.233593750E4,4.659336584E-2
2.235937500E4,4.658568167E-2
2.238281250E4,4.657847624E-2
2.240625000E4,4.657265820E-2
2.242968750E4,4.656498082E-2
2.245312500E4,4.655813418E-2
2.247656250E4,4.655011666E-2
2.250000000E4,4.654429115E-2
2.252343750E4,4.653537296E-2
2.254687500E4,4.653091554E-2
2.257031250E4,4.652454895E-2
2.259375000E4,4.651531952E-2
2.261718750E4,4.651027085E-2
2.264062500E4,4.649925577E-2
2.266406250E4,4.649744077E-2
2.268750000E4,4.649216432E-2
2.271093750E4,4.648451317E-2
2.273437500E4,4.647870946E-2
2.275781250E4,4.647396826E-2
2.278125000E4,4.646776149E-2
2.280468750E4,4.646301756E-2
2.282812500E4,4.645882195E-2
2.285156250E4,4.645045934E-2
2.287500000E4,4.644530348E-2
2.289843750E4,4.644007145E-2
2.292187500E4,4.643457167E-2
2.294531250E4,4.643119456E-2
2.296875000E4,4.642564142E-2
2.299218750E4,4.642107698E-2
2.301562500E4,4.641621915E-2
2.303906250E4,4.641179617E-2
2.306250000E4,4.640731311E-2
2.308593750E4,4.640286530E-2
2.310937500E4,4.640097862E-2
2.313281250E4,4.639475323E-2
2.315625000E4,4.639081562E-2
2.317968750E4,4.638622023E-2
2.320312500E4,4.638421216E-2
2.322656250E4,4.638020155E-2
2.325000000E4,4.637529572E-2
2.327343750E4,4.637421609E-2
2.329687500E4,4.637046722E-2
2.332031250E4,4.636758692E-2
2.334375000E4,4.636407298E-2
2.336718750E4,4.635990366E-2
2.339062500E4,4.635797047E-2
2.341406250E4,4.635561149E-2
2.343750000E4,4.635206372E-2
2.346093750E4,4.635187486E-2
2.348437500E4,4.634582523E-2
2.350781250E4,4.634436127E-2
2.353125000E4,4.634367124E-2
2.355468750E4,4.633873329E-2
2.357812500E4,4.633977310E-2
2.360156250E4,4.633577368E-2
2.362500000E4,4.633503301E-2
2.364843750E4,4.633293353E-2
2.367187500E4,4.633118193E-2
2.369531250E4,4.632971724E-2
2.371875000E4,4.632763483E-2
2.374218750E4,4.632909971E-2
2.376562500E4,4.632684551E-2
2.378906250E4,4.632629347E-2
2.381250000E4,4.632592004E-2
2.383593750E4,4.632441514E-2
2.385937500E4,4.632312874E-2
2.388281250E4,4.632257675E-2
2.390625000E4,4.632181605E-2
2.392968750E4,4.632110128E-2
2.395312500E4,4.632114031E-2
2.397656250E4,4.632046167E-2
