"t (s)","Inclination (deg)","Rotation (deg)"
8.599490275E1,7.534535090E0,-1.544181682E1
8.649485675E1,6.082604137E0,-3.622953358E0
8.699481221E1,5.319861083E0,-3.904819993E0
8.749476721E1,4.334956386E0,1.181270928E1
8.799472163E1,5.884577219E0,-1.249082791E1
8.849467562E1,9.211939370E0,8.159963997E1
8.899463125E1,3.843825015E0,-7.561826190E1
8.949458625E1,1.195644576E1,-1.776078444E2
8.999454046E1,1.953306220E1,-1.582132506E2
9.049449546E1,3.833401883E1,-6.951158814E1
9.099445100E1,1.955991763E1,-1.592540467E2
9.149440600E1,2.438399551E0,-1.341303016E2
9.199436133E1,1.531161109E1,-7.504388826E1
9.249431533E1,1.750877063E0,1.501396243E2
9.299427021E1,7.239813480E-1,-8.972051060E1
9.349422521E1,8.012948420E-1,-8.239700752E1
9.399417950E1,7.711539777E-1,-8.262240150E1
9.449413450E1,8.283238409E-1,-8.577940595E1
9.499471887E1,8.338241824E-1,-8.410841626E1
9.549411388E1,8.774367940E-1,-8.422051417E1
9.599352658E1,7.950702011E-1,-8.072611563E1
9.699234733E1,7.802261487E-1,-8.493474766E1
9.749174633E1,7.576477595E-1,-7.939674071E1
9.799116471E1,8.335099057E-1,-8.367321704E1
9.849141571E1,8.187441691E-1,-8.162512009E1
9.899137046E1,8.069842024E-1,-8.383993949E1
9.949132546E1,7.375825489E-1,-8.193788718E1
9.999128196E1,7.895347646E-1,-8.140922891E1
1.004912380E2,2.716555411E0,-1.885917967E1
1.009911924E2,3.950562808E0,-9.803613744E0
1.014911484E2,5.307529927E0,-8.115299677E0
1.019911049E2,5.642894941E0,-7.460986824E0
1.024910609E2,6.157585851E0,-7.268263118E0
1.029913311E2,6.158504552E0,-5.327184125E0
1.034907151E2,6.655632896E0,-5.707581255E0
1.039901024E2,6.859556723E0,-5.449680565E0
1.044894964E2,7.077589137E0,-5.767174558E0
1.049889230E2,6.888133276E0,-7.161250829E0
1.054895420E2,7.021676326E0,-5.227492764E0
1.059889400E2,7.259322680E0,-5.854593826E0
1.064883470E2,7.226189408E0,-4.582586303E0
1.069889740E2,6.860627767E0,-5.501273177E0
1.074894580E2,6.798744641E0,-5.107263323E0
1.079894141E2,6.650423837E0,-4.973688689E0
1.089893252E2,6.831875149E0,-6.414040067E0
1.094892812E2,6.698403119E0,-6.935057332E0
1.099892380E2,6.260528516E0,-3.242913804E0
1.104891940E2,6.169973996E0,-5.509115379E0
1.109891496E2,5.895922144E0,-4.843426024E0
1.114891056E2,6.117733174E0,-4.423473169E0
1.119890616E2,4.926741420E0,-7.619354118E0
1.124890176E2,4.987880537E0,5.428194927E-1
1.129889743E2,5.256000913E0,-5.050228425E0
1.134889313E2,4.923440158E0,3.060005646E0
1.139888861E2,5.115370409E0,1.613120994E0
1.144888411E2,4.703060406E0,-1.846921979E0
1.149887978E2,4.446089355E0,-6.348303033E-1
1.154887538E2,4.332534035E0,-1.049023279E1
1.159887091E2,4.581269386E0,9.852169345E0
1.164886651E2,4.783584464E0,-1.003662146E1
1.169886211E2,3.972842400E0,-1.862480592E1
1.174885771E2,3.879534585E0,-4.677910158E0
1.179885320E2,4.108163533E0,-1.450119901E1
1.184884880E2,3.683220246E0,-1.679420162E1
1.189884432E2,4.346723783E0,4.658424184E0
1.194883992E2,3.742875219E0,-2.603705101E1
1.199883537E2,4.138592933E0,-2.093640551E1
1.204883087E2,4.167332735E0,-8.963090519E-1
1.214882206E2,4.134425770E0,3.617234539E1
1.219881743E2,2.295540131E0,2.961972340E1
1.224881293E2,2.822514260E0,9.912825720E1
1.229880847E2,2.121413700E0,7.456729682E1
1.234880387E2,1.671767091E0,6.206847047E1
1.239879940E2,2.357692211E0,1.107343616E2
1.244879490E2,5.064097360E-1,8.919448851E1
1.249879042E2,5.915308424E-1,8.380738237E1
1.254878582E2,3.579788753E-1,-1.276636528E2
1.259878126E2,1.721525055E-1,1.152481388E2
1.264877666E2,1.932452186E0,-1.497472470E2
1.269877219E2,2.065912940E0,-1.565500136E2
1.274876759E2,1.255346220E0,-1.125825306E2
1.279876306E2,1.192231752E0,-1.953796399E1
1.284875846E2,1.345805184E0,-2.374961516E0
1.289875391E2,1.073014158E0,-1.246159793E2
1.294874931E2,1.423596494E0,-1.076104457E2
1.299874464E2,1.226081852E0,-1.179355022E2
1.304874004E2,8.487711453E-1,-1.613435480E2
1.309873552E2,1.298829856E0,-1.130311700E2
1.314873092E2,1.274921584E0,-8.793188437E1
1.324872164E2,4.439533442E-1,1.608112028E2
1.329871707E2,7.317339058E-1,1.106525839E2
1.334871237E2,6.799846433E-1,-1.052615398E2
1.339870777E2,1.323259434E-1,-1.108641301E1
1.344870317E2,2.636167383E0,-1.035199146E2
1.349869847E2,1.052086683E0,1.086638255E2
1.354869387E2,4.714511636E-1,-6.300773054E1
1.359868931E2,2.455621423E-1,6.964042475E1
1.364868471E2,5.422745959E-1,-5.356372452E1
1.369868011E2,1.033699823E0,-1.302248773E2
1.374867551E2,1.417446761E0,-1.062790572E2
1.379867090E2,8.250659833E-1,-1.362888265E2
1.384866620E2,9.245756476E-1,-1.548429704E2
1.389866161E2,8.274215064E-1,-1.495832772E2
1.394865701E2,1.346684967E0,-1.440502556E2
1.399865238E2,1.151942299E0,-1.380998533E2
1.404864778E2,1.266847846E0,-1.468227547E2
1.409864322E2,1.512444551E0,-1.214151685E2
1.414863862E2,1.605297355E0,-1.361925695E2
1.419863396E2,1.588444692E0,-1.578583439E2
1.424862926E2,1.470004560E0,-1.205102374E2
1.429862464E2,1.194524161E0,-1.364566104E2
1.439861543E2,1.224146388E0,-1.489365492E2
1.444861073E2,1.244111671E0,-1.626727003E2
1.449860611E2,1.449902762E0,-1.533400622E2
1.454860141E2,1.172535160E0,-1.648355391E2
1.459859665E2,9.267611412E-1,-1.298679018E2
1.464859195E2,1.163336218E0,1.790458814E2
1.469858732E2,9.617340540E-1,1.701455455E2
1.474858262E2,8.482604473E-1,1.685506620E2
1.479857786E2,1.362780473E0,1.658181050E2
1.484857316E2,7.596285523E-1,1.596200604E2
1.489856852E2,2.047705167E0,1.224227924E2
1.494856382E2,1.634307860E0,1.496080175E2
1.499855907E2,8.173044204E-1,1.309911008E2
1.504855437E2,1.796616578E0,1.090098637E2
1.509854960E2,1.869855063E0,1.078434205E2
1.514854490E2,1.990021894E0,1.088279178E2
1.519854012E2,1.766718461E0,7.252621080E1
1.524853542E2,1.506231455E0,8.858027996E1
1.529853065E2,2.361977976E0,9.512765286E1
1.534852595E2,4.736542352E-1,6.459933686E1
1.539852126E2,1.417152368E0,6.624667053E1
1.544851646E2,1.674664629E0,1.046804717E2
1.549851175E2,2.433851612E0,8.019516197E1
1.559850227E2,2.571878224E0,7.295827186E1
1.564849747E2,2.652952989E0,5.833087642E1
1.569849262E2,1.826531737E0,7.579053726E1
1.574848792E2,2.184110882E0,3.452857545E1
1.579848315E2,1.959506140E0,5.418647884E1
1.584847845E2,1.457511721E0,-1.084247107E1
1.589847366E2,2.072166232E0,5.849774161E1
1.594846896E2,1.636887587E0,9.803125834E0
1.599846422E2,2.266465571E0,6.194472854E1
1.604845952E2,1.962875082E0,1.589671936E1
1.609845471E2,2.338659082E0,4.189469007E1
1.614845001E2,1.632815962E0,1.441052466E1
1.619844517E2,1.668259501E0,1.212462307E1
1.624844047E2,1.810182063E0,-3.324874766E0
1.629843565E2,1.458561511E0,1.991165801E1
1.634843095E2,1.753308363E0,1.465846725E1
1.639842615E2,1.669955140E0,-9.751490933E0
1.644842145E2,1.640334222E0,-1.379246673E0
1.649841665E2,1.280093355E0,1.721927247E1
1.654841185E2,1.785384728E0,-2.233564480E1
1.659840706E2,1.493161426E0,-1.698812261E1
1.664840226E2,1.972174825E0,-1.968799377E1
1.674839265E2,2.015813681E0,-2.785175175E1
1.679838789E2,1.702841760E0,-2.559040926E1
1.684838309E2,1.795049606E0,-2.399644873E1
1.689837832E2,1.567659467E0,-1.949548292E1
1.694837342E2,1.760337735E0,-1.433168870E1
1.699836853E2,1.372251520E0,-1.169139328E0
1.704836363E2,1.488793960E0,-1.890545230E1
1.709835886E2,1.409145912E0,-1.217561902E1
1.714835396E2,1.453146724E0,-1.184656379E1
1.719834913E2,1.427853598E0,-1.148696744E1
1.724834423E2,1.130019171E0,-7.908431122E0
1.729833930E2,1.512087088E0,-2.303653500E1
1.734833450E2,1.069305448E0,-3.697578690E1
1.739832962E2,1.297627048E0,-1.373967421E1
1.744832472E2,6.283461953E-1,-7.125016349E0
1.749831981E2,9.030928917E-1,-2.799205304E1
1.754831491E2,9.437542021E-1,-6.152740494E1
1.759831000E2,8.486194390E-1,-3.631830191E1
1.764830510E2,9.582506213E-1,-3.734602890E1
1.769830016E2,5.131047723E-1,6.024485724E0
1.774829526E2,4.897404556E-1,-3.564450634E1
1.779829042E2,5.329947139E-1,-8.184316140E1
1.784828542E2,6.298424297E-1,-5.447183188E1
1.789828050E2,4.820970027E-1,-7.765166018E0
1.794827560E2,1.465109015E0,-1.108935838E2
1.799827057E2,7.194373537E-1,-3.815335132E1
1.809826063E2,1.091207625E0,-6.296913974E1
1.814825563E2,7.085673578E-1,-8.770365521E1
1.819825070E2,5.003630505E-1,-8.197019023E1
1.824824570E2,6.694749048E-1,-7.620051460E1
1.829824058E2,1.009191616E0,-8.672520304E1
1.834823558E2,1.295953940E0,-7.517685421E1
1.839823070E2,1.221546653E0,-9.139617986E1
1.844822560E2,7.020017404E-1,-1.015489564E2
1.849822051E2,1.317592603E0,-8.015731750E1
1.854821551E2,6.417278322E-1,-8.944142374E1
1.859821047E2,9.241289549E-1,-7.726873454E1
1.864820547E2,9.742944653E-1,-9.057241835E1
1.869820036E2,1.074764420E0,-1.016185243E2
1.874819526E2,4.548789833E-1,-1.120069171E2
1.879819029E2,1.099707550E0,-9.078042308E1
1.884818519E2,4.386786371E-1,-4.500000000E1
1.889818010E2,9.176767267E-1,-9.614146449E1
1.894817500E2,8.313722459E-1,-6.248463205E1
1.899816990E2,1.496630385E0,-8.319806074E1
1.904816480E2,1.190551605E0,-8.702296091E1
1.909815964E2,5.032407938E-1,-8.533726066E1
1.914815454E2,9.036770352E-1,-9.278578007E1
1.919814941E2,1.015056151E0,-7.210586146E1
1.924814431E2,1.079810627E0,-1.242851253E2
1.929813920E2,1.048479033E0,-6.735838267E1
1.934813400E2,5.731231643E-1,-8.653981677E1
1.939812885E2,4.445458127E-1,-9.344049487E1
1.944812365E2,5.987346665E-1,-1.023080158E2
1.954811335E2,4.618894832E-1,-1.023256320E2
1.959810816E2,6.163976324E-1,1.581220533E2
1.964810296E2,4.493557014E-1,-1.521619188E2
1.969809780E2,4.878154744E-1,1.328896745E2
1.974809260E2,2.122411025E-1,1.373441325E2
1.979808737E2,1.587337219E-1,7.006799640E0
1.984808217E2,1.078327121E0,1.014028847E2
1.989807698E2,4.274283060E-2,2.814160123E1
1.994807178E2,5.472157231E-1,-1.245844428E2
1.999806645E2,8.469121312E-2,-7.740667004E1
2.004806125E2,5.793232923E-1,-1.309804175E2
2.009805612E2,1.185627242E-1,1.028042661E2
2.014805082E2,3.993034345E-1,-5.734715976E1
2.019804562E2,2.398775297E-1,1.787316660E2
2.024804032E2,5.086927578E-1,8.602061754E1
2.029803510E2,3.826874749E-1,-1.709307067E2
2.034802980E2,8.726896931E-1,-1.080700125E2
2.039802457E2,4.099238415E-1,-5.053863753E1
2.044801937E2,2.974707624E-1,1.521929585E2
2.049801432E2,3.551993886E-1,8.354922927E1
2.054800912E2,9.123161589E-1,9.694098342E1
2.059800413E2,2.966312279E-1,8.474219083E1
2.064799903E2,4.786398810E-1,-6.143208248E1
2.069799392E2,7.129872434E-1,1.448879888E2
2.074798892E2,2.340884301E-1,-1.008357119E2
2.084797882E2,2.581643408E-1,1.119807946E2
2.089797374E2,5.018251163E-1,-1.360755141E2
2.094796874E2,1.246051154E0,-1.148437090E2
2.099796356E2,2.496545005E-2,3.369006752E1
2.104795846E2,5.782044538E-1,-9.423639479E1
2.109795335E2,1.654343592E0,-1.541714575E2
2.114794825E2,2.972506630E0,-1.288694193E2
2.119794322E2,2.494255307E0,-1.347043588E2
2.124793812E2,3.961786311E0,-1.326789590E2
2.129793291E2,2.576900027E0,-1.262154572E2
2.134792771E2,2.527837190E0,-1.559322475E2
2.139792262E2,4.064090150E0,-1.427078129E2
2.144791742E2,4.028702053E0,-1.321023386E2
2.149791241E2,4.057915850E0,-1.467975155E2
2.154790721E2,3.401232546E0,-1.362628287E2
2.159790203E2,3.216792142E0,-1.427989888E2
2.164789682E2,3.061956340E0,-1.430182288E2
2.169789160E2,3.510245854E0,-1.519865731E2
2.174788640E2,3.224035780E0,-1.507665526E2
2.179788118E2,3.154157209E0,-1.567802983E2
2.184787588E2,3.354461150E0,-1.572296211E2
2.189787073E2,3.155773125E0,-1.615499614E2
2.194786553E2,3.479086601E0,-1.547273586E2
2.199786022E2,2.730128287E0,-1.696702279E2
2.204785502E2,2.658160005E0,-1.685911112E2
2.209784968E2,2.622533161E0,-1.696610894E2
2.219783903E2,3.103248496E0,-1.652076804E2
2.224783383E2,3.127368799E0,-1.726705880E2
2.229782860E2,3.509669757E0,-1.609256561E2
2.234782330E2,3.245654457E0,-1.620575529E2
2.239781789E2,2.580245018E0,-1.593094097E2
2.244781259E2,2.644997137E0,-1.624000674E2
2.249780724E2,2.148445055E0,-1.644114208E2
2.254780194E2,2.399743912E0,-1.535190973E2
2.259779665E2,2.483751454E0,-1.728212377E2
2.264779125E2,2.372875362E0,-1.540069343E2
2.269778603E2,2.254114070E0,-1.608017181E2
2.274778063E2,2.528151213E0,-1.578738675E2
2.279777531E2,2.574559226E0,-1.668991926E2
2.284776991E2,2.190454010E0,-1.524693233E2
2.289776445E2,2.780667619E0,-1.623783163E2
2.294775905E2,3.482313948E0,-1.662681419E2
2.299775385E2,3.620070656E0,-1.674833261E2
2.304774845E2,3.633638552E0,-1.650587172E2
2.309774295E2,3.788296032E0,-1.663788661E2
2.314773755E2,3.868132204E0,-1.630280831E2
2.319773222E2,3.600960891E0,-1.729734982E2
2.329772121E2,3.625597147E0,-1.700057542E2
2.334771581E2,3.845126296E0,-1.650056045E2
2.339771050E2,3.373674908E0,-1.683318635E2
2.344770500E2,4.370511502E0,-1.673983784E2
2.349769950E2,4.707841145E0,-1.693849476E2
2.354769410E2,5.009482382E0,-1.665152733E2
2.359768873E2,5.060274508E0,-1.716892791E2
2.364768323E2,5.783041162E0,-1.712219924E2
2.369767772E2,5.874840690E0,-1.713574007E2
2.374767222E2,6.054614192E0,-1.689969130E2
2.379766680E2,5.724230906E0,-1.699961021E2
2.384766130E2,5.740977241E0,-1.707896785E2
2.389765576E2,6.221216125E0,-1.714636165E2
2.394765026E2,6.351529921E0,-1.707014020E2
2.399769627E2,5.758676124E0,-1.706500732E2
2.404763477E2,5.436570457E0,-1.706414191E2
2.409757382E2,5.401246765E0,-1.706296945E2
2.414751563E2,5.404667273E0,-1.704701410E2
2.419745928E2,3.556741327E0,-1.664152750E2
2.424752168E2,1.020027936E0,-6.298994200E1
2.429751607E2,8.242866014E-1,-8.545543233E1
2.434751068E2,9.018514034E-1,-8.217161875E1
2.439750517E2,8.395776286E-1,-7.865460490E1
2.449756078E2,8.278956387E-1,-7.673497077E1
2.454750188E2,8.374647775E-1,-8.033883847E1
2.459744144E2,8.886135812E-1,-7.914664230E1
2.464745354E2,8.420682406E-1,-7.720373129E1
2.469744801E2,1.031495018E0,-7.501169162E1
2.474744251E2,8.513078830E-1,-8.038126588E1
2.479743690E2,8.303208336E-1,-7.496572508E1
2.484748090E2,9.344715400E-1,-7.861578150E1
2.489754342E2,9.341665998E-1,-8.318935145E1
2.494748332E2,8.910477050E-1,-7.881242291E1
2.499754516E2,8.550008556E-1,-7.842271241E1
2.504754446E2,8.402764154E-1,-7.616864478E1
2.509753890E2,8.344877077E-1,-8.148421759E1
2.514753330E2,9.371251705E-1,-7.947315280E1
2.519752783E2,8.440894057E-1,-7.808970224E1
2.524752233E2,9.367703710E-1,-8.413845860E1
2.529751676E2,8.642801096E-1,-7.934438879E1
2.534751116E2,9.687172658E-1,-8.231232730E1
2.539750568E2,8.941572720E-1,-7.721329855E1
2.544750008E2,1.041153380E0,-7.974318015E1
2.549749445E2,7.518197754E-1,-8.575614772E1
2.554748895E2,8.319427747E-1,-7.849940007E1
2.559748343E2,9.067866865E-1,-8.186989764E1
2.569747213E2,8.618178741E-1,-8.389905117E1
2.574746653E2,8.454699077E-1,-7.971121176E1
2.579746106E2,8.045039379E-1,-8.229720442E1
2.584745546E2,9.300627310E-1,-7.808044718E1
2.589744973E2,9.264837248E-1,-8.419695931E1
2.594744413E2,8.758305417E-1,-8.287498365E1
2.599743862E2,9.072794548E-1,-9.089082468E1
2.604746312E2,8.142214121E-1,-8.392225092E1
2.609740637E2,8.094368133E-1,-8.128706919E1
2.614735007E2,8.506019117E-1,-8.302255777E1
2.619729485E2,8.881012826E-1,-7.896999386E1
2.624735465E2,8.399790660E-1,-8.490967538E1
2.629734895E2,8.285906738E-1,-8.053767779E1
2.634734325E2,9.542190423E-1,-8.032012195E1
2.639733755E2,8.210303783E-1,-8.408119310E1
2.644733285E2,9.972022483E-1,-8.381077755E1
2.649739482E2,8.864805127E-1,-8.231466893E1
2.654733442E2,7.492924123E-1,-7.466776724E1
2.659727718E2,8.777931095E-1,-8.014901284E1
2.664721798E2,9.011815099E-1,-8.229794337E1
2.669715891E2,8.616969118E-1,-8.228507718E1
2.674710001E2,8.827215258E-1,-8.512698812E1
2.679704212E2,8.739855702E-1,-7.842958248E1
2.689706818E2,1.852318396E0,-2.842796889E1
2.694706238E2,3.667179972E0,-1.330052209E1
2.699705663E2,4.086493640E0,-1.030704533E1
2.704708493E2,4.754898963E0,-9.708442583E0
2.709702490E2,4.423400347E0,-1.137485050E1
2.714697080E2,4.906553762E0,-8.409265492E0
2.719691644E2,5.517860047E0,-9.264332396E0
2.724686214E2,5.568132800E0,-8.154447004E0
2.729680910E2,5.789134748E0,-8.174462276E0
2.734675450E2,5.970190785E0,-7.853890935E0
2.739670080E2,5.939975554E0,-9.535091153E0
2.744664700E2,5.869202480E0,-7.764392164E0
2.749659188E2,6.162335122E0,-8.956548221E0
2.754653928E2,6.223743420E0,-9.357026153E0
2.759648312E2,6.216392787E0,-1.063859043E1
2.764642802E2,6.666349478E0,-1.015715980E1
2.769637177E2,6.710144242E0,-1.202760874E1
2.774631617E2,6.730121429E0,-1.081727062E1
2.779625655E2,6.641210182E0,-1.416634432E1
2.784619745E2,6.610630617E0,-1.171047032E1
2.789613933E2,6.874378782E0,-1.077407287E1
2.794615793E2,6.650984649E0,-1.544824906E1
2.799615208E2,6.344183801E0,-1.427143225E1
2.804614628E2,6.250999298E0,-1.499244769E1
2.809614040E2,5.845973659E0,-1.981438720E1
2.819612885E2,5.138427777E0,-1.769564939E1
2.824612295E2,5.926555638E0,-2.128921255E1
2.829611713E2,5.543049983E0,-2.343121962E1
2.834611133E2,5.561698779E0,-2.747869629E1
2.839610551E2,4.702831153E0,-2.443509917E1
2.844609971E2,4.899500137E0,-1.770232296E1
2.849609372E2,4.666410137E0,-1.879659457E1
2.854608782E2,4.274690449E0,-6.361078791E0
2.859608201E2,4.223694048E0,-2.773506651E1
2.864607611E2,4.071482788E0,-1.145616213E1
2.869607016E2,4.059005081E0,-1.083798450E1
2.874606426E2,4.576241825E0,-3.009800952E1
2.879605840E2,4.767124487E0,-3.606019058E1
2.884605250E2,4.289549701E0,-3.212197038E1
2.889604661E2,3.811194380E0,-3.256174108E1
