"t (s)","Inclination (deg)","Rotation (deg)"
7.301840154E1,5.338520993E-1,2.461639026E1
7.351899942E1,4.468850830E-1,3.892416709E1
7.401962542E1,4.001774692E-1,3.636286858E1
7.452023917E1,4.662379338E-1,3.447489213E1
7.502086117E1,4.209732757E-1,3.895988160E1
7.552145904E1,4.846549926E-1,3.302386755E1
7.652263379E1,4.223056779E-1,3.332491976E1
7.702323379E1,4.867387161E-1,3.236787084E1
7.752386033E1,4.900082263E-1,3.288997897E1
7.802446033E1,4.184188180E-1,2.710302391E1
7.852507704E1,4.969450051E-1,3.764301820E1
7.902569704E1,4.492422792E-1,2.359718909E1
7.952631708E1,4.146668939E-1,2.460512392E1
8.002691408E1,4.689653466E-1,2.969154570E1
8.052751521E1,4.117604714E-1,2.820945444E1
8.102812121E1,5.051610103E-1,3.288548235E1
8.152872033E1,5.225954539E-1,2.998486221E1
8.202931533E1,4.685423966E-1,4.766831199E1
8.252990908E1,6.269492686E-1,4.172787547E1
8.303049308E1,4.281697429E-1,-3.297346367E0
8.353106717E1,4.190809667E-1,3.164704930E1
8.403164117E1,3.934017407E-1,2.937872820E1
8.453224321E1,4.091037771E-1,3.958447491E1
8.503283121E1,3.697292531E-1,3.763525375E1
8.553337379E1,3.822594460E-1,2.810361748E1
8.603395079E1,3.348253706E-1,4.030713749E1
8.653448471E1,3.586097604E-1,3.619320730E1
8.703504271E1,4.042241569E-1,3.836748538E1
8.753560804E1,3.674331372E-1,4.354116984E1
8.803616804E1,3.969543683E-1,3.467904564E1
8.853670754E1,3.689968762E-1,4.373988995E1
8.953779554E1,3.679208838E-1,3.750160883E1
9.003832654E1,4.105082150E-1,3.492130964E1
9.053888258E1,3.534971642E-1,3.678412558E1
9.103944758E1,4.065918850E-1,3.908781630E1
9.154000667E1,3.868702954E-1,3.289232974E1
9.204056267E1,3.640382855E-1,4.165662385E1
9.254111679E1,3.518532921E-1,3.281295640E1
9.304168179E1,3.517533044E-1,3.017352003E1
9.354222304E1,3.629429976E-1,3.012580864E1
9.404279104E1,3.484167487E-1,3.151226334E1
9.454334679E1,3.529873547E-1,3.376964494E1
9.504392579E1,3.485973386E-1,3.195923896E1
9.554451254E1,3.799816331E-1,3.391171353E1
9.604505854E1,3.907982897E-1,3.570340270E1
9.654560642E1,3.971118750E-1,3.347799281E1
9.704614842E1,3.804373191E-1,3.276721275E1
9.754669283E1,3.962148994E-1,3.216773209E1
9.804722283E1,3.662827969E-1,3.626127392E1
9.854775883E1,3.781626117E-1,2.830075576E1
9.904829783E1,3.705836794E-1,3.384134316E1
9.954879892E1,3.862251270E-1,3.888449643E1
1.000493589E2,3.110652989E-1,4.488517895E1
1.005499126E2,3.176375531E-1,2.692092101E1
1.010504666E2,4.049739624E-1,3.677012277E1
1.015509829E2,4.029136638E-1,3.341227198E1
1.020515459E2,3.261516398E-1,1.701143922E1
1.025520793E2,5.209540943E-1,4.968365162E1
1.030526443E2,5.729718647E-1,1.521632671E1
1.035531993E2,3.898773292E-1,-1.228602748E2
1.040532503E2,8.306635798E-1,-7.404625194E1
1.045532347E2,7.709252023E-1,-1.009999493E2
1.055532046E2,5.826916305E-1,-5.448247549E1
1.060531896E2,3.272205854E-1,-9.852313126E1
1.065531737E2,6.690123189E-1,-5.498940742E1
1.070531587E2,5.552880594E-1,-6.233480947E1
1.075531423E2,8.764847626E-1,1.446496501E2
1.080531263E2,4.902057210E-1,-9.030803885E1
1.085531118E2,4.525967012E-1,-1.029527645E2
1.090530958E2,5.270684282E-1,-1.101964060E2
1.095530798E2,4.403224573E-1,-9.092033496E1
1.100534558E2,4.272651831E-1,-1.031455584E2
1.105540334E2,3.773329289E-1,-9.537670542E1
1.110546194E2,4.000018006E-1,-1.015826494E2
1.115552174E2,4.669192382E-1,-9.357633437E1
1.120558314E2,3.797975524E-1,-9.548465409E1
1.125564235E2,4.434088764E-1,-9.125528432E1
1.130570065E2,2.388198078E0,-1.340129970E1
1.135569950E2,5.423875319E0,-4.435191730E0
1.140569740E2,5.618111519E0,-4.941316342E0
1.145569537E2,5.207214704E0,-6.015585338E0
1.150569327E2,4.619913570E0,-4.889408044E0
1.155569103E2,4.687490217E0,-5.408459920E0
1.160568883E2,5.197365163E0,-4.954825723E0
1.165568668E2,5.150741926E0,-5.511221396E0
1.170568448E2,5.086969624E0,-4.346759966E0
1.175568230E2,4.987942223E0,-3.868204038E0
1.180568000E2,5.033931815E0,-3.790866083E0
1.185567781E2,4.961760170E0,-3.386154240E0
1.195567318E2,4.999766399E0,-5.498483862E0
1.200567088E2,4.961725259E0,-3.597120187E0
1.205566846E2,5.104700478E0,-4.889504806E0
1.210570616E2,5.113337080E0,-1.505091649E0
1.215570881E2,4.672680663E0,-2.721670866E0
1.220570641E2,4.933894135E0,-2.995541427E0
1.225570396E2,4.970992462E0,1.143941116E0
1.230570156E2,4.761595702E0,-3.075399708E0
1.235569898E2,4.547902579E0,-5.188389084E0
1.240569648E2,4.388356405E0,1.542293965E0
1.245569403E2,4.520625240E0,-8.417162438E0
1.250569153E2,4.100926606E0,-4.507921831E0
1.255568887E2,4.586525737E0,-8.979514230E0
1.260568637E2,4.158574510E0,1.608314235E0
1.265568385E2,4.428841775E0,-1.150334084E1
1.270568125E2,4.073338678E0,-1.917030478E0
1.275567855E2,4.143849923E0,-1.152555030E0
1.280567595E2,4.452379543E0,-6.082242444E0
1.285567343E2,4.255503660E0,-7.893379982E0
1.290567073E2,4.334782584E0,-6.858341251E0
1.295566809E2,4.082216970E0,-5.718034470E0
1.300566539E2,3.912544239E0,-3.201213130E0
1.305566271E2,4.080561076E0,-9.271596751E0
1.315565733E2,3.934204857E0,-7.406912128E0
1.320565463E2,3.686272560E0,-7.584702617E0
1.325565192E2,3.568806025E0,-3.756098318E0
1.330564922E2,3.663133386E0,-6.826005236E0
1.335564662E2,3.754605047E0,-7.446378227E0
1.340564422E2,3.707115152E0,-9.056177290E0
1.345564179E2,4.005880493E0,-7.460267952E0
1.350563959E2,4.020333759E0,-7.055855704E0
1.355563745E2,3.478762026E0,-1.145623390E1
1.360563525E2,3.028760022E0,-8.925207050E0
1.365563317E2,3.490244423E0,-9.696431714E0
1.370563107E2,2.605868048E0,-1.763343732E1
1.375562890E2,9.438192690E-1,-6.601044897E1
1.380562680E2,2.948147286E-1,-1.087648633E2
1.385562472E2,9.236721289E-1,-1.058558013E2
1.390562262E2,4.480270531E-1,-1.167648613E2
1.395562058E2,3.912542675E-1,-1.155399876E2
1.400561868E2,1.126350368E0,-1.108829867E2
1.405561680E2,7.642811036E-1,-7.685322309E1
1.410561490E2,1.203162352E0,-1.142982366E2
1.415561315E2,1.446133628E0,-1.668861791E2
1.420561135E2,2.848652424E0,-1.714621949E2
1.425560950E2,3.000531957E0,-1.663947272E2
1.430560770E2,3.021224530E0,-1.735455633E2
1.435560592E2,3.071648624E0,-1.634040026E2
1.440560422E2,2.971736548E0,-1.706414744E2
1.445560242E2,3.561989440E0,-1.720506408E2
1.455559903E2,3.436556309E0,-1.732162432E2
1.460559733E2,3.727556156E0,-1.677427835E2
1.465559555E2,4.734146122E0,-1.778981470E2
1.470559395E2,3.017834749E0,-1.709342011E2
1.475559222E2,3.123275849E0,-1.730921555E2
1.480559042E2,4.014638892E0,-1.720829995E2
1.485558845E2,3.963408901E0,-1.700558716E2
1.490558645E2,3.473751982E0,-1.706154460E2
1.495558450E2,3.388052606E0,-1.683256882E2
1.500558240E2,4.060726638E0,-1.690522173E2
1.505558020E2,4.096049659E0,-1.686240163E2
1.510557800E2,3.767271545E0,-1.753685334E2
1.515557579E2,4.512239918E0,-1.683556601E2
1.520557349E2,5.001049552E0,-1.689048981E2
1.525557137E2,5.451397319E0,-1.782176271E2
1.530556907E2,4.717167073E0,-1.641202297E2
1.535556684E2,5.677631188E0,-1.781708337E2
1.540556464E2,3.932411254E0,-1.679034756E2
1.545556256E2,3.160734462E0,-1.660065378E2
1.550556066E2,3.326559894E0,-1.692494063E2
1.555555885E2,3.900670593E0,-1.682074063E2
1.565555552E2,2.180791291E0,-1.605586860E2
1.570555392E2,2.207906288E0,-1.618694276E2
1.575555237E2,2.166067165E0,-1.542969374E2
1.580555067E2,2.157931889E0,-1.626695887E2
1.585554892E2,3.076346499E0,-1.656058385E2
1.590554722E2,5.313107644E0,-1.739597834E2
1.595554554E2,5.328520632E0,-1.747069495E2
1.600554384E2,4.459623329E0,-1.746431149E2
1.605554205E2,3.491996068E0,-1.685759326E2
1.610554035E2,3.766314923E0,-1.702697885E2
1.615553857E2,4.408149944E0,-1.723925043E2
1.620553687E2,2.840818143E0,-1.705289210E2
1.625553508E2,2.722259621E0,-1.691109488E2
1.630553338E2,3.232727708E0,-1.712633240E2
1.635556728E2,3.763352626E0,-1.727916444E2
1.640562348E2,3.234313159E0,-1.687452776E2
1.645568253E2,2.478826905E0,-1.686981192E2
1.650574103E2,2.659384677E0,-1.698283437E2
1.655580044E2,3.333195537E0,-1.725535652E2
1.660586204E2,4.098424435E0,-1.735919062E2
1.665579968E2,3.172457464E0,-1.695125881E2
1.670586098E2,2.662421568E0,-1.709315000E2
1.675579878E2,3.195732622E0,-1.728651322E2
1.680586098E2,3.547466375E0,-1.724384461E2
1.690597819E2,5.218293580E0,-1.739909940E2
1.695603817E2,5.448151309E0,-1.745060791E2
1.700609687E2,4.366921707E0,-1.727973783E2
1.705614257E2,2.794228878E0,-1.692283728E2
1.710614007E2,2.910941800E0,-1.703087020E2
1.715613774E2,2.622987762E0,-1.682780923E2
1.720613534E2,5.119175541E-1,-1.152752244E2
1.725613274E2,5.601123280E-1,-4.184515713E1
1.730613024E2,6.071635435E-1,-1.258376529E2
1.735612783E2,5.474177579E-1,-1.012736234E2
1.740612523E2,5.187137856E-1,-9.724614889E1
1.745612269E2,5.316096875E-1,-9.581474995E1
1.750617919E2,4.961509409E-1,-9.716299410E1
1.755623697E2,4.974922580E-1,-9.776975629E1
1.760629477E2,5.140893376E-1,-1.015798298E2
1.765635229E2,4.725127081E-1,-9.764429922E1
1.770628999E2,4.680126752E-1,-1.024704617E2
1.775622785E2,4.923295705E-1,-9.772355017E1
1.780616805E2,5.562241960E-1,-9.766680426E1
1.785610680E2,4.708923397E-1,-1.174323727E2
1.790604520E2,5.354306447E-1,-9.407213383E1
1.795598348E2,4.585823364E-1,-1.002061458E2
1.805586309E2,4.879965794E-1,-1.001100898E2
1.810580199E2,4.741659994E-1,-9.599781428E1
1.815574097E2,5.105154963E-1,-9.277340598E1
1.820568097E2,5.170241370E-1,-9.717364419E1
1.825562008E2,5.487878822E-1,-1.029186369E2
1.830568068E2,5.223474641E-1,-9.845891239E1
1.835574047E2,4.925579584E-1,-9.679383056E1
1.840579737E2,5.364556440E-1,-9.984965932E1
1.845585657E2,5.561456208E-1,-1.106198726E2
1.850591837E2,5.107720312E-1,-9.996776417E1
1.855597592E2,5.006555365E-1,-1.095519952E2
1.860603182E2,4.999786830E-1,-1.003772467E2
1.865609232E2,5.042032208E-1,-9.351375026E1
1.870615422E2,5.717272775E-1,-9.416124640E1
1.875621663E2,4.576131183E-1,-9.575456533E1
1.880627743E2,5.452598312E-1,-9.306648550E1
1.885633593E2,4.938922093E-1,-9.791279955E1
1.890639723E2,5.586221217E-1,-9.754076583E1
1.895645768E2,5.225662440E-1,-1.038720054E2
1.900651768E2,5.185853421E-1,-9.617806490E1
1.905657664E2,4.865280944E-1,-9.562776590E1
1.910663574E2,4.765110126E-1,-9.701974172E1
1.915669509E2,4.965182234E-1,-1.094343799E2
1.920675439E2,4.712687329E-1,-1.086381245E2
1.925681392E2,5.378800316E-1,-1.059066476E2
1.930687302E2,5.055459760E-1,-9.327898625E1
1.935693303E2,5.353697611E-1,-9.817027232E1
1.940699063E2,4.920639087E-1,-9.639704405E1
1.950710757E2,4.847802450E-1,-9.711207692E1
1.955716375E2,4.698741820E-1,-9.636396592E1
1.960722055E2,5.355348105E-1,-9.748845922E1
1.965727963E2,2.457343749E0,-1.162888955E1
1.970729253E2,5.376509589E0,-5.124839613E0
1.975728897E2,6.511317419E0,-4.592243189E0
1.980728557E2,6.343893338E0,-3.084859725E0
1.985728212E2,6.328474521E0,-4.349781657E0
1.990727862E2,6.318967530E0,-4.095277554E0
1.995729854E2,5.888397164E0,-4.534921505E0
2.000735734E2,5.789148495E0,-4.668982200E0
2.005741627E2,5.971821464E0,-5.041952663E0
2.010747927E2,5.715612187E0,-4.265931380E0
2.015741722E2,5.883216841E0,-6.004511466E0
2.020744492E2,5.967198754E0,-3.627875423E0
2.025744141E2,5.843341961E0,-3.727075427E0
2.030743781E2,5.818984915E0,-4.623069791E0
2.035743428E2,5.624850777E0,-4.554319923E0
2.040743068E2,5.611916544E0,-4.174769892E0
2.045742723E2,5.788493141E0,-3.962587315E0
2.050742363E2,5.586725977E0,-4.106634339E0
2.055741996E2,5.611449795E0,-4.836721100E0
2.060741646E2,5.921459479E0,-3.641419960E0
2.065741291E2,5.640288731E0,-3.867829782E0
2.070740931E2,5.311608680E0,-7.630599495E0
2.075740567E2,5.329359975E0,7.192764849E-1
2.085739845E2,5.589320393E0,-5.579268274E0
2.090739485E2,5.279045346E0,-1.712109657E0
2.095739137E2,5.295686120E0,-1.077986166E1
2.100738767E2,5.086244039E0,-3.105797521E0
2.105738394E2,4.798405012E0,-3.733639013E0
2.110738034E2,4.805018181E0,-2.870834795E0
2.115737680E2,4.484755034E0,-3.436819751E0
2.120737320E2,4.354801280E0,-1.156297788E1
2.125736943E2,4.537383790E0,-6.261465145E0
2.130736583E2,4.311788720E0,-6.215408922E0
2.135736232E2,4.574762105E0,-4.698073228E0
2.140735862E2,4.230884538E0,-2.559002318E0
2.145735505E2,4.445945274E0,-1.104697562E1
2.150735145E2,3.909185191E0,-1.048678840E1
2.155734768E2,3.189733993E0,-1.149256294E1
2.160734398E2,3.498215902E0,4.415398307E0
2.165734033E2,3.356151827E0,-7.155021991E0
2.170733673E2,3.333212048E0,-1.173069449E1
2.175733305E2,3.352569956E0,-9.188618336E0
2.180732935E2,3.391511363E0,-1.194362703E1
2.185732553E2,1.700060429E0,-1.948694730E1
2.190732183E2,1.206875494E0,-1.128211683E2
2.195731817E2,1.193331693E-1,1.585948206E2
2.205731065E2,9.515744967E-1,-1.030223783E2
2.210730695E2,3.312556877E-1,-1.513163813E2
2.215730331E2,1.097090784E0,-1.121836022E2
2.220729961E2,2.406815214E-1,1.432525290E2
2.225729595E2,7.933825507E-1,-1.186357647E2
2.230729215E2,3.024007425E-1,-1.664912523E2
2.235728844E2,1.031733808E0,-1.133007674E2
2.240728474E2,2.413630332E-1,-1.413728575E2
2.245728092E2,8.463528105E-1,-1.020906076E2
2.250727712E2,3.700983041E-1,-1.667206355E2
2.255727343E2,7.244366619E-1,-1.059931583E2
2.260726973E2,8.638956055E-1,-1.327989975E2
2.265726585E2,2.012449755E-1,1.526796810E2
2.270726205E2,1.276546791E0,-1.109389253E2
2.275725829E2,1.219047776E0,-3.823662939E1
2.280725449E2,6.052849905E-1,-4.553545898E1
2.285725071E2,1.926066275E0,-3.459444121E1
2.290724681E2,2.683374311E0,-9.942566659E1
2.295724305E2,1.000220936E0,1.700081064E2
2.300723915E2,5.358916596E0,1.676844377E2
2.305723537E2,4.537426441E0,-1.769704899E2
2.310723147E2,7.080358974E0,1.524736147E2
2.315722742E2,2.799666591E0,1.718983169E2
2.320722352E2,4.333965407E0,-1.597131769E2
2.325721987E2,4.995806610E0,-1.712877359E2
2.330721597E2,4.772058605E0,-1.762604966E2
2.340720805E2,3.494053396E0,-1.735772052E2
2.345720434E2,4.195113332E0,-1.783035615E2
2.350720044E2,4.491946560E0,-1.757077274E2
2.355719650E2,5.149797715E0,-1.783332894E2
2.360719260E2,2.519340392E0,-1.711976550E2
2.365718887E2,2.746920657E0,-1.749285161E2
2.370718507E2,3.671094826E0,-1.717724559E2
2.375718127E2,4.034806163E0,-1.724759472E2
2.380717747E2,4.680760197E0,-1.759036681E2
2.385717361E2,4.858811651E0,-1.728671514E2
2.390716971E2,4.592740599E0,-1.720332217E2
2.395716606E2,4.367822313E0,-1.791074738E2
2.400716226E2,5.096577731E0,-1.703743549E2
2.405715833E2,3.858268753E0,-1.746997476E2
2.410715463E2,4.395608374E0,-1.683844564E2
2.415715088E2,3.697147036E0,-1.693989174E2
2.420714708E2,3.928029250E0,-1.715460100E2
2.425714328E2,3.480262458E0,-1.733651275E2
2.430713948E2,2.489374569E0,-1.645912263E2
2.435713579E2,3.385818345E0,-1.752300779E2
2.440713199E2,4.257969316E0,-1.741185678E2
2.445712823E2,4.808654935E0,-1.688825220E2
2.450712443E2,2.988042924E0,-1.704988068E2
2.455712064E2,2.600562813E0,-1.695359942E2
2.460711684E2,4.862064638E0,-1.735032754E2
2.470710934E2,6.885051669E0,-1.751785299E2
2.475710548E2,7.033856203E0,-1.754432014E2
2.480710178E2,7.108096491E0,-1.752487113E2
2.485709802E2,6.944832650E0,-1.760901032E2
2.490709432E2,7.308978280E0,-1.750607844E2
2.495709047E2,7.313867904E0,-1.746372688E2
2.500708667E2,7.348177006E0,-1.744173431E2
2.505708294E2,5.622317978E0,-1.738155811E2
2.510707914E2,4.381588818E0,-1.727478440E2
2.515707533E2,4.861072521E0,-1.722399993E2
2.520707153E2,5.014132553E0,-1.725612051E2
2.525706765E2,4.857448753E0,-1.719346918E2
2.530706375E2,4.268892364E0,-1.710106851E2
2.535700235E2,2.519854541E0,-1.663192030E2
2.540701625E2,5.901671029E-1,-8.836832757E1
2.545701240E2,6.738954891E-1,-1.174051050E2
2.550700850E2,7.054256175E-1,-1.164690784E2
2.555700455E2,7.275959986E-1,-1.106130316E2
2.560702485E2,7.205431275E-1,-1.122048026E2
2.565708783E2,7.452729685E-1,-1.157504741E2
2.570714973E2,6.923023634E-1,-1.114356102E2
2.575721237E2,5.997897504E-1,-1.115512794E2
2.580727437E2,6.789922597E-1,-1.098184093E2
2.585733455E2,6.597947899E-1,-1.132789492E2
2.595745667E2,6.000463471E-1,-1.097957012E2
2.600751537E2,6.640569712E-1,-1.096844908E2
2.605757434E2,6.530839501E-1,-1.181590777E2
2.610763624E2,5.955066689E-1,-1.144790410E2
2.615769699E2,5.903301612E-1,-1.092738918E2
2.620775929E2,6.036369499E-1,-1.185837794E2
2.625781888E2,7.187336532E-1,-1.229885216E2
2.630787928E2,6.110901941E-1,-1.056390649E2
2.635793939E2,6.702192903E-1,-1.076011814E2
2.640800119E2,7.540245626E-1,-1.071224149E2
2.645806272E2,6.884959831E-1,-1.100144808E2
2.650800152E2,7.261038793E-1,-1.100425975E2
2.655794018E2,6.438781791E-1,-1.132294999E2
2.660787818E2,7.683710282E-1,-1.072284622E2
2.665781987E2,7.164767407E-1,-1.133747135E2
2.670775887E2,7.740205055E-1,-1.070116159E2
2.675769804E2,6.906762183E-1,-1.129968795E2
2.680775834E2,7.244347723E-1,-1.107273203E2
2.685769607E2,7.060490439E-1,-1.076222972E2
2.690763477E2,7.666332099E-1,-1.170356425E2
2.695757347E2,7.092454569E-1,-1.148148913E2
2.700763557E2,8.251501806E-1,-1.147879479E2
2.705757468E2,7.574861503E-1,-1.135835900E2
2.715745287E2,7.592529658E-1,-1.176039799E2
2.720751587E2,7.366404628E-1,-1.146987016E2
2.725757630E2,7.868109296E-1,-1.141516048E2
2.730763910E2,8.361607219E-1,-1.122388590E2
2.735770043E2,8.352960371E-1,-1.168892105E2
2.740776203E2,8.206380444E-1,-1.124774683E2
2.745782403E2,7.897109286E-1,-1.137869948E2
2.750788543E2,7.492203930E-1,-1.133935940E2
2.755794654E2,7.292822119E-1,-1.181458646E2
2.760800684E2,7.823104557E-1,-1.126894589E2
2.765806555E2,7.702907958E-1,-1.153617819E2
2.770812615E2,7.067027859E-1,-1.050419377E2
2.775812926E2,2.272769876E0,-2.261645469E1
2.780812616E2,4.360103396E0,-7.947974134E0
2.785812315E2,5.791711020E0,-6.659601401E0
2.790812015E2,6.023311842E0,-6.864384548E0
2.795811735E2,5.981725768E0,-5.285114444E0
2.800811445E2,6.090080989E0,-6.856192011E0
2.805811634E2,5.609155366E0,-6.555923220E0
2.810811354E2,5.212173986E0,-7.414890507E0
2.815811073E2,5.149582884E0,-9.209206752E0
2.820810803E2,4.873686942E0,-8.755590045E0
2.825810523E2,4.905499644E0,-8.867119408E0
2.830810253E2,4.866877253E0,-8.314888961E0
2.835809984E2,4.636721976E0,-9.177845888E0
2.840809714E2,4.440906117E0,-9.668252892E0
2.850810917E2,4.415297788E0,-8.207433243E0
2.855810622E2,4.639860209E0,-9.155036912E0
2.860810352E2,4.228012158E0,-1.003762850E1
2.865810092E2,4.410059238E0,-6.802368016E0
2.870809822E2,3.860738620E0,-8.592907178E0
2.875809553E2,4.261317594E0,-8.509890507E0
2.880809283E2,4.421162207E0,-7.802400351E0
