"t (s)","Inclination (deg)","Rotation (deg)"
2.979657799E2,6.979592977E0,7.424701645E1
2.984657269E2,6.671956013E0,7.561482412E1
2.989656739E2,6.914091029E0,1.087161158E2
2.994656219E2,7.593187177E0,1.023849277E2
2.999655697E2,6.023591810E0,1.024440278E2
3.004655167E2,6.632184527E0,1.040529294E2
3.009654633E2,6.771505019E0,1.039452892E2
3.014654112E2,6.734002119E0,1.034088693E2
3.019656975E2,6.929143539E0,1.032044342E2
3.024663055E2,6.715613155E0,1.039321425E2
3.029669342E2,7.026809866E0,1.049081219E2
3.034663473E2,6.645224140E0,1.033341154E2
3.039657475E2,6.734737616E0,1.041652919E2
3.044651465E2,6.682865567E0,1.045501919E2
3.049645703E2,6.424287346E0,1.046451983E2
3.054640313E2,6.388276645E0,1.058527760E2
3.059634498E2,6.091107094E0,1.077656237E2
3.064628618E2,6.202711334E0,1.052966146E2
3.069622960E2,6.464989132E0,9.994464641E1
3.074617620E2,6.852317608E0,9.924526144E1
3.079612109E2,6.846282816E0,9.734977647E1
3.084606469E2,6.874028790E0,9.976107025E1
3.089601005E2,6.852912135E0,9.726967443E1
3.094595695E2,6.537260632E0,1.032712146E2
3.099589927E2,6.388825471E0,1.058876381E2
3.104584467E2,6.155931386E0,1.062852783E2
3.109579035E2,6.315968676E0,1.036913506E2
3.114573305E2,6.571379771E0,1.054621670E2
3.119567555E2,6.549404044E0,1.036295100E2
3.129555949E2,6.504191799E0,1.025025610E2
3.134550237E2,6.484984194E0,1.026093090E2
3.139544258E2,6.339117803E0,1.048937202E2
3.144538352E2,6.310386566E0,1.056992085E2
3.149532272E2,6.380555907E0,1.068417821E2
3.154526053E2,6.330593552E0,1.087727109E2
3.159519812E2,6.768140286E0,1.079394583E2
3.164526012E2,6.716121793E0,1.034543935E2
3.169532082E2,6.993790723E0,1.062610774E2
3.174538052E2,7.333756785E0,1.046993942E2
3.179538372E2,7.070921385E0,9.815128453E1
3.184537836E2,6.206731017E0,1.066164413E2
3.189537306E2,6.209047485E0,1.066058789E2
3.194536774E2,6.555151947E0,1.025085419E2
3.199536244E2,8.135880540E0,1.288069734E2
3.204535721E2,8.677332355E0,1.331178721E2
3.209535201E2,8.004522007E0,1.315956842E2
3.214534670E2,8.865024028E0,1.350442500E2
3.219534140E2,8.782317122E0,1.358685433E2
3.224533614E2,8.609510037E0,1.337069553E2
3.229534134E2,8.230303257E0,1.302932738E2
3.234533613E2,9.394530083E0,1.380599735E2
3.239533083E2,9.630257783E0,1.387539704E2
3.244532560E2,9.560280019E0,1.389423469E2
3.249532030E2,9.729038721E0,1.402438133E2
3.254531512E2,9.695422811E0,1.410661055E2
3.259530982E2,9.381178654E0,1.429528330E2
3.264530456E2,9.835534740E0,1.460323402E2
3.269529926E2,1.003239318E1,1.397671935E2
3.279528879E2,9.982805339E0,1.378207990E2
3.284528355E2,1.010344525E1,1.409357816E2
3.289527825E2,1.092634934E1,1.372814153E2
3.294527312E2,9.564856993E0,1.500703049E2
3.299526793E2,9.483950059E0,1.552027314E2
3.304526255E2,9.347902014E0,1.500431459E2
3.309525735E2,9.718934993E0,1.499998542E2
3.314525214E2,9.591034017E0,1.505682250E2
3.319524694E2,9.193889536E0,1.518635054E2
3.324524169E2,8.508254210E0,1.464138187E2
3.329523649E2,7.912945521E0,1.456585449E2
3.334523119E2,5.490465026E0,1.297069802E2
3.339522599E2,3.732731978E0,1.077320711E2
3.344522091E2,3.413740257E0,1.100766011E2
3.349521571E2,3.946432549E0,1.068059153E2
3.354521049E2,3.910157117E0,1.028014097E2
3.359520529E2,3.582968599E0,1.157859068E2
3.364520009E2,4.442414798E0,9.188941568E1
3.369519489E2,2.522366253E0,1.219038640E2
3.374518965E2,4.301151593E0,1.198874621E2
3.379518445E2,4.227584883E0,9.840656763E1
3.384517932E2,4.184007414E0,1.002545275E2
3.389517412E2,5.632705785E0,8.955648702E1
3.394516895E2,5.047134798E0,9.197386578E1
3.399516375E2,5.232099645E0,1.054580283E2
3.404515854E2,5.369181132E0,8.750595159E1
3.409515344E2,3.849688975E0,1.130190788E2
3.414514832E2,4.744993893E0,1.089922698E2
3.419514312E2,4.995637797E0,1.120178231E2
3.424513797E2,4.753532281E0,1.103764352E2
3.434512769E2,3.909703337E0,1.124862995E2
3.439512249E2,3.700575343E0,1.131128345E2
3.444511730E2,4.047831682E0,1.182000455E2
3.449511220E2,3.572145968E0,1.049278022E2
3.454510705E2,4.315745887E0,1.018535718E2
3.459510195E2,4.367642911E0,1.030120076E2
3.464509694E2,5.022822282E0,9.842108547E1
3.469509184E2,4.015861735E0,1.117826976E2
3.474508665E2,3.579869462E0,1.132060017E2
3.479508155E2,4.368564466E0,1.041421711E2
3.484507646E2,3.178350639E0,1.033295057E2
3.489507136E2,2.900296826E0,1.015457725E2
3.494506632E2,4.448933080E0,6.999259254E1
3.499506122E2,3.001993794E0,4.092874751E1
3.504505613E2,1.496357637E0,1.552957311E1
3.509505102E2,2.346099157E0,8.337098058E1
3.514504596E2,2.129299011E0,6.117544163E1
3.519504086E2,2.790257294E0,7.050678719E1
3.524503583E2,3.448880789E0,6.795102279E1
3.529503083E2,2.709668590E0,5.620643587E1
3.534502564E2,3.156563546E0,4.759121282E1
3.539502064E2,2.555381511E0,5.778345394E1
3.544501551E2,1.966666856E0,1.387460216E1
3.549501041E2,1.758730744E0,1.147488562E1
3.554500545E2,1.615745904E0,3.592033079E1
3.559500045E2,1.506643640E0,7.101959729E1
3.564499529E2,8.170506229E-1,4.422235448E0
3.569499029E2,1.439989079E0,1.727286566E2
3.574498523E2,1.831021039E0,1.358223710E2
3.579498023E2,1.615641914E0,1.710614751E2
3.589497023E2,1.428044131E0,1.768085034E2
3.594496518E2,1.519073597E0,1.683616363E2
3.599496018E2,1.554932453E0,1.478222534E2
3.604495514E2,2.128448216E0,1.699565260E2
3.609495014E2,2.517182267E0,1.595291957E2
3.614494514E2,1.670175528E0,1.586600533E2
3.619494014E2,2.157843164E0,1.417448682E2
3.624493521E2,2.090609037E0,1.305514791E2
3.629493021E2,2.053891629E0,1.601339216E2
3.634492522E2,1.641457770E0,1.162278558E2
3.639492022E2,2.867966451E0,1.324377202E2
3.644491514E2,3.357050666E0,1.437453516E2
3.649491014E2,2.991830559E0,-1.364663160E2
3.654490504E2,1.783681279E0,1.728227541E2
3.659490014E2,2.028876747E0,1.645753676E2
3.664489519E2,2.168607152E0,1.305553784E2
3.669489019E2,2.669614559E0,1.762381751E2
3.674488520E2,2.798955840E0,1.402772030E2
3.679488020E2,2.502165022E0,1.341128735E2
3.684487509E2,1.945508726E0,1.551951456E2
3.689487019E2,1.882572908E0,-1.721476056E2
3.694486523E2,2.357594453E0,1.498944057E2
3.699486033E2,2.133339319E0,1.562868091E2
3.704485543E2,1.916765465E0,1.631615289E2
3.709485062E2,1.503535141E0,-1.530742246E2
3.714484570E2,2.529537700E0,1.381452682E2
3.719484080E2,1.477781097E0,1.728157326E2
3.724483601E2,1.655607906E0,1.756965050E2
3.729483121E2,2.247058106E0,1.548490007E2
3.734482622E2,2.489428745E0,1.314272870E2
3.744481662E2,3.596746411E0,1.503828952E2
3.749481183E2,4.043239610E0,1.371422348E2
3.754480700E2,3.427234974E0,1.347884213E2
3.759480210E2,3.585922951E0,1.480169045E2
3.764479743E2,4.230693723E0,1.281960734E2
3.769479262E2,4.232604080E0,1.177995453E2
3.774478768E2,3.110715455E0,1.223118784E2
3.779478288E2,3.606413284E0,1.134316854E2
3.784477818E2,4.957738304E0,1.120062915E2
3.789477338E2,3.471978477E0,1.311623575E2
3.794476838E2,3.210893300E0,1.140188301E2
3.799476357E2,4.549776361E0,1.112328923E2
3.804475875E2,5.248287313E0,1.091121579E2
3.809475385E2,3.292309320E0,1.192488263E2
3.814474907E2,6.192342421E0,1.030106792E2
3.819474427E2,2.478183900E0,5.210358134E1
3.824473940E2,5.947164526E0,9.240486950E1
3.829473460E2,7.900739682E0,9.653223585E1
3.834472975E2,7.830059122E0,1.050270666E2
3.839472485E2,4.816179975E0,1.044077105E2
3.844472010E2,4.602503715E0,9.587818740E1
3.849471530E2,3.425489448E0,9.242810107E1
3.854471039E2,6.383827158E0,1.030295641E2
3.859470559E2,5.491344238E0,1.230766790E2
3.864470075E2,1.179506551E1,9.696300276E1
3.869469595E2,4.485457685E0,1.049727447E2
3.874469105E2,1.078542667E1,9.854787064E1
3.879468625E2,1.101603994E1,8.290255620E1
3.884468141E2,7.067179167E0,8.583105295E1
3.889467661E2,5.339452821E0,-6.998010521E1
3.894467199E2,7.346350317E0,8.909340432E1
3.904466244E2,5.108716099E0,8.486411208E1
3.909465784E2,5.840095257E0,7.868486370E1
3.914465307E2,5.579746858E0,7.732138943E1
3.919464838E2,4.133928128E0,8.437962100E1
3.924464380E2,4.824466103E0,8.556985022E1
3.929463920E2,5.428014858E0,7.697654718E1
3.934463444E2,4.720550751E0,8.016252574E1
3.939462974E2,5.075899901E0,8.506978917E1
3.944462504E2,4.379778286E0,1.009006673E2
3.949462034E2,5.549374833E0,8.513393614E1
3.954461578E2,4.568897417E0,8.700745961E1
3.959461107E2,5.195409524E0,8.146043942E1
3.964460636E2,5.349873213E0,9.187494487E1
3.969460166E2,5.217427846E0,8.121138688E1
3.974459702E2,4.467259910E0,8.652352837E1
3.979459232E2,3.922860833E0,8.738926494E1
3.984458780E2,3.360376771E0,8.987899536E1
3.989458320E2,3.871833471E0,8.865089225E1
3.994457862E2,5.075326286E0,7.577036195E1
3.999457402E2,3.976201744E0,9.100308158E1
4.004456959E2,1.531284214E0,1.248920873E2
4.009456499E2,4.136044372E0,7.954566846E1
4.014456047E2,4.439740994E0,7.838272313E1
4.019455597E2,4.590634217E0,6.109324878E1
4.024455139E2,4.154780632E0,6.901897224E1
4.029454689E2,3.650325644E0,6.965326980E1
4.034454240E2,3.770166932E0,7.278591007E1
4.039453780E2,4.537035454E0,8.182570743E1
4.049452880E2,4.986576595E0,7.546009734E1
4.054452415E2,4.210228367E0,8.144960113E1
4.059451965E2,4.679108580E0,7.088672067E1
4.064452340E2,5.204327387E0,5.680333805E1
4.069458610E2,4.990292819E0,5.293967759E1
4.074452504E2,4.884333092E0,5.405600997E1
4.079456934E2,5.396896715E0,5.365722884E1
4.084456480E2,5.103295933E0,5.585800079E1
4.089456020E2,4.967360193E0,5.460542060E1
4.094455562E2,5.921739967E0,5.341885755E1
4.099455102E2,1.372744594E1,7.378102745E1
4.104454648E2,1.009881691E1,9.184809858E1
4.109454198E2,2.991463129E1,7.771511936E1
4.119059005E2,7.152502316E0,1.084309341E1
4.124058735E2,7.339501304E0,8.887186256E0
4.129058489E2,6.918086803E0,1.440372195E1
4.134058249E2,6.670754654E0,1.121738495E1
4.139058007E2,5.730813323E0,1.957460896E1
4.144057777E2,3.866077107E0,2.813865098E1
4.149057560E2,2.336174882E0,6.519614959E1
4.154057340E2,1.938911109E0,1.033105399E2
4.159057117E2,1.898774173E0,1.026589266E2
4.164056897E2,1.916410510E0,9.937283757E1
4.169056672E2,2.523896651E0,9.254480437E1
4.174056463E2,9.557502764E-1,1.011187348E2
4.179056244E2,2.442758127E0,8.807776681E1
4.184056024E2,2.126885936E0,9.284936729E1
4.189055805E2,1.841947384E0,9.405828845E1
4.194055575E2,2.147109016E0,1.030742458E2
4.199055352E2,1.566669171E0,9.648672794E1
4.204055122E2,4.363063497E0,9.581001924E1
4.209054896E2,1.519076022E0,1.233609952E2
4.214054666E2,1.313855583E0,1.100130816E2
4.219054438E2,2.458416008E-1,3.227546769E0
4.224054208E2,2.263274901E0,7.847756676E1
4.229053974E2,9.145452931E-1,9.149145286E1
4.234053744E2,1.795148348E0,6.567766175E1
4.239053507E2,1.445116444E0,9.000000000E1
4.249053060E2,1.133687157E0,1.270852943E2
4.254052840E2,1.619369412E0,9.065000526E1
4.259052599E2,2.454046001E0,9.285426372E1
4.264052369E2,2.053263518E0,9.178758453E1
4.269052144E2,1.761055481E0,9.842484797E1
4.274051914E2,2.577324029E0,9.474743584E1
4.279051684E2,1.977958631E0,9.819828167E1
4.284051454E2,1.529634774E0,9.523611155E1
4.289051216E2,1.971042522E0,9.203896155E1
4.294050966E2,1.217059256E0,8.362767892E1
4.299050717E2,9.819547310E-1,7.720259406E1
4.304050457E2,1.113365799E0,6.971284806E1
4.309050186E2,7.055836585E-1,1.180338519E2
4.314049916E2,1.944642558E-1,-1.152842614E2
4.319049659E2,1.400845231E-1,8.247617956E1
4.324049379E2,9.913014602E-1,-9.553740229E1
4.329049092E2,1.261843417E0,-9.600689964E1
4.334048802E2,5.902290342E-1,-4.127522143E1
4.339048515E2,1.519292615E0,-8.608814330E1
4.344048225E2,2.305526586E0,-1.018458723E2
4.349047928E2,2.016620518E0,-7.867048926E1
4.354047628E2,2.406307224E0,-9.104964033E1
4.359047322E2,1.596934555E0,-9.935223896E1
4.364047012E2,1.699450550E0,-9.177788067E1
4.369046721E2,2.629552822E0,-9.808668002E1
4.374046411E2,1.466950668E0,-9.373883269E1
4.379046075E2,2.241626460E0,-9.035739593E1
4.384045765E2,9.839636133E-1,-9.359256271E1
4.389045452E2,2.492627717E0,-9.385862096E1
4.399044802E2,2.122343649E0,-9.379345856E1
4.404044482E2,1.053582506E0,-7.990055988E1
4.409044148E2,2.586828171E0,-9.524253917E1
4.414043808E2,1.791198625E0,-8.742059748E1
4.419043489E2,2.036698292E0,-9.350961217E1
4.424043149E2,1.824930449E0,-9.116743799E1
4.429042802E2,2.247965092E0,-9.386334289E1
4.434042462E2,1.795342000E0,-9.576930067E1
4.439042119E2,1.880358602E0,-8.196491543E1
4.444041769E2,2.318058082E0,-9.608126507E1
4.449041419E2,2.003741924E0,-8.906659784E1
4.454041069E2,1.894820307E0,-9.122853236E1
4.459040711E2,2.079197318E0,-9.165464309E1
4.464040351E2,2.375764675E0,-9.115002103E1
4.469039999E2,1.181807656E0,-8.398201069E1
4.474039639E2,2.541458398E0,-9.391038791E1
4.479039273E2,2.227450138E0,-9.678522768E1
4.484038903E2,2.200527178E0,-7.197891540E1
4.489038534E2,3.608822579E0,-3.947817020E1
4.494038164E2,3.462128957E0,-2.832634302E1
4.499037794E2,3.821571984E0,-3.714475303E1
4.504037424E2,3.646172554E0,-3.443019272E1
4.509037038E2,3.474635964E0,-2.955679203E1
4.514036668E2,3.620437542E0,-3.445532628E1
4.519036295E2,3.422233491E0,-2.881531784E1
4.524035915E2,3.688631260E0,-3.369006752E1
4.529035525E2,3.181983028E0,-3.059421743E1
4.534035145E2,5.552063166E0,-1.941271571E1
4.544034373E2,6.031833521E0,-1.467427728E1
4.549033974E2,5.443600096E0,-7.273827232E0
4.554033584E2,5.563932713E0,-5.490604180E0
4.559033206E2,5.603385550E0,5.606111620E0
4.564032806E2,5.153457856E0,2.146971525E1
4.569032415E2,5.189354739E0,3.914187554E0
4.574032015E2,4.588100988E0,3.892856210E0
4.579031611E2,5.346576152E0,2.153085197E1
4.584031211E2,4.382490699E0,1.099399155E1
4.589030813E2,4.228720868E0,1.865024608E1
4.594030413E2,4.794025361E0,2.194291855E1
4.599030010E2,5.141045823E0,2.593564468E1
4.604029600E2,4.753028482E0,2.059324865E1
4.609029206E2,3.647726183E0,2.263473455E1
4.614028796E2,2.681310437E0,6.423719093E1
4.619028391E2,2.474023136E0,9.040663461E1
4.624027981E2,9.436052920E-1,8.989280502E1
4.629027576E2,1.794379038E0,9.892699372E1
4.634027166E2,2.100812270E0,9.768398182E1
4.639026753E2,1.541241698E0,1.001246717E2
4.644026333E2,1.915540775E0,1.026816565E2
4.649025927E2,1.714211819E0,9.474630859E1
4.654025507E2,1.200705979E0,9.051193675E1
4.659025090E2,1.054383790E0,9.253524995E1
4.664024670E2,9.966875880E-1,9.989215891E1
4.669024244E2,4.227217751E-1,8.511783592E1
4.674023824E2,1.278599779E0,1.044130568E2
4.679023407E2,4.134009354E-1,-5.868037363E1
4.684022977E2,8.250939945E-1,-7.051041564E1
4.689022547E2,7.565369654E-1,-1.095467376E2
4.699021694E2,1.846855950E0,-1.267816485E2
4.704021264E2,2.459627307E0,-1.624640924E2
4.709020832E2,3.297619059E0,1.778875251E2
4.714020392E2,3.031356444E0,1.794856295E2
4.719019963E2,3.494412711E0,1.798583193E2
4.724019522E2,3.002868505E0,1.648429127E2
4.729019091E2,3.600089205E0,1.557265679E2
4.734018651E2,4.115463428E0,1.619013764E2
4.739018226E2,3.845916743E0,1.576750431E2
4.744017786E2,4.676914175E0,1.390850691E2
4.749017354E2,3.873586784E0,1.602137930E2
4.754016914E2,4.616606151E0,1.449917958E2
4.759016480E2,3.835211638E0,1.522692409E2
4.764016040E2,5.346974798E0,1.527841301E2
4.769015619E2,5.387127467E0,1.680863601E2
4.774015189E2,6.443003231E0,1.651323184E2
4.779014740E2,6.486818084E0,1.691235536E2
4.784014310E2,6.404525271E0,1.665510503E2
4.789013890E2,6.375363218E0,1.639776811E2
4.794013460E2,7.022953968E0,1.653619286E2
4.799013021E2,7.067646263E0,1.699066255E2
4.804012591E2,6.787311973E0,1.660892831E2
4.809012154E2,6.850990678E0,1.673296840E2
4.814011724E2,6.919164914E0,1.665346918E2
4.819011276E2,6.669796646E0,1.666505257E2
4.824010836E2,7.221730047E0,1.679282590E2
4.829010406E2,6.698557886E0,1.647818710E2
4.834012106E2,6.709095504E0,1.660402772E2
4.843999970E2,7.508207542E0,1.684181377E2
4.848993749E2,7.180710988E0,1.653366788E2
4.853987689E2,6.919336656E0,1.636690367E2
4.858981545E2,6.824937060E0,1.666898183E2
4.863985625E2,6.462742849E0,1.632147452E2
4.868985175E2,4.456065619E0,1.559903303E2
4.873984715E2,2.444270565E0,1.379820692E2
4.878984262E2,1.731181203E0,9.449715161E1
4.883983802E2,1.607681644E0,8.908812441E1
4.888983359E2,1.725760352E0,8.762260666E1
4.893982899E2,1.692046590E0,8.814273325E1
4.898985054E2,1.741170559E0,8.779070005E1
4.903979104E2,1.672787180E0,8.645576832E1
4.908973099E2,1.665748165E0,8.881662200E1
4.913967149E2,1.702328457E0,8.776998267E1
4.918961057E2,1.713967626E0,8.826161849E1
4.923955087E2,1.710438727E0,9.047326361E1
4.928949098E2,1.707729998E0,8.949559653E1
4.933942908E2,1.728818206E0,8.903541729E1
4.938949107E2,1.699292544E0,8.675413241E1
4.943955267E2,1.728396815E0,8.727368900E1
4.948961495E2,1.685463173E0,8.909966898E1
4.953967525E2,1.668309389E0,9.030363138E1
4.958973737E2,1.710269290E0,8.914181128E1
4.968985681E2,1.628765180E0,8.816143056E1
4.973991791E2,1.701678675E0,8.967361638E1
4.978997922E2,1.651878060E0,8.874196601E1
4.984004112E2,1.717286851E0,8.834911185E1
4.989010129E2,1.702918480E0,8.985118012E1
4.994016019E2,1.654172839E0,9.036727560E1
4.999021985E2,1.668884602E0,8.811914077E1
5.004028035E2,1.706705271E0,8.843105051E1
5.009034246E2,1.707738642E0,8.789861696E1
5.014040466E2,1.657419479E0,8.614936117E1
5.019046296E2,1.639900246E0,8.901170722E1
5.024052076E2,1.665963771E0,8.766207518E1
5.029057850E2,1.688917413E0,8.591652064E1
5.034063560E2,1.713663846E0,8.784281969E1
5.039069155E2,1.662631646E0,8.905631851E1
5.044074705E2,1.810402816E0,8.695492491E1
5.049080834E2,1.706080416E0,8.973323420E1
5.054086894E2,1.685513230E0,8.831884548E1
5.059092949E2,1.744312716E0,8.776392751E1
5.064086759E2,1.659232270E0,9.021344789E1
5.069080527E2,1.694655898E0,8.782034722E1
5.074086607E2,1.690325615E0,9.155868420E1
5.079092512E2,1.623674645E0,8.990637952E1
5.084086282E2,1.711592338E0,8.979283641E1
5.089092430E2,1.585526687E0,8.907286128E1
5.094086290E2,1.782874844E0,8.835532553E1
5.099092325E2,1.700584256E0,8.815334986E1
5.104098175E2,1.705791359E0,8.925786819E1
5.109104381E2,1.726306402E0,8.885599669E1
5.114109051E2,1.609723549E0,8.371204410E1
5.119108544E2,3.829317430E0,2.266254790E1
5.129107531E2,5.115211423E0,2.032554287E1
5.134107501E2,5.253901403E0,1.878292525E1
5.139113802E2,5.295144724E0,1.972160244E1
5.144107712E2,5.458804673E0,2.024123641E1
5.149101739E2,5.755618601E0,1.684565992E1
5.154095629E2,6.101068545E0,1.795162894E1
5.159089509E2,5.921202276E0,1.858313885E1
5.164095689E2,5.921077471E0,1.707437564E1
5.169101778E2,6.308935869E0,1.744653142E1
5.174095568E2,6.551391814E0,1.322683950E1
5.179101536E2,6.678833863E0,1.544152021E1
5.184095516E2,6.474832150E0,1.612195174E1
5.189089631E2,6.518234099E0,1.381208272E1
5.194083611E2,6.327592864E0,1.479108490E1
5.199084230E2,6.504766006E0,1.520970451E1
5.204083710E2,6.461981451E0,1.513903875E1
5.209083195E2,6.628832210E0,1.505497294E1
5.214082685E2,6.780745198E0,1.058426819E1
5.219082167E2,7.107254003E0,1.486986712E1
5.224081647E2,6.392744184E0,1.177086261E1
5.229081123E2,6.425094158E0,1.507288921E1
5.234080603E2,5.637846883E0,8.678400743E0
5.239080096E2,5.624531178E0,1.748129349E1
5.244079576E2,5.244673477E0,1.166974854E0
5.249079056E2,5.537598375E0,1.997763340E1
5.254078536E2,4.904205027E0,1.634522156E0
5.259078009E2,4.816877057E0,9.211583930E0
5.269076970E2,4.372966637E0,9.651153780E0
5.274076450E2,4.714993083E0,-7.122346212E0
5.279075912E2,4.832873105E0,1.267273818E1
5.284075392E2,4.228643681E0,7.063535502E0
5.289074859E2,3.657965324E0,-4.103936002E0
5.294074339E2,3.755243671E0,9.657161364E0
5.299073813E2,3.924698992E0,-4.340190536E0
5.304073293E2,3.827173449E0,1.027178826E1
5.309072766E2,1.560096556E0,-6.726720509E0
5.314072236E2,5.449088959E-1,-1.433677669E2
5.319071705E2,9.898694339E-1,-1.170381868E2
5.324071175E2,4.353770284E-1,1.766538546E2
5.329070638E2,7.206043274E-1,6.362572208E1
5.334070108E2,8.862808659E-1,1.287771250E2
5.339069584E2,1.390983651E0,1.036194575E2
5.344069054E2,1.046696109E0,1.049934189E2
5.349068508E2,8.186886102E-1,1.251766193E2
5.354067978E2,2.430571591E0,1.021106798E2
5.359067452E2,1.603442191E0,7.949223123E1
5.364066912E2,8.666451222E-1,8.554595424E1
5.369066395E2,2.204861157E0,8.488796474E1
5.374065865E2,2.485642217E0,9.874921575E1
5.379065351E2,1.726083061E0,9.196201007E1
5.384064841E2,1.046626097E0,9.277175497E1
5.389064338E2,1.710690645E0,9.976333954E1
5.399063385E2,1.579450475E0,8.889036991E1
5.404062905E2,1.222073316E0,9.000000000E1
5.409062417E2,1.925639647E0,1.018517204E2
5.414061947E2,2.187811044E0,9.934700816E1
5.419061478E2,5.069891812E-1,1.313568718E2
5.424061008E2,2.061606170E0,9.464277334E1
5.429060539E2,2.411329258E0,1.400389818E2
5.434060059E2,3.297206494E0,1.300623703E2
5.439059590E2,4.156040629E0,1.455678266E2
5.444059120E2,3.535035591E0,1.491539240E2
5.449058652E2,3.182767167E0,1.513832288E2
5.454058183E2,3.815463696E0,1.483488824E2
5.459057714E2,3.740673713E0,1.429245287E2
5.464057254E2,4.329245143E0,1.508747757E2
5.469056774E2,4.420972123E0,1.485215838E2
5.474056314E2,4.032898536E0,1.483941275E2
5.479055866E2,3.977202042E0,1.446218296E2
5.484055396E2,4.100323670E0,1.488269583E2
5.489054930E2,3.979873395E0,1.428713866E2
5.494054450E2,5.003472923E0,1.627440761E2
5.499053981E2,5.773353616E0,1.657093553E2
5.504053501E2,5.734770571E0,1.653986565E2
5.509053012E2,5.834906007E0,1.611262218E2
5.514052522E2,5.750210131E0,1.647233398E2
5.519052030E2,5.905964244E0,1.644653992E2
5.529051049E2,5.731907409E0,1.653057535E2
5.534050559E2,4.574481633E0,1.585029368E2
5.539050055E2,4.198511379E0,1.555898492E2
5.544049555E2,4.251446804E0,1.591673210E2
5.549049068E2,4.312374588E0,1.572740552E2
5.554048568E2,4.241707300E0,1.576622372E2
5.559048067E2,4.302008511E0,1.624679977E2
5.564047567E2,4.870065445E0,1.590019658E2
5.569047072E2,5.224598503E0,1.605135917E2
5.574046563E2,5.313970422E0,1.638642967E2
5.579046045E2,5.516752431E0,1.640558559E2
5.584045535E2,5.307775807E0,1.648916179E2
5.589045047E2,5.317520479E0,1.595271287E2
5.594049307E2,4.649008890E0,1.599741971E2
5.599055485E2,5.113952541E0,1.626430283E2
5.604049505E2,5.038858250E0,1.618947709E2
5.609043628E2,5.217479137E0,1.660411135E2
5.614037458E2,5.736663953E0,1.652891420E2
5.619031610E2,5.476745128E0,1.634936701E2
5.624025600E2,5.378904749E0,1.627189007E2
5.629019740E2,5.439002860E0,1.639871973E2
5.634013910E2,5.599264356E0,1.645230964E2
5.639018435E2,4.415171547E0,1.601941816E2
5.644017905E2,4.499763026E0,1.591915289E2
5.649017403E2,3.498724998E0,1.526567857E2
5.654016872E2,1.729073276E0,5.452027591E1
5.659016335E2,1.665099204E0,8.784521341E1
5.669015276E2,1.639389369E0,8.539778331E1
5.674014756E2,1.655782533E0,8.807558578E1
5.679020401E2,1.581828846E0,8.855990663E1
5.684014601E2,1.467530187E0,8.865576089E1
5.689008527E2,1.691457886E0,8.826429541E1
5.694002357E2,1.630379266E0,8.621069993E1
5.699008617E2,1.713757078E0,8.713612100E1
5.704002467E2,1.697950355E0,8.722978420E1
5.708996497E2,1.648926345E0,8.818900045E1
5.713990297E2,1.662564751E0,8.841815002E1
5.718984411E2,1.637411196E0,8.628871619E1
5.723978381E2,1.680295163E0,8.876445932E1
5.728972195E2,1.587407969E0,8.613711946E1
5.733978485E2,1.571687689E0,8.665055058E1
5.738984754E2,1.639913197E0,8.759351156E1
5.743978554E2,1.669374351E0,8.675630438E1
5.748972317E2,1.666730836E0,8.659968606E1
5.753978497E2,1.560203255E0,8.756266114E1
5.758972342E2,1.633762182E0,8.671892250E1
5.763978462E2,1.690040026E0,8.877027945E1
5.768972710E2,1.574701536E0,8.852214170E1
5.778961503E2,1.617711074E0,8.749958943E1
5.783955933E2,1.619657879E0,8.599457943E1
5.788950179E2,1.686106861E0,8.826248093E1
5.793944339E2,1.638288819E0,8.619825214E1
5.798938762E2,1.524196059E0,8.870031871E1
5.803933132E2,1.582316694E0,8.680778122E1
5.808927657E2,1.698949274E0,8.809580274E1
5.813922057E2,1.655121225E0,8.776326007E1
5.818916740E2,1.585975187E0,8.821208353E1
5.823911320E2,1.462205999E0,9.097102193E1
5.828906045E2,1.617668997E0,8.943706831E1
5.833900165E2,1.649658458E0,8.849901020E1
5.838894960E2,1.593737542E0,8.627894457E1
5.843889540E2,1.624649819E0,8.679080426E1
5.848884301E2,1.537371395E0,8.621437065E1
5.853878861E2,1.625704360E0,8.663536771E1
5.858873430E2,1.671909460E0,8.766701769E1
5.863868140E2,1.621893880E0,8.560845393E1
5.868862805E2,1.603571652E0,8.817069054E1
5.873857475E2,1.561936146E0,8.614065592E1
5.878851924E2,1.580369781E0,8.624984278E1
5.883846084E2,1.594752330E0,8.720575116E1
5.893834749E2,1.616458963E0,8.604834551E1
5.898829146E2,1.587568935E0,8.693862978E1
5.903823616E2,1.683341753E0,8.645178303E1
5.908818046E2,1.558452611E0,8.765605769E1
5.913812426E2,1.594255140E0,8.806442498E1
5.918807150E2,1.523804372E0,8.760991130E1
5.923801610E2,1.601766737E0,8.613965444E1
5.928805244E2,1.750120413E0,7.904136240E1
5.933804664E2,4.870116369E0,1.996987322E1
5.938804085E2,4.459318079E0,2.070347139E1
5.943803505E2,4.291323314E0,1.737849806E1
5.948802927E2,4.343422228E0,1.996521960E1
5.953802347E2,5.674694241E0,1.963048882E1
5.958801764E2,5.618542199E0,1.749529117E1
5.963806764E2,5.467152867E0,1.659410962E1
5.968801136E2,5.453642580E0,1.905037854E1
